centered_log10_learning_rate,cumulative_displacement_to_weight_ratio,cumulative_stable_rank_fraction,dose_index,learning_rate,log_saved_segment_to_weight_ratio,margin_degrading_attribution_mass,margin_helpful_attribution_participation_ratio,margin_helpful_mass_share,mean_cumulative_subspace_overlap_to_adamw,mean_ndcg_at_10,mean_saved_segment_subspace_overlap_to_adamw,optimizer,progress_fraction,random_50pct_relative_shortlist_ndcg,run_id,saved_segment_row_norm_cv,saved_segment_sketch_effective_rank_fraction,saved_segment_stable_rank_fraction,saved_segment_top_1pct_row_energy,stage
0.2614393726401687,0.033630669057730656,0.33435560324612784,3,0.001,-3.392316858758493,0.1047221074602868,0.30246692564563477,0.5168077458914533,0.05289327080067705,0.5818585714285714,0.05326284686935179,muon,0.2,0.9945989632170842,verified-v3-muon-1e-3,0.1754524076835596,0.08315060698093578,0.33435560324612784,0.021554086954995274,1
0.2614393726401687,0.048022324676668934,0.32552480336391565,3,0.001,-3.4078655256707346,0.10435792189895972,0.3064835306109511,0.5210451876052558,0.045101760791360655,0.5876692857142858,0.028445004088054584,muon,0.4,0.9920220005536753,verified-v3-muon-1e-3,0.1765060841310072,0.08316531519732585,0.34736947691376835,0.021626287463673934,2
0.2614393726401687,0.05446215313677304,0.3164492210974243,3,0.001,-3.7303527002520145,0.10272150084796029,0.30576933977035264,0.523794150069765,0.04372691945421863,0.5850171428571428,0.029384484912398305,muon,0.6,0.9873998536987431,verified-v3-muon-1e-3,0.17904721985366892,0.08316273428167677,0.3468527586702357,0.021903511697057895,3
0.2614393726401687,0.05702813192953489,0.3088433705071077,3,0.001,-4.219217316967784,0.10719591605592481,0.2990168325223904,0.510757742790002,0.04444207628207769,0.5885692857142857,0.03102098510788634,muon,0.8,0.999406902996844,verified-v3-muon-1e-3,0.1808175413774695,0.0831608935234381,0.3459425785856026,0.022095254380853576,4
0.2614393726401687,0.057542057816581615,0.3051661475297601,3,0.001,-5.184966605684432,0.10527619369423276,0.3039827663297886,0.517569360398199,0.04528419559953466,0.5919135714285714,0.03554279176221991,muon,1.0,0.9919873025200989,verified-v3-muon-1e-3,0.1846852847798304,0.08316830104738208,0.3535463091736384,0.022459324504084447,5
0.7385606273598313,0.09831235216166637,0.3575409443089456,4,0.003,-2.3196056019240454,0.09252456122129615,0.31723911366181534,0.5200653637634716,0.023800807912276192,0.5424921428571429,0.02403798731253109,muon,0.2,0.9939150565320424,verified-v3-muon-3e-3,0.17221636475527033,0.08317616284424821,0.3575409443089456,0.0207898174835877,1
0.7385606273598313,0.14054105931070668,0.34133227289041734,4,0.003,-2.3197340484560276,0.09410143346607742,0.3262114157285273,0.516941392219916,0.022638936984641627,0.5378814285714285,0.01835330348290045,muon,0.4,0.996269798624526,verified-v3-muon-3e-3,0.1739643981411336,0.08317014965462811,0.3523724380873954,0.021017330198145327,2
0.7385606273598313,0.1595088624258873,0.3296002306296439,4,0.003,-2.635270320544793,0.09816935921672876,0.32002313334198856,0.5117152762515721,0.023011474711708425,0.5432642857142858,0.01898448483615038,muon,0.6,0.9932553519059261,verified-v3-muon-3e-3,0.1773634607091865,0.08316646103287338,0.34886933122089203,0.021328293205423152,3
0.7385606273598313,0.16704355718018352,0.3189776178296662,4,0.003,-3.115154190002719,0.1011676611957261,0.3131429766385083,0.5163262560105176,0.02397599714318848,0.5483742857142857,0.020091020739338494,muon,0.8,0.9916181912893319,verified-v3-muon-3e-3,0.1787334724433999,0.08316263398437788,0.34667686286669575,0.021585306581010155,4
0.7385606273598313,0.16850320341450956,0.3155007481628136,4,0.003,-4.072085669355733,0.10281138631695685,0.31512811800143187,0.5152616419384258,0.024394022863617238,0.5571792857142858,0.022318591222099782,muon,1.0,0.9975549133231805,verified-v3-muon-3e-3,0.18248492869782576,0.0831654887785886,0.3496828557866992,0.02207191986963153,5
-0.7385606273598313,0.004027761128241705,0.13059770787357222,1,0.0001,-5.514544608704138,0.10706730187176763,0.30228757946079965,0.5145456905055268,0.36664271028463374,0.5801178571428572,0.3661895568487558,normuon,0.2,0.9913930251754207,verified-v3-normuon-1e-4,0.08209666424495651,0.08183704195759939,0.13059770787357222,0.0197194922232333,1
-0.7385606273598313,0.005920960882017842,0.11878983869006501,1,0.0001,-5.61617159701355,0.10727885827962932,0.3076740643903841,0.5193993091429726,0.3545199598230541,0.5869142857142856,0.18269844609188207,normuon,0.4,0.991959634058043,verified-v3-normuon-1e-4,0.05052687778550992,0.0826526904833933,0.19052506061586255,0.01549587023001224,2
-0.7385606273598313,0.006828588470682434,0.11545561868929821,1,0.0001,-5.982012173231887,0.10780857864910971,0.30751857105027885,0.5173189646833537,0.3510969561340417,0.5895821428571428,0.11578201090314372,normuon,0.6,0.9908803639609194,verified-v3-normuon-1e-4,0.03881797542108253,0.083003181904395,0.2660414715979826,0.01365113882148728,3
-0.7385606273598313,0.00724026667170722,0.1126519660340911,1,0.0001,-6.492487146877485,0.10680215542931511,0.3078962987463249,0.5210524290492711,0.350352189040439,0.5898942857142858,0.1006039702022239,normuon,0.8,0.9913781268230192,verified-v3-normuon-1e-4,0.03605603588057712,0.08306901880710946,0.29689985928050977,0.013279588088731874,4
-0.7385606273598313,0.007350547376365856,0.11137194981974502,1,0.0001,-7.479777901295431,0.10496166219203569,0.312773255407114,0.5292181060072482,0.35011452851807046,0.5909735714285714,0.09435237282115148,normuon,1.0,0.9909054256810431,verified-v3-normuon-1e-4,0.0340895401463311,0.083101700453516,0.3157666972614227,0.01298411963208713,5
-0.2614393726401687,0.010769084578468766,0.22312408627248279,2,0.0003,-4.531075788782981,0.10766885484114028,0.30692182968819115,0.5167451604892838,0.20087562072374684,0.5875385714285715,0.19940311002749253,normuon,0.2,0.9905214090529595,verified-v3-normuon-3e-4,0.04638682369561119,0.08280121485923489,0.22312408627248279,0.014858660868364062,1
-0.2614393726401687,0.01549215550109234,0.22203800294701004,2,0.0003,-4.5863252798748855,0.1053797930262346,0.3095051590164877,0.5262671677283002,0.1748361119696681,0.5912428571428572,0.0685552880018551,normuon,0.4,0.993145750591109,verified-v3-normuon-3e-4,0.03180432664778303,0.08311820228097698,0.3218297917203257,0.01265425388178325,2
-0.2614393726401687,0.017664757632454436,0.22181197174836395,2,0.0003,-4.923277768703946,0.1049666985467049,0.3088889480382168,0.5271163200152232,0.16786832277996733,0.5915221428571428,0.06048435749010467,normuon,0.6,0.992843270307932,verified-v3-normuon-3e-4,0.03096291975163043,0.08313285253955294,0.33941338093098045,0.012482070112551119,3
