feature,feature_residual_energy_exact,outcome_residual_energy_exact,pearson_residual_association,rows,spearman_residual_association,status
margin_helpful_mass_share,110074926103215825594580777955011504942301554276511777071/77060506247413666485019402287739234027176577562006855352320,19212838492748480567609144693631026574689066301045951016167/1232968099958618663760310436603827744434825240992109685637120,0.1458980235626169,60,0.11642122811892193,resolved
margin_helpful_attribution_participation_ratio,8903482753380078693622919152400695979865790054480121826907/7397808599751711982561862619622966466608951445952658113822720,19212838492748480567609144693631026574689066301045951016167/1232968099958618663760310436603827744434825240992109685637120,-0.37261949489146795,60,-0.37454848569046956,resolved
margin_degrading_attribution_mass,125846822659470074438069990831559072385247666593836278852857/236729875192054783441979603827934926931486446270485059642327040,19212838492748480567609144693631026574689066301045951016167/1232968099958618663760310436603827744434825240992109685637120,0.8147641189491435,60,0.8607946651847735,resolved
random_50pct_relative_shortlist_ndcg,958934129117158776200179171243131118089749589201400882943/3698904299875855991280931309811483233304475722976329056911360,19212838492748480567609144693631026574689066301045951016167/1232968099958618663760310436603827744434825240992109685637120,-0.3376451251899537,60,-0.28952486801889415,resolved
