model_family,optimizer,baseline,treatment_run_id,baseline_run_id,stage,fraction,task,treatment_ndcg_at_10,baseline_ndcg_at_10,delta
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,1,0.2,HotpotQA,0.75229,0.75126,0.0010299999999999754
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,1,0.2,MSMARCO,0.57873,0.5802,-0.0014700000000000824
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,1,0.2,NFCorpus,0.27178,0.27115,0.0006300000000000194
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,1,0.2,NQ,0.96391,0.94971,0.01419999999999999
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,1,0.2,QuoraRetrieval,0.9175,0.91588,0.0016199999999999548
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,1,0.2,SCIDOCS,0.144,0.14389,0.00010999999999999899
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,1,0.2,SciFact,0.88616,0.8855,0.0006599999999999939
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,1,0.2,TRECCOVID,0.80352,0.81572,-0.012199999999999989
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,1,0.2,Touche2020,0.36039,0.39285,-0.03245999999999999
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,2,0.4,ArguAna,0.42167,0.43519,-0.013520000000000032
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,2,0.4,ClimateFEVER,0.39096,0.38884,0.0021199999999999553
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,2,0.4,DBPedia,0.30708,0.30165,0.005430000000000046
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,2,0.4,FEVER,0.93771,0.93577,0.0019400000000000528
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,2,0.4,FiQA2018,0.55235,0.54506,0.007290000000000019
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,2,0.4,HotpotQA,0.75534,0.75164,0.0037000000000000366
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,2,0.4,MSMARCO,0.58824,0.58848,-0.00024000000000001798
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,2,0.4,NFCorpus,0.2685,0.27096,-0.0024599999999999622
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,2,0.4,NQ,0.96391,0.96391,0.0
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,2,0.4,QuoraRetrieval,0.9165,0.91479,0.0017099999999999893
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,2,0.4,SCIDOCS,0.14385,0.14177,0.0020799999999999985
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,2,0.4,SciFact,0.90443,0.88381,0.02061999999999997
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,2,0.4,TRECCOVID,0.81347,0.80891,0.0045600000000000085
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,2,0.4,Touche2020,0.35012,0.36718,-0.01706000000000002
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,3,0.6,ArguAna,0.42156,0.43301,-0.011450000000000016
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,3,0.6,ClimateFEVER,0.41201,0.40801,0.0040000000000000036
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,3,0.6,DBPedia,0.30643,0.3029,0.0035299999999999776
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,3,0.6,FEVER,0.93924,0.93921,2.999999999997449e-05
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,3,0.6,FiQA2018,0.56985,0.54888,0.020969999999999933
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,3,0.6,HotpotQA,0.75055,0.74896,0.0015900000000000913
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,3,0.6,MSMARCO,0.59208,0.59034,0.0017400000000000748
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,3,0.6,NFCorpus,0.27624,0.2835,-0.007259999999999989
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,3,0.6,NQ,0.96391,0.96391,0.0
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,3,0.6,QuoraRetrieval,0.9165,0.91446,0.0020399999999999308
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,3,0.6,SCIDOCS,0.14683,0.14833,-0.0015000000000000013
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,3,0.6,SciFact,0.90653,0.89543,0.011099999999999999
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,3,0.6,TRECCOVID,0.80616,0.81278,-0.006619999999999959
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,3,0.6,Touche2020,0.35798,0.34308,0.014900000000000024
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,4,0.8,ArguAna,0.42154,0.43286,-0.011319999999999997
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,4,0.8,ClimateFEVER,0.41862,0.41289,0.005730000000000013
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,4,0.8,DBPedia,0.30409,0.30342,0.0006700000000000039
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,4,0.8,FEVER,0.93916,0.93751,0.0016500000000000403
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,4,0.8,FiQA2018,0.5715,0.5518,0.01970000000000005
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,4,0.8,HotpotQA,0.74704,0.74741,-0.00036999999999998145
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,4,0.8,MSMARCO,0.59301,0.59185,0.0011600000000000499
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,4,0.8,NFCorpus,0.2774,0.27896,-0.0015600000000000058
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,4,0.8,NQ,0.96391,0.94971,0.01419999999999999
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,4,0.8,QuoraRetrieval,0.91702,0.91444,0.0025799999999999157
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,4,0.8,SCIDOCS,0.14729,0.14673,0.0005600000000000049
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,4,0.8,SciFact,0.90547,0.88531,0.020159999999999956
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,4,0.8,TRECCOVID,0.806,0.80826,-0.0022599999999999287
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,4,0.8,Touche2020,0.35663,0.35062,0.006010000000000015
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,5,1.0,ArguAna,0.42726,0.43451,-0.007250000000000034
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,5,1.0,ClimateFEVER,0.41538,0.4088,0.00658000000000003
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,5,1.0,DBPedia,0.30727,0.3037,0.003569999999999962
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,5,1.0,FEVER,0.93955,0.93885,0.0007000000000000339
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,5,1.0,FiQA2018,0.56615,0.55837,0.007780000000000009
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,5,1.0,HotpotQA,0.75078,0.75079,-9.99999999995449e-06
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,5,1.0,MSMARCO,0.59195,0.59282,-0.0008700000000000374
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,5,1.0,NFCorpus,0.27332,0.27758,-0.004259999999999986
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,5,1.0,NQ,0.96391,0.96391,0.0
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,5,1.0,QuoraRetrieval,0.91648,0.91527,0.0012099999999999334
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,5,1.0,SCIDOCS,0.14777,0.14781,-3.999999999998449e-05
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,5,1.0,SciFact,0.90742,0.89646,0.01095999999999997
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,5,1.0,TRECCOVID,0.79517,0.80649,-0.011319999999999997
late,normuon,adamw,normuon-lr3e-4,adamw-lr3e-5,5,1.0,Touche2020,0.34634,0.34622,0.00011999999999995348
