run_id,optimizer,learning_rate,step,task,removed_fraction,draw,shortlist_ndcg,relative_shortlist_ndcg,margin,relative_margin
pretrained,pretrained,,0,DBPedia,0.1,1,0.96875,0.96875,0.24444413195523276,0.9753906767987468
pretrained,pretrained,,0,FEVER,0.1,1,1.0,1.0,0.31950744120680336,0.9840357682844435
pretrained,pretrained,,0,FiQA2018,0.1,1,0.9769331095982161,1.0,0.1996480011671956,1.0197082717327766
pretrained,pretrained,,0,HotpotQA,0.1,1,1.0,1.0,0.23962203866124826,1.0030592165779633
pretrained,pretrained,,0,MSMARCO,0.1,1,1.0,1.0,0.3074031775395373,0.9785359844156712
pretrained,pretrained,,0,NFCorpus,0.1,1,0.6679071072496794,0.9893468272564492,0.0030317990942784452,0.8289971943104365
pretrained,pretrained,,0,NQ,0.1,1,1.0,1.0,0.3375754447422148,1.0065427816680832
pretrained,pretrained,,0,QuoraRetrieval,0.1,1,1.0,1.0,0.4468431964409596,1.000502356751852
pretrained,pretrained,,0,SCIDOCS,0.1,1,0.8860511245582822,1.0120514734136181,0.09891738819707266,0.9648779319093008
pretrained,pretrained,,0,SciFact,0.1,1,0.9769331095982161,1.0,0.2520535218433846,0.9949300554042191
pretrained,pretrained,,0,TRECCOVID,0.1,1,0.8660657717261977,1.0095387282660753,0.04905093221557637,1.0371441037375786
pretrained,pretrained,,0,Touche2020,0.1,1,1.0,1.0,0.24411211863481522,0.9918056975879272
pretrained,pretrained,,0,ArguAna,0.1,2,1.0,1.0,0.19107168454865037,1.0043432245258184
pretrained,pretrained,,0,ClimateFEVER,0.1,2,0.7306437365756808,1.0154069805827344,-0.0031361186462216285,1.7383634680617805
pretrained,pretrained,,0,DBPedia,0.1,2,0.9769331095982161,0.9769331095982161,0.2501662105763842,0.9982231420100726
pretrained,pretrained,,0,FEVER,0.1,2,1.0,1.0,0.3226900684146027,0.9938377904150101
pretrained,pretrained,,0,FiQA2018,0.1,2,0.9538662191964322,0.9763884649059846,0.19532049722728556,0.9976054130130092
pretrained,pretrained,,0,HotpotQA,0.1,2,1.0,1.0,0.2380615425769143,0.9965269710943255
pretrained,pretrained,,0,MSMARCO,0.1,2,1.0,1.0,0.3156167040297739,1.0046815541979293
pretrained,pretrained,,0,NFCorpus,0.1,2,0.6735053233989438,0.9976392639223463,0.004163344214985935,1.1384001927058247
pretrained,pretrained,,0,NQ,0.1,2,1.0,1.0,0.3356726936297206,1.000869382054985
pretrained,pretrained,,0,QuoraRetrieval,0.1,2,1.0,1.0,0.44044790317371196,0.9861830025869824
pretrained,pretrained,,0,SCIDOCS,0.1,2,0.8673169492769113,0.9906532163930063,0.10497321555029009,1.023948781626147
pretrained,pretrained,,0,SciFact,0.1,2,0.9769331095982161,1.0,0.2530232070741508,0.9987576907941755
pretrained,pretrained,,0,TRECCOVID,0.1,2,0.8348157717261977,0.9731118351960087,0.05132810356446617,1.085293134368055
pretrained,pretrained,,0,Touche2020,0.1,2,1.0,1.0,0.24286925483581054,0.9867560531701396
pretrained,pretrained,,0,ArguAna,0.1,3,1.0,1.0,0.18706739825646115,0.983295219343251
pretrained,pretrained,,0,ClimateFEVER,0.1,3,0.7176421764600622,0.9973381540959179,-0.0031923865806072534,1.7695530155864296
pretrained,pretrained,,0,DBPedia,0.1,3,0.9769331095982161,0.9769331095982161,0.25468418624273537,1.0162509478228525
pretrained,pretrained,,0,FEVER,0.1,3,1.0,1.0,0.3181493244905059,0.9798529692194394
pretrained,pretrained,,0,FiQA2018,0.1,3,0.9769331095982161,1.0,0.1939684439607694,0.9906997596048629
pretrained,pretrained,,0,HotpotQA,0.1,3,1.0,1.0,0.23630401496747785,0.9891699505260811
pretrained,pretrained,,0,MSMARCO,0.1,3,1.0,1.0,0.313446418503543,0.9977730293711153
pretrained,pretrained,,0,NFCorpus,0.1,3,0.7106905524505713,1.0527204091650175,0.00345164632127817,0.9437977343193792
pretrained,pretrained,,0,NQ,0.1,3,1.0,1.0,0.33845020618905264,1.0091510425286103
pretrained,pretrained,,0,QuoraRetrieval,0.1,3,1.0,1.0,0.4423559233859168,0.9904551471205589
pretrained,pretrained,,0,SCIDOCS,0.1,3,0.8903838396786952,1.0170003195918582,0.10047207428921687,0.980042933014745
pretrained,pretrained,,0,SciFact,0.1,3,0.9769331095982161,1.0,0.2530835288612556,0.9989957987902366
pretrained,pretrained,,0,TRECCOVID,0.1,3,0.8674953875871159,1.0112051751171773,0.047121123019577486,0.9963397777326752
pretrained,pretrained,,0,Touche2020,0.1,3,1.0,1.0,0.24886658068247253,1.0111226515114085
