seed,challenger,reference,delta_update_tail_energy_fraction,delta_update_stable_rank_fraction,delta_update_entropy_rank_fraction,delta_update_head_energy_fraction,delta_update_middle_energy_fraction,delta_update_row_norm_cv,delta_update_frobenius_norm,delta_weight_frobenius_norm,delta_validation_loss_p95,delta_unseen_margin_p05
314159,muon,adamw,0.06542640364290597,0.41247113796329515,0.16984922458781282,-0.31970205648060157,0.25427565086174775,0.1155737437106131,9.371496186308374,-1.5920496799062676,-0.2192787528038025,-0.0006349682807922363
314159,normuon,adamw,0.06938810853342361,0.37379782880223134,0.17140129097005263,-0.31949096830452195,0.25010286183918223,-0.041509625056190776,9.3257134958417,-1.5850292101349623,-0.1900041699409485,0.0019785314798355103
271828,muon,adamw,0.06485474521585587,0.412215359325964,0.16935044439399938,-0.31811837812158505,0.2532636335986183,0.1157769632779739,9.088309688790522,-1.59202085909169,-0.17523473501205444,-0.00626683235168457
271828,normuon,adamw,0.06896167792402268,0.37222827024344496,0.17104284736243147,-0.3180959367337711,0.2491342598662019,-0.04128443393457861,9.025777231872928,-1.5906918217701786,-0.07138240337371826,-0.004002436995506287
161803,muon,adamw,0.06521338807919466,0.41318210837789837,0.17015518734161872,-0.3198953289638228,0.25468192558317265,0.11469914201761591,9.416922485209941,-1.5867926711810014,-0.15254539251327515,-0.006274700164794922
161803,normuon,adamw,0.06937940077629577,0.37189621360658764,0.1718882594038459,-0.3198422854915659,0.25046287650332094,-0.0416306530108008,9.407145920827585,-1.5838263412290416,-0.1334848403930664,-0.00437956303358078
