model_family,optimizer,learning_rate,aux_learning_rate,run_id,stage,fraction,checkpoint_step,task,ndcg_at_10,subsets,result_path
dense,adamw,1e-05,3e-06,adamw-lr1e-5,3,0.6,2345,DBPedia,0.27594,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-2345/results/adamw-lr1e-5__checkpoint-2345/local/DBPediaDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,3,0.6,2345,FEVER,0.90832,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-2345/results/adamw-lr1e-5__checkpoint-2345/local/FEVERDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,3,0.6,2345,FiQA2018,0.52612,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-2345/results/adamw-lr1e-5__checkpoint-2345/local/FiQA2018Decontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,3,0.6,2345,HotpotQA,0.6761,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-2345/results/adamw-lr1e-5__checkpoint-2345/local/HotpotQADecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,3,0.6,2345,MSMARCO,0.55916,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-2345/results/adamw-lr1e-5__checkpoint-2345/local/MSMARCODecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,3,0.6,2345,NFCorpus,0.28696,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-2345/results/adamw-lr1e-5__checkpoint-2345/local/NFCorpusDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,3,0.6,2345,NQ,0.91125,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-2345/results/adamw-lr1e-5__checkpoint-2345/local/NQDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,3,0.6,2345,QuoraRetrieval,0.91399,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-2345/results/adamw-lr1e-5__checkpoint-2345/local/QuoraRetrievalDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,3,0.6,2345,SCIDOCS,0.14758,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-2345/results/adamw-lr1e-5__checkpoint-2345/local/SCIDOCSDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,3,0.6,2345,SciFact,0.86997,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-2345/results/adamw-lr1e-5__checkpoint-2345/local/SciFactDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,3,0.6,2345,TRECCOVID,0.82768,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-2345/results/adamw-lr1e-5__checkpoint-2345/local/TRECCOVIDDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,3,0.6,2345,Touche2020,0.34745,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-2345/results/adamw-lr1e-5__checkpoint-2345/local/Touche2020Decontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,4,0.8,3126,ArguAna,0.5679,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3126/results/adamw-lr1e-5__checkpoint-3126/local/ArguAnaDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,4,0.8,3126,ClimateFEVER,0.39258,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3126/results/adamw-lr1e-5__checkpoint-3126/local/ClimateFEVERDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,4,0.8,3126,DBPedia,0.27904,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3126/results/adamw-lr1e-5__checkpoint-3126/local/DBPediaDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,4,0.8,3126,FEVER,0.91225,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3126/results/adamw-lr1e-5__checkpoint-3126/local/FEVERDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,4,0.8,3126,FiQA2018,0.53126,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3126/results/adamw-lr1e-5__checkpoint-3126/local/FiQA2018Decontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,4,0.8,3126,HotpotQA,0.67621,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3126/results/adamw-lr1e-5__checkpoint-3126/local/HotpotQADecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,4,0.8,3126,MSMARCO,0.56124,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3126/results/adamw-lr1e-5__checkpoint-3126/local/MSMARCODecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,4,0.8,3126,NFCorpus,0.28534,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3126/results/adamw-lr1e-5__checkpoint-3126/local/NFCorpusDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,4,0.8,3126,NQ,0.92545,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3126/results/adamw-lr1e-5__checkpoint-3126/local/NQDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,4,0.8,3126,QuoraRetrieval,0.91333,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3126/results/adamw-lr1e-5__checkpoint-3126/local/QuoraRetrievalDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,4,0.8,3126,SCIDOCS,0.15002,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3126/results/adamw-lr1e-5__checkpoint-3126/local/SCIDOCSDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,4,0.8,3126,SciFact,0.87533,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3126/results/adamw-lr1e-5__checkpoint-3126/local/SciFactDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,4,0.8,3126,TRECCOVID,0.82684,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3126/results/adamw-lr1e-5__checkpoint-3126/local/TRECCOVIDDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,4,0.8,3126,Touche2020,0.3442,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3126/results/adamw-lr1e-5__checkpoint-3126/local/Touche2020Decontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,5,1.0,3907,ArguAna,0.56966,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3907/results/adamw-lr1e-5__checkpoint-3907/local/ArguAnaDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,5,1.0,3907,ClimateFEVER,0.39243,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3907/results/adamw-lr1e-5__checkpoint-3907/local/ClimateFEVERDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,5,1.0,3907,DBPedia,0.2788,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3907/results/adamw-lr1e-5__checkpoint-3907/local/DBPediaDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,5,1.0,3907,FEVER,0.91206,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3907/results/adamw-lr1e-5__checkpoint-3907/local/FEVERDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,5,1.0,3907,FiQA2018,0.52673,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3907/results/adamw-lr1e-5__checkpoint-3907/local/FiQA2018Decontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,5,1.0,3907,HotpotQA,0.67739,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3907/results/adamw-lr1e-5__checkpoint-3907/local/HotpotQADecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,5,1.0,3907,MSMARCO,0.56135,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3907/results/adamw-lr1e-5__checkpoint-3907/local/MSMARCODecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,5,1.0,3907,NFCorpus,0.28571,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3907/results/adamw-lr1e-5__checkpoint-3907/local/NFCorpusDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,5,1.0,3907,NQ,0.92545,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3907/results/adamw-lr1e-5__checkpoint-3907/local/NQDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,5,1.0,3907,QuoraRetrieval,0.91344,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3907/results/adamw-lr1e-5__checkpoint-3907/local/QuoraRetrievalDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,5,1.0,3907,SCIDOCS,0.1475,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3907/results/adamw-lr1e-5__checkpoint-3907/local/SCIDOCSDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,5,1.0,3907,SciFact,0.86828,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3907/results/adamw-lr1e-5__checkpoint-3907/local/SciFactDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,5,1.0,3907,TRECCOVID,0.83014,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3907/results/adamw-lr1e-5__checkpoint-3907/local/TRECCOVIDDecontaminated.json
dense,adamw,1e-05,3e-06,adamw-lr1e-5,5,1.0,3907,Touche2020,0.34462,1,results/decontaminated-beir/dense/adamw-lr1e-5__checkpoint-3907/results/adamw-lr1e-5__checkpoint-3907/local/Touche2020Decontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,1,0.2,782,ArguAna,0.57477,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-782/results/adamw-lr1e-6__checkpoint-782/local/ArguAnaDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,1,0.2,782,ClimateFEVER,0.22865,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-782/results/adamw-lr1e-6__checkpoint-782/local/ClimateFEVERDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,1,0.2,782,DBPedia,0.26463,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-782/results/adamw-lr1e-6__checkpoint-782/local/DBPediaDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,1,0.2,782,FEVER,0.79645,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-782/results/adamw-lr1e-6__checkpoint-782/local/FEVERDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,1,0.2,782,FiQA2018,0.49651,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-782/results/adamw-lr1e-6__checkpoint-782/local/FiQA2018Decontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,1,0.2,782,HotpotQA,0.64008,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-782/results/adamw-lr1e-6__checkpoint-782/local/HotpotQADecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,1,0.2,782,MSMARCO,0.46369,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-782/results/adamw-lr1e-6__checkpoint-782/local/MSMARCODecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,1,0.2,782,NFCorpus,0.28774,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-782/results/adamw-lr1e-6__checkpoint-782/local/NFCorpusDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,1,0.2,782,NQ,0.92811,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-782/results/adamw-lr1e-6__checkpoint-782/local/NQDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,1,0.2,782,QuoraRetrieval,0.90892,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-782/results/adamw-lr1e-6__checkpoint-782/local/QuoraRetrievalDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,1,0.2,782,SCIDOCS,0.14424,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-782/results/adamw-lr1e-6__checkpoint-782/local/SCIDOCSDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,1,0.2,782,SciFact,0.87251,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-782/results/adamw-lr1e-6__checkpoint-782/local/SciFactDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,1,0.2,782,TRECCOVID,0.70396,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-782/results/adamw-lr1e-6__checkpoint-782/local/TRECCOVIDDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,1,0.2,782,Touche2020,0.28718,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-782/results/adamw-lr1e-6__checkpoint-782/local/Touche2020Decontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,2,0.4,1563,ArguAna,0.58175,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-1563/results/adamw-lr1e-6__checkpoint-1563/local/ArguAnaDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,2,0.4,1563,ClimateFEVER,0.26245,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-1563/results/adamw-lr1e-6__checkpoint-1563/local/ClimateFEVERDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,2,0.4,1563,DBPedia,0.27158,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-1563/results/adamw-lr1e-6__checkpoint-1563/local/DBPediaDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,2,0.4,1563,FEVER,0.83062,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-1563/results/adamw-lr1e-6__checkpoint-1563/local/FEVERDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,2,0.4,1563,FiQA2018,0.51933,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-1563/results/adamw-lr1e-6__checkpoint-1563/local/FiQA2018Decontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,2,0.4,1563,HotpotQA,0.65783,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-1563/results/adamw-lr1e-6__checkpoint-1563/local/HotpotQADecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,2,0.4,1563,MSMARCO,0.49175,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-1563/results/adamw-lr1e-6__checkpoint-1563/local/MSMARCODecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,2,0.4,1563,NFCorpus,0.28502,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-1563/results/adamw-lr1e-6__checkpoint-1563/local/NFCorpusDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,2,0.4,1563,NQ,0.93315,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-1563/results/adamw-lr1e-6__checkpoint-1563/local/NQDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,2,0.4,1563,QuoraRetrieval,0.91202,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-1563/results/adamw-lr1e-6__checkpoint-1563/local/QuoraRetrievalDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,2,0.4,1563,SCIDOCS,0.14527,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-1563/results/adamw-lr1e-6__checkpoint-1563/local/SCIDOCSDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,2,0.4,1563,SciFact,0.87251,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-1563/results/adamw-lr1e-6__checkpoint-1563/local/SciFactDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,2,0.4,1563,TRECCOVID,0.72268,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-1563/results/adamw-lr1e-6__checkpoint-1563/local/TRECCOVIDDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,2,0.4,1563,Touche2020,0.29571,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-1563/results/adamw-lr1e-6__checkpoint-1563/local/Touche2020Decontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,3,0.6,2345,ArguAna,0.58081,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-2345/results/adamw-lr1e-6__checkpoint-2345/local/ArguAnaDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,3,0.6,2345,ClimateFEVER,0.27831,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-2345/results/adamw-lr1e-6__checkpoint-2345/local/ClimateFEVERDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,3,0.6,2345,DBPedia,0.26809,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-2345/results/adamw-lr1e-6__checkpoint-2345/local/DBPediaDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,3,0.6,2345,FEVER,0.84809,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-2345/results/adamw-lr1e-6__checkpoint-2345/local/FEVERDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,3,0.6,2345,FiQA2018,0.53529,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-2345/results/adamw-lr1e-6__checkpoint-2345/local/FiQA2018Decontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,3,0.6,2345,HotpotQA,0.66318,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-2345/results/adamw-lr1e-6__checkpoint-2345/local/HotpotQADecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,3,0.6,2345,MSMARCO,0.50331,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-2345/results/adamw-lr1e-6__checkpoint-2345/local/MSMARCODecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,3,0.6,2345,NFCorpus,0.28529,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-2345/results/adamw-lr1e-6__checkpoint-2345/local/NFCorpusDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,3,0.6,2345,NQ,0.93315,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-2345/results/adamw-lr1e-6__checkpoint-2345/local/NQDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,3,0.6,2345,QuoraRetrieval,0.91424,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-2345/results/adamw-lr1e-6__checkpoint-2345/local/QuoraRetrievalDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,3,0.6,2345,SCIDOCS,0.14427,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-2345/results/adamw-lr1e-6__checkpoint-2345/local/SCIDOCSDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,3,0.6,2345,SciFact,0.87144,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-2345/results/adamw-lr1e-6__checkpoint-2345/local/SciFactDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,3,0.6,2345,TRECCOVID,0.744,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-2345/results/adamw-lr1e-6__checkpoint-2345/local/TRECCOVIDDecontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,3,0.6,2345,Touche2020,0.28998,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-2345/results/adamw-lr1e-6__checkpoint-2345/local/Touche2020Decontaminated.json
dense,adamw,1e-06,3e-06,adamw-lr1e-6,4,0.8,3126,ArguAna,0.58115,1,results/decontaminated-beir/dense/adamw-lr1e-6__checkpoint-3126/results/adamw-lr1e-6__checkpoint-3126/local/ArguAnaDecontaminated.json
