model_family,optimizer,runs,median_wall_time_hours,median_samples_per_second,median_steps_per_second,median_peak_allocated_gib,median_peak_reserved_gib,median_checkpoint_gib,median_optimizer_state_gib,gpu_name,world_size,throughput_vs_adamw,wall_time_speedup_vs_adamw
dense,adamw,4,3.5224381269979936,39.42985310088267,0.3081048721302972,7.406286001205444,8.2861328125,1.6690707043744624,1.1103499634191394,NVIDIA L20Z,4,1.0,1.0
dense,muon,4,3.71230310339804,37.4138657455337,0.2923519469356003,6.980319976806641,7.8359375,1.2581370258703828,0.699416290037334,NVIDIA L20Z,4,0.9488715479058216,0.948855206293297
dense,normuon,4,3.7680161699271735,36.859950378297775,0.2880236522560188,6.9729204177856445,7.85546875,1.2586641167290509,0.6999433739110827,NVIDIA L20Z,4,0.934823426402079,0.9348256398448719
late,adamw,4,8.337487018727522,16.65844948322117,0.1301691242618902,37.456459760665894,44.146484375,1.7228805082850158,1.1462540728971362,NVIDIA L20Z,4,1.0,1.0
late,muon,4,8.383137261733516,16.567815066761433,0.12946090693167384,37.048959255218506,46.55859375,1.3119482728652656,0.7353204591199756,NVIDIA L20Z,4,0.9945592525552258,0.9945545156209747
late,normuon,4,8.456208910237699,16.424491398337004,0.12834097578660533,37.05428075790405,46.595703125,1.3124753506854177,0.7358475429937243,NVIDIA L20Z,4,0.9859555905776337,0.9859603880686482
