displacement_kind,next_singular_value,numerical_threshold,parameters,projected_numerical_rank,relative_boundary_gap,retained_frobenius_energy,retained_rank,retained_signal_supported,run_id,smallest_retained_singular_value,stage,step,tensor,zero_displacement
cumulative,0.0030873354990035295,2.1735470454586903e-06,1769472,24,0.005603415143544392,0.22150219976902008,16,True,diagnostic-natural-adamw,0.0031047326046973467,3,3,0.layers.19.mlp.Wi.weight,False
saved_segment,0.0007484267698600888,2.692409282190056e-07,884736,24,0.054898248413366775,0.3162805438041687,16,True,diagnostic-natural-adamw,0.0007919007330201566,3,3,0.layers.19.mlp.Wo.weight,False
cumulative,0.002267660805955529,8.668429245517473e-07,884736,24,0.01824172904258013,0.30239588022232056,16,True,diagnostic-natural-adamw,0.002309795469045639,3,3,0.layers.19.mlp.Wo.weight,False
saved_segment,0.0005920920521020889,1.7735186474965303e-07,589824,24,0.006203276851149688,0.3281112611293793,16,True,diagnostic-natural-adamw,0.0005957878893241286,3,3,0.layers.2.attn.Wo.weight,False
cumulative,0.0017939769895747304,6.243166126296273e-07,589824,24,0.009295689152442757,0.307730108499527,16,True,diagnostic-natural-adamw,0.0018108097137883306,3,3,0.layers.2.attn.Wo.weight,False
saved_segment,0.000977465184405446,7.418469749609358e-07,1769472,24,0.035502455594935846,0.30021676421165466,16,True,diagnostic-natural-adamw,0.0010134449694305658,3,3,0.layers.2.attn.Wqkv.weight,False
cumulative,0.003181629814207554,2.4117284738167655e-06,1769472,24,0.04685386001979392,0.25596189498901367,16,True,diagnostic-natural-adamw,0.0033380293752998114,3,3,0.layers.2.attn.Wqkv.weight,False
saved_segment,0.0009418135741725564,8.146781169671158e-07,1769472,24,0.030398659788229667,0.31107932329177856,16,True,diagnostic-natural-adamw,0.0009713410399854183,3,3,0.layers.2.mlp.Wi.weight,False
cumulative,0.0029141416307538748,2.989565018651774e-06,1769472,24,0.012506218117968497,0.27450862526893616,16,True,diagnostic-natural-adamw,0.002951048081740737,3,3,0.layers.2.mlp.Wi.weight,False
saved_segment,0.0007070148130878806,2.3073219779234933e-07,884736,24,0.005035430353507329,0.2747294008731842,16,True,diagnostic-natural-adamw,0.0007105929544195533,3,3,0.layers.2.mlp.Wo.weight,False
cumulative,0.002136439783498645,8.442106036454788e-07,884736,24,0.026868409696637785,0.24458317458629608,16,True,diagnostic-natural-adamw,0.0021954274270683527,3,3,0.layers.2.mlp.Wo.weight,False
saved_segment,0.0007043814403004944,1.9844532062052167e-07,589824,24,0.020378271941061347,0.44653117656707764,16,True,diagnostic-natural-adamw,0.0007190341129899025,3,3,0.layers.20.attn.Wo.weight,False
cumulative,0.002066439250484109,6.681249828943692e-07,589824,24,0.007626214094849284,0.3973025381565094,16,True,diagnostic-natural-adamw,0.002082319464534521,3,3,0.layers.20.attn.Wo.weight,False
saved_segment,0.0010748545173555613,7.233662699945853e-07,1769472,24,0.04347472948404534,0.28447410464286804,16,True,diagnostic-natural-adamw,0.0011237073922529817,3,3,0.layers.20.attn.Wqkv.weight,False
cumulative,0.00321461190469563,2.3626234906259924e-06,1769472,24,0.02750537766344811,0.2662928104400635,16,True,diagnostic-natural-adamw,0.003305531805381179,3,3,0.layers.20.attn.Wqkv.weight,False
saved_segment,0.0010064797243103385,7.381113391602412e-07,1769472,24,0.016358275344751514,0.2662120759487152,16,True,diagnostic-natural-adamw,0.0010232178028672934,3,3,0.layers.20.mlp.Wi.weight,False
cumulative,0.003066886914893985,2.3693119146628305e-06,1769472,24,0.021486372607458233,0.2387608289718628,16,True,diagnostic-natural-adamw,0.003134230151772499,3,3,0.layers.20.mlp.Wi.weight,False
saved_segment,0.0007550989976152778,3.153890020257677e-07,884736,24,0.007400213800107535,0.36269906163215637,16,True,diagnostic-natural-adamw,0.0007607285515405238,3,3,0.layers.20.mlp.Wo.weight,False
cumulative,0.0021721478551626205,1.0103802878802526e-06,884736,24,0.02054314671835953,0.333568811416626,16,True,diagnostic-natural-adamw,0.002217706525698304,3,3,0.layers.20.mlp.Wo.weight,False
saved_segment,0.0006984736537560821,1.7434572896490863e-07,589824,24,0.0425679828430076,0.4359057545661926,16,True,diagnostic-natural-adamw,0.0007295281975530088,3,3,0.layers.21.attn.Wo.weight,False
cumulative,0.00219569425098598,5.706557431039982e-07,589824,24,0.007721631933264729,0.35613173246383667,16,True,diagnostic-natural-adamw,0.0022127805277705193,3,3,0.layers.21.attn.Wo.weight,False
saved_segment,0.0010626460425555706,7.25982090443722e-07,1769472,24,0.012492194542086294,0.26727432012557983,16,True,diagnostic-natural-adamw,0.0010760887525975704,3,3,0.layers.21.attn.Wqkv.weight,False
cumulative,0.0032121508847922087,2.36535902331525e-06,1769472,24,0.0240533742536133,0.24404887855052948,16,True,diagnostic-natural-adamw,0.003291318193078041,3,3,0.layers.21.attn.Wqkv.weight,False
saved_segment,0.0011434982297942042,9.9151498034189e-07,1769472,24,0.008460500436687923,0.3747623860836029,16,True,diagnostic-natural-adamw,0.0011532553471624851,3,3,0.layers.21.mlp.Wi.weight,False
cumulative,0.003371158381924033,3.181088686687872e-06,1769472,24,0.03488308459551951,0.3198167383670807,16,True,diagnostic-natural-adamw,0.0034930051770061255,3,3,0.layers.21.mlp.Wi.weight,False
saved_segment,0.0008108894107863307,3.4405033488837944e-07,884736,24,0.040232857814479855,0.4182595908641815,16,True,diagnostic-natural-adamw,0.0008448814041912556,3,3,0.layers.21.mlp.Wo.weight,False
cumulative,0.0024564587511122227,1.1184386039531091e-06,884736,24,0.02415596470967132,0.34766286611557007,16,True,diagnostic-natural-adamw,0.002517265733331442,3,3,0.layers.21.mlp.Wo.weight,False
saved_segment,0.0006330587202683091,2.237389367110154e-07,589824,24,0.029068230580031752,0.4589880406856537,16,True,diagnostic-natural-adamw,0.0006520115421153605,3,3,0.layers.3.attn.Wo.weight,False
cumulative,0.0018486360786482692,8.331661547344993e-07,589824,24,0.04195019881463557,0.4625787138938904,16,True,diagnostic-natural-adamw,0.0019295824458822608,3,3,0.layers.3.attn.Wo.weight,False
saved_segment,0.0010463816579431295,9.809455150389113e-07,1769472,24,0.03096688446422684,0.3850741386413574,16,True,diagnostic-natural-adamw,0.001079820329323411,3,3,0.layers.3.attn.Wqkv.weight,False
cumulative,0.0032597542740404606,3.6122521578363376e-06,1769472,24,0.00914600939335951,0.37967461347579956,16,True,diagnostic-natural-adamw,0.003289843210950494,3,3,0.layers.3.attn.Wqkv.weight,False
saved_segment,0.0009351921617053449,7.539193802585942e-07,1769472,24,0.03529938812448482,0.30888721346855164,16,True,diagnostic-natural-adamw,0.0009694118052721024,3,3,0.layers.3.mlp.Wi.weight,False
cumulative,0.0029117120429873466,2.6276059088559123e-06,1769472,24,0.029146470485394625,0.2714773416519165,16,True,diagnostic-natural-adamw,0.0029991259798407555,3,3,0.layers.3.mlp.Wi.weight,False
saved_segment,0.0006822819705121219,2.516367771931982e-07,884736,24,0.032098788471474425,0.30630800127983093,16,True,diagnostic-natural-adamw,0.0007049086852930486,3,3,0.layers.3.mlp.Wo.weight,False
cumulative,0.002081239828839898,9.260114666176378e-07,884736,24,0.042245276990439874,0.28332412242889404,16,True,diagnostic-natural-adamw,0.0021730405278503895,3,3,0.layers.3.mlp.Wo.weight,False
saved_segment,0.0006149605615064502,1.520747190397742e-07,589824,24,0.026364426653597544,0.32484447956085205,16,True,diagnostic-natural-adamw,0.0006316126673482358,3,3,0.layers.4.attn.Wo.weight,False
cumulative,0.0018709413707256317,5.301985765981954e-07,589824,24,0.016414548110467973,0.3135409653186798,16,True,diagnostic-natural-adamw,0.0019021645421162248,3,3,0.layers.4.attn.Wo.weight,False
saved_segment,0.0010065630776807666,8.96279971129843e-07,1769472,24,0.03894927566436105,0.33366310596466064,16,True,diagnostic-natural-adamw,0.0010473568690940738,3,3,0.layers.4.attn.Wqkv.weight,False
cumulative,0.0033322148956358433,2.292285216753953e-06,1769472,24,0.01389425653121972,0.25578203797340393,16,True,diagnostic-natural-adamw,0.003379165893420577,3,3,0.layers.4.attn.Wqkv.weight,False
saved_segment,0.0009591530542820692,7.985655656739254e-07,1769472,24,0.026000472869133467,0.29866549372673035,16,True,diagnostic-natural-adamw,0.0009847572073340416,3,3,0.layers.4.mlp.Wi.weight,False
cumulative,0.0028904785867780447,2.755302830337314e-06,1769472,24,0.033342923717513226,0.2793757915496826,16,True,diagnostic-natural-adamw,0.002990179928019643,3,3,0.layers.4.mlp.Wi.weight,False
saved_segment,0.0007081983494572341,2.570212416230788e-07,884736,24,0.018778744869594223,0.2834218740463257,16,True,diagnostic-natural-adamw,0.0007217519450932741,3,3,0.layers.4.mlp.Wo.weight,False
cumulative,0.002137112431228161,8.533339155292197e-07,884736,24,0.01550340370415339,0.27194744348526,16,True,diagnostic-natural-adamw,0.002170766703784466,3,3,0.layers.4.mlp.Wo.weight,False
saved_segment,0.0006093066767789423,1.5842606160276773e-07,589824,24,0.04716995301027606,0.33782586455345154,16,True,diagnostic-natural-adamw,0.0006394704687409103,3,3,0.layers.5.attn.Wo.weight,False
cumulative,0.001959956716746092,5.456270173453959e-07,589824,24,0.019682854223482427,0.336460143327713,16,True,diagnostic-natural-adamw,0.0019993088208138943,3,3,0.layers.5.attn.Wo.weight,False
saved_segment,0.0010582570685073733,8.175181278602395e-07,1769472,24,0.04278195539392653,0.2841128706932068,16,True,diagnostic-natural-adamw,0.0011055548675358295,3,3,0.layers.5.attn.Wqkv.weight,False
cumulative,0.0033064126037061214,2.740235913734068e-06,1769472,24,0.020691226529081456,0.2802267074584961,16,True,diagnostic-natural-adamw,0.0033762718085199594,3,3,0.layers.5.attn.Wqkv.weight,False
saved_segment,0.0009734793566167355,7.727744559815619e-07,1769472,24,0.040487015039758614,0.2993258833885193,16,True,diagnostic-natural-adamw,0.0010145556880161166,3,3,0.layers.5.mlp.Wi.weight,False
cumulative,0.00302135176025331,2.6369675651949365e-06,1769472,24,0.03135382498436362,0.2869396209716797,16,True,diagnostic-natural-adamw,0.003119149012491107,3,3,0.layers.5.mlp.Wi.weight,False
saved_segment,0.0006866112817078829,2.531212146550388e-07,884736,24,0.049790055328728045,0.28296416997909546,16,True,diagnostic-natural-adamw,0.0007225890294648707,3,3,0.layers.5.mlp.Wo.weight,False
cumulative,0.002206949284300208,8.211654289880244e-07,884736,24,0.03151171337706262,0.2722683846950531,16,True,diagnostic-natural-adamw,0.0022787568159401417,3,3,0.layers.5.mlp.Wo.weight,False
saved_segment,0.000672635214868933,1.865767274011887e-07,589824,24,0.04479969475343413,0.4380609095096588,16,True,diagnostic-natural-adamw,0.0007041823701001704,3,3,0.layers.6.attn.Wo.weight,False
cumulative,0.0021220350172370672,5.768563369201729e-07,589824,24,0.06023182417542532,0.41728177666664124,16,True,diagnostic-natural-adamw,0.0022580409422516823,3,3,0.layers.6.attn.Wo.weight,False
saved_segment,0.0010731632355600595,7.749075052743137e-07,1769472,24,0.020454895870225392,0.3410695195198059,16,True,diagnostic-natural-adamw,0.0010955730685964227,3,3,0.layers.6.attn.Wqkv.weight,False
cumulative,0.0034241860266774893,2.6715365493146237e-06,1769472,24,0.017152750595769112,0.3291354477405548,16,True,diagnostic-natural-adamw,0.003483945271000266,3,3,0.layers.6.attn.Wqkv.weight,False
saved_segment,0.0009815541561692953,7.745019274807419e-07,1769472,24,0.05931790589080059,0.30224576592445374,16,True,diagnostic-natural-adamw,0.0010434493888169527,3,3,0.layers.6.mlp.Wi.weight,False
cumulative,0.0030738383065909147,2.5065926365641644e-06,1769472,24,0.05593711508104639,0.2881098687648773,16,True,diagnostic-natural-adamw,0.0032559677492827177,3,3,0.layers.6.mlp.Wi.weight,False
saved_segment,0.0006948142545297742,2.546856308072165e-07,884736,24,0.032942983192378664,0.2811933755874634,16,True,diagnostic-natural-adamw,0.0007184832356870174,3,3,0.layers.6.mlp.Wo.weight,False
cumulative,0.0024188037496060133,8.105271263048053e-07,884736,24,0.012562200309328678,0.26862457394599915,16,True,diagnostic-natural-adamw,0.002449575811624527,3,3,0.layers.6.mlp.Wo.weight,False
saved_segment,0.0006244250107556581,1.7734983259742876e-07,589824,24,0.019110607519157788,0.37141552567481995,16,True,diagnostic-natural-adamw,0.0006365906447172165,3,3,0.layers.7.attn.Wo.weight,False
cumulative,0.00197445135563612,5.20788375979464e-07,589824,24,0.02945898790343578,0.3533429503440857,16,True,diagnostic-natural-adamw,0.0020343821961432695,3,3,0.layers.7.attn.Wo.weight,False
saved_segment,0.0010691204806789756,7.263570864779467e-07,1769472,24,0.024388598582997523,0.29842954874038696,16,True,diagnostic-natural-adamw,0.001095846644602716,3,3,0.layers.7.attn.Wqkv.weight,False
cumulative,0.003402847796678543,2.1796631699544378e-06,1769472,24,0.012418690763768099,0.2720128893852234,16,True,diagnostic-natural-adamw,0.003445638110861182,3,3,0.layers.7.attn.Wqkv.weight,False
saved_segment,0.000935200834646821,7.622992939104734e-07,1769472,24,0.04139466672076237,0.2752837836742401,16,True,diagnostic-natural-adamw,0.0009755848441272974,3,3,0.layers.7.mlp.Wi.weight,False
cumulative,0.00304429535754025,2.4090907118079485e-06,1769472,24,0.031898345375788346,0.26438066363334656,16,True,diagnostic-natural-adamw,0.0031446029897779226,3,3,0.layers.7.mlp.Wi.weight,False
saved_segment,0.0007124632247723639,2.3655528025301464e-07,884736,24,0.0402681943098527,0.2573399245738983,16,True,diagnostic-natural-adamw,0.0007423565839417279,3,3,0.layers.7.mlp.Wo.weight,False
cumulative,0.0022291827481240034,7.797019634381286e-07,884736,24,0.04421113979085439,0.2546989321708679,16,True,diagnostic-natural-adamw,0.002332296222448349,3,3,0.layers.7.mlp.Wo.weight,False
saved_segment,0.000620463804807514,1.6450627526864992e-07,589824,24,0.0027449223380638494,0.3485741913318634,16,True,diagnostic-natural-adamw,0.0006221716175787151,3,3,0.layers.8.attn.Wo.weight,False
cumulative,0.0020497129298746586,5.303800776346179e-07,589824,24,0.011811298944298438,0.3507555425167084,16,True,diagnostic-natural-adamw,0.0020742120686918497,3,3,0.layers.8.attn.Wo.weight,False
saved_segment,0.001043448457494378,6.546662802975334e-07,1769472,24,0.018772079438357108,0.27055132389068604,16,True,diagnostic-natural-adamw,0.0010634108912199736,3,3,0.layers.8.attn.Wqkv.weight,False
cumulative,0.0032456209883093834,2.111095454893075e-06,1769472,24,0.042585593271151946,0.25189879536628723,16,True,diagnostic-natural-adamw,0.0033899855334311724,3,3,0.layers.8.attn.Wqkv.weight,False
saved_segment,0.0009563329513184726,7.192226121333078e-07,1769472,24,0.043476678824786265,0.27364349365234375,16,True,diagnostic-natural-adamw,0.0009998009772971272,3,3,0.layers.8.mlp.Wi.weight,False
cumulative,0.0032012895680963993,2.369147978242836e-06,1769472,24,0.0033235273245209975,0.27215883135795593,16,True,diagnostic-natural-adamw,0.0032119646202772856,3,3,0.layers.8.mlp.Wi.weight,False
saved_segment,0.0007108820718713105,2.279403048532913e-07,884736,24,0.04691044227511068,0.25467848777770996,16,True,diagnostic-natural-adamw,0.000745871220715344,3,3,0.layers.8.mlp.Wo.weight,False
cumulative,0.0022946130484342575,7.666762371627556e-07,884736,24,0.0431747146865331,0.26061514019966125,16,True,diagnostic-natural-adamw,0.0023981526028364897,3,3,0.layers.8.mlp.Wo.weight,False
saved_segment,0.0006496536661870778,1.824669766392617e-07,589824,24,0.04040656762558389,0.397871196269989,16,True,diagnostic-natural-adamw,0.0006770092877559364,3,3,0.layers.9.attn.Wo.weight,False
cumulative,0.002009296789765358,6.042086511115485e-07,589824,24,0.05494036886379154,0.40194153785705566,16,True,diagnostic-natural-adamw,0.0021261058282107115,3,3,0.layers.9.attn.Wo.weight,False
saved_segment,0.0010470602428540587,6.863873522888753e-07,1769472,24,0.04152989415584644,0.28908824920654297,16,True,diagnostic-natural-adamw,0.0010924286907538772,3,3,0.layers.9.attn.Wqkv.weight,False
cumulative,0.003452110104262829,2.3597863219038118e-06,1769472,24,0.0191360005673474,0.2891146242618561,16,True,diagnostic-natural-adamw,0.0035194584634155035,3,3,0.layers.9.attn.Wqkv.weight,False
saved_segment,0.000968316977377981,7.560414587715059e-07,1769472,24,0.03226112516180795,0.27322840690612793,16,True,diagnostic-natural-adamw,0.0010005973745137453,3,3,0.layers.9.mlp.Wi.weight,False
cumulative,0.003082596929743886,2.4971766379167093e-06,1769472,24,0.05012351229049706,0.2714398205280304,16,True,diagnostic-natural-adamw,0.003245260799303651,3,3,0.layers.9.mlp.Wi.weight,False
saved_segment,0.0006837789551354945,2.3762542866734293e-07,884736,24,0.030377064163465264,0.24957159161567688,16,True,diagnostic-natural-adamw,0.0007052008877508342,3,3,0.layers.9.mlp.Wo.weight,False
cumulative,0.0022124280221760273,7.679901727897231e-07,884736,24,0.05134085387555514,0.25458282232284546,16,True,diagnostic-natural-adamw,0.0023321632761508226,3,3,0.layers.9.mlp.Wo.weight,False
saved_segment,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.0.attn.Wo.weight,True
cumulative,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.0.attn.Wo.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.0.attn.Wqkv.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.0.attn.Wqkv.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.0.mlp.Wi.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.0.mlp.Wi.weight,True
saved_segment,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.0.mlp.Wo.weight,True
cumulative,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.0.mlp.Wo.weight,True
saved_segment,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.1.attn.Wo.weight,True
cumulative,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.1.attn.Wo.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.1.attn.Wqkv.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.1.attn.Wqkv.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.1.mlp.Wi.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.1.mlp.Wi.weight,True
saved_segment,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.1.mlp.Wo.weight,True
cumulative,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.1.mlp.Wo.weight,True
saved_segment,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.10.attn.Wo.weight,True
cumulative,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.10.attn.Wo.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.10.attn.Wqkv.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.10.attn.Wqkv.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.10.mlp.Wi.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.10.mlp.Wi.weight,True
saved_segment,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.10.mlp.Wo.weight,True
cumulative,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.10.mlp.Wo.weight,True
saved_segment,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.11.attn.Wo.weight,True
cumulative,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.11.attn.Wo.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.11.attn.Wqkv.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.11.attn.Wqkv.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.11.mlp.Wi.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.11.mlp.Wi.weight,True
saved_segment,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.11.mlp.Wo.weight,True
cumulative,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.11.mlp.Wo.weight,True
saved_segment,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.12.attn.Wo.weight,True
cumulative,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.12.attn.Wo.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.12.attn.Wqkv.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.12.attn.Wqkv.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.12.mlp.Wi.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.12.mlp.Wi.weight,True
saved_segment,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.12.mlp.Wo.weight,True
cumulative,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.12.mlp.Wo.weight,True
saved_segment,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.13.attn.Wo.weight,True
cumulative,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.13.attn.Wo.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.13.attn.Wqkv.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.13.attn.Wqkv.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.13.mlp.Wi.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.13.mlp.Wi.weight,True
saved_segment,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.13.mlp.Wo.weight,True
cumulative,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.13.mlp.Wo.weight,True
saved_segment,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.14.attn.Wo.weight,True
cumulative,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.14.attn.Wo.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.14.attn.Wqkv.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.14.attn.Wqkv.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.14.mlp.Wi.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.14.mlp.Wi.weight,True
saved_segment,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.14.mlp.Wo.weight,True
cumulative,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.14.mlp.Wo.weight,True
saved_segment,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.15.attn.Wo.weight,True
cumulative,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.15.attn.Wo.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.15.attn.Wqkv.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.15.attn.Wqkv.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.15.mlp.Wi.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.15.mlp.Wi.weight,True
saved_segment,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.15.mlp.Wo.weight,True
cumulative,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.15.mlp.Wo.weight,True
saved_segment,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.16.attn.Wo.weight,True
cumulative,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.16.attn.Wo.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.16.attn.Wqkv.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.16.attn.Wqkv.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.16.mlp.Wi.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.16.mlp.Wi.weight,True
saved_segment,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.16.mlp.Wo.weight,True
cumulative,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.16.mlp.Wo.weight,True
saved_segment,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.17.attn.Wo.weight,True
cumulative,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.17.attn.Wo.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.17.attn.Wqkv.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.17.attn.Wqkv.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.17.mlp.Wi.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.17.mlp.Wi.weight,True
saved_segment,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.17.mlp.Wo.weight,True
cumulative,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.17.mlp.Wo.weight,True
saved_segment,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.18.attn.Wo.weight,True
cumulative,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.18.attn.Wo.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.18.attn.Wqkv.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.18.attn.Wqkv.weight,True
saved_segment,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.18.mlp.Wi.weight,True
cumulative,,0.0,1769472,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.18.mlp.Wi.weight,True
saved_segment,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.18.mlp.Wo.weight,True
cumulative,,0.0,884736,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.18.mlp.Wo.weight,True
saved_segment,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.19.attn.Wo.weight,True
cumulative,,0.0,589824,0,,0.0,0,,diagnostic-natural-muon,,1,1,0.layers.19.attn.Wo.weight,True
