family,anchor,metric,condition,interpolation_lambda,effect_vs_baseline,contrast_vs_adamw_native
dense,dense/normuon-lr1e-3/checkpoint-2345,hardest_negative_score,adam-basis__muon-spectrum,1.0,-0.0023716517857142855,0.0011073521205357145
dense,dense/normuon-lr1e-3/checkpoint-2345,positive_margin,adamw-native,0.0,0.001953125,0.0
dense,dense/normuon-lr1e-3/checkpoint-2345,positive_margin,adam-basis__spectrum-lambda-0.25,0.25,0.0019182477678571428,-3.4877232142857236e-05
dense,dense/normuon-lr1e-3/checkpoint-2345,positive_margin,adam-basis__spectrum-lambda-0.50,0.5,0.0013950892857142857,-0.0005580357142857143
dense,dense/normuon-lr1e-3/checkpoint-2345,positive_margin,adam-basis__spectrum-lambda-0.75,0.75,0.0012555803571428572,-0.0006975446428571428
dense,dense/normuon-lr1e-3/checkpoint-2345,positive_margin,adam-basis__muon-spectrum,1.0,0.0008980887276785714,-0.0010550362723214285
dense,dense/normuon-lr1e-3/checkpoint-2345,reciprocal_rank,adamw-native,0.0,0.008556547441652842,0.0
dense,dense/normuon-lr1e-3/checkpoint-2345,reciprocal_rank,adam-basis__spectrum-lambda-0.25,0.25,0.006696428438382489,-0.001860119003270353
dense,dense/normuon-lr1e-3/checkpoint-2345,reciprocal_rank,adam-basis__spectrum-lambda-0.50,0.5,0.003720238006540707,-0.004836309435112135
dense,dense/normuon-lr1e-3/checkpoint-2345,reciprocal_rank,adam-basis__spectrum-lambda-0.75,0.75,0.006696428438382489,-0.001860119003270353
dense,dense/normuon-lr1e-3/checkpoint-2345,reciprocal_rank,adam-basis__muon-spectrum,1.0,0.00148809514939785,-0.007068452292254992
dense,dense/normuon-lr1e-3/checkpoint-2345,top1_accuracy,adamw-native,0.0,0.013392857142857142,0.0
dense,dense/normuon-lr1e-3/checkpoint-2345,top1_accuracy,adam-basis__spectrum-lambda-0.25,0.25,0.008928571428571428,-0.004464285714285714
dense,dense/normuon-lr1e-3/checkpoint-2345,top1_accuracy,adam-basis__spectrum-lambda-0.50,0.5,0.004464285714285714,-0.008928571428571428
dense,dense/normuon-lr1e-3/checkpoint-2345,top1_accuracy,adam-basis__spectrum-lambda-0.75,0.75,0.008928571428571428,-0.004464285714285714
dense,dense/normuon-lr1e-3/checkpoint-2345,top1_accuracy,adam-basis__muon-spectrum,1.0,0.0,-0.013392857142857142
dense,dense/normuon-lr1e-3/checkpoint-3907,contrastive_loss,adamw-native,0.0,-0.006164477542240222,0.0
dense,dense/normuon-lr1e-3/checkpoint-3907,contrastive_loss,adam-basis__spectrum-lambda-0.25,0.25,-0.003381233870511226,0.002783243671728996
dense,dense/normuon-lr1e-3/checkpoint-3907,contrastive_loss,adam-basis__spectrum-lambda-0.50,0.5,-0.004154647063322565,0.002009830478917657
dense,dense/normuon-lr1e-3/checkpoint-3907,contrastive_loss,adam-basis__spectrum-lambda-0.75,0.75,-0.005501312039216698,0.0006631655030235242
dense,dense/normuon-lr1e-3/checkpoint-3907,contrastive_loss,adam-basis__muon-spectrum,1.0,-0.0030846498679498575,0.0030798276742903647
dense,dense/normuon-lr1e-3/checkpoint-3907,positive_score,adamw-native,0.0,-0.0028860909598214285,0.0
dense,dense/normuon-lr1e-3/checkpoint-3907,positive_score,adam-basis__spectrum-lambda-0.25,0.25,-0.003086635044642857,-0.0002005440848214285
dense,dense/normuon-lr1e-3/checkpoint-3907,positive_score,adam-basis__spectrum-lambda-0.50,0.5,-0.0030343191964285715,-0.00014822823660714298
dense,dense/normuon-lr1e-3/checkpoint-3907,positive_score,adam-basis__spectrum-lambda-0.75,0.75,-0.0026942661830357145,0.00019182477678571404
dense,dense/normuon-lr1e-3/checkpoint-3907,positive_score,adam-basis__muon-spectrum,1.0,-0.0023018973214285715,0.000584193638392857
dense,dense/normuon-lr1e-3/checkpoint-3907,hardest_negative_score,adamw-native,0.0,-0.00421142578125,0.0
dense,dense/normuon-lr1e-3/checkpoint-3907,hardest_negative_score,adam-basis__spectrum-lambda-0.25,0.25,-0.004037039620535714,0.00017438616071428596
dense,dense/normuon-lr1e-3/checkpoint-3907,hardest_negative_score,adam-basis__spectrum-lambda-0.50,0.5,-0.0038364955357142855,0.00037493024553571447
dense,dense/normuon-lr1e-3/checkpoint-3907,hardest_negative_score,adam-basis__spectrum-lambda-0.75,0.75,-0.00335693359375,0.0008544921875
dense,dense/normuon-lr1e-3/checkpoint-3907,hardest_negative_score,adam-basis__muon-spectrum,1.0,-0.0029122488839285715,0.0012991768973214285
dense,dense/normuon-lr1e-3/checkpoint-3907,positive_margin,adamw-native,0.0,0.0013253348214285715,0.0
dense,dense/normuon-lr1e-3/checkpoint-3907,positive_margin,adam-basis__spectrum-lambda-0.25,0.25,0.0009504045758928571,-0.00037493024553571436
dense,dense/normuon-lr1e-3/checkpoint-3907,positive_margin,adam-basis__spectrum-lambda-0.50,0.5,0.0008021763392857143,-0.0005231584821428572
dense,dense/normuon-lr1e-3/checkpoint-3907,positive_margin,adam-basis__spectrum-lambda-0.75,0.75,0.0006626674107142857,-0.0006626674107142857
dense,dense/normuon-lr1e-3/checkpoint-3907,positive_margin,adam-basis__muon-spectrum,1.0,0.0006103515625,-0.0007149832589285715
dense,dense/normuon-lr1e-3/checkpoint-3907,reciprocal_rank,adamw-native,0.0,0.006696428571428571,0.0
dense,dense/normuon-lr1e-3/checkpoint-3907,reciprocal_rank,adam-basis__spectrum-lambda-0.25,0.25,0.002976190498364823,-0.003720238073063748
dense,dense/normuon-lr1e-3/checkpoint-3907,reciprocal_rank,adam-basis__spectrum-lambda-0.50,0.5,0.006324404717556068,-0.00037202385387250306
dense,dense/normuon-lr1e-3/checkpoint-3907,reciprocal_rank,adam-basis__spectrum-lambda-0.75,0.75,0.003720238006540707,-0.002976190564887864
dense,dense/normuon-lr1e-3/checkpoint-3907,reciprocal_rank,adam-basis__muon-spectrum,1.0,0.0003720237208264215,-0.00632440485060215
dense,dense/normuon-lr1e-3/checkpoint-3907,top1_accuracy,adamw-native,0.0,0.013392857142857142,0.0
dense,dense/normuon-lr1e-3/checkpoint-3907,top1_accuracy,adam-basis__spectrum-lambda-0.25,0.25,0.008928571428571428,-0.004464285714285714
dense,dense/normuon-lr1e-3/checkpoint-3907,top1_accuracy,adam-basis__spectrum-lambda-0.50,0.5,0.008928571428571428,-0.004464285714285714
dense,dense/normuon-lr1e-3/checkpoint-3907,top1_accuracy,adam-basis__spectrum-lambda-0.75,0.75,0.004464285714285714,-0.008928571428571428
dense,dense/normuon-lr1e-3/checkpoint-3907,top1_accuracy,adam-basis__muon-spectrum,1.0,-0.004464285714285714,-0.017857142857142856
dense,dense/normuon-lr1e-3/checkpoint-782,contrastive_loss,adamw-native,0.0,-0.016591804175472395,0.0
dense,dense/normuon-lr1e-3/checkpoint-782,contrastive_loss,adam-basis__spectrum-lambda-0.25,0.25,-0.018764878731937124,-0.002173074556464729
dense,dense/normuon-lr1e-3/checkpoint-782,contrastive_loss,adam-basis__spectrum-lambda-0.50,0.5,-0.0161631322667485,0.00042867190872389674
dense,dense/normuon-lr1e-3/checkpoint-782,contrastive_loss,adam-basis__spectrum-lambda-0.75,0.75,-0.015129069214058941,0.0014627349614134543
dense,dense/normuon-lr1e-3/checkpoint-782,contrastive_loss,adam-basis__muon-spectrum,1.0,-0.010028205252768072,0.006563598922704323
dense,dense/normuon-lr1e-3/checkpoint-782,positive_score,adamw-native,0.0,0.0022670200892857145,0.0
dense,dense/normuon-lr1e-3/checkpoint-782,positive_score,adam-basis__spectrum-lambda-0.25,0.25,0.0013078962053571428,-0.0009591238839285717
dense,dense/normuon-lr1e-3/checkpoint-782,positive_score,adam-basis__spectrum-lambda-0.50,0.5,3.487723214285714e-05,-0.0022321428571428575
dense,dense/normuon-lr1e-3/checkpoint-782,positive_score,adam-basis__spectrum-lambda-0.75,0.75,-0.00020926339285714285,-0.0024762834821428575
dense,dense/normuon-lr1e-3/checkpoint-782,positive_score,adam-basis__muon-spectrum,1.0,-0.0005405970982142857,-0.0028076171875
dense,dense/normuon-lr1e-3/checkpoint-782,hardest_negative_score,adamw-native,0.0,0.0016653878348214285,0.0
dense,dense/normuon-lr1e-3/checkpoint-782,hardest_negative_score,adam-basis__spectrum-lambda-0.25,0.25,0.0005929129464285714,-0.001072474888392857
dense,dense/normuon-lr1e-3/checkpoint-782,hardest_negative_score,adam-basis__spectrum-lambda-0.50,0.5,-0.00040108816964285713,-0.0020664760044642855
dense,dense/normuon-lr1e-3/checkpoint-782,hardest_negative_score,adam-basis__spectrum-lambda-0.75,0.75,-0.0010201590401785715,-0.002685546875
dense,dense/normuon-lr1e-3/checkpoint-782,hardest_negative_score,adam-basis__muon-spectrum,1.0,-0.0009940011160714285,-0.002659388950892857
dense,dense/normuon-lr1e-3/checkpoint-782,positive_margin,adamw-native,0.0,0.0006016322544642857,0.0
dense,dense/normuon-lr1e-3/checkpoint-782,positive_margin,adam-basis__spectrum-lambda-0.25,0.25,0.0007149832589285714,0.00011335100446428564
dense,dense/normuon-lr1e-3/checkpoint-782,positive_margin,adam-basis__spectrum-lambda-0.50,0.5,0.0004359654017857143,-0.00016566685267857144
dense,dense/normuon-lr1e-3/checkpoint-782,positive_margin,adam-basis__spectrum-lambda-0.75,0.75,0.0008108956473214286,0.00020926339285714287
dense,dense/normuon-lr1e-3/checkpoint-782,positive_margin,adam-basis__muon-spectrum,1.0,0.00045340401785714287,-0.00014822823660714287
dense,dense/normuon-lr1e-3/checkpoint-782,reciprocal_rank,adamw-native,0.0,0.012053571441876037,0.0
dense,dense/normuon-lr1e-3/checkpoint-782,reciprocal_rank,adam-basis__spectrum-lambda-0.25,0.25,0.0075892857275903225,-0.004464285714285714
dense,dense/normuon-lr1e-3/checkpoint-782,reciprocal_rank,adam-basis__spectrum-lambda-0.50,0.5,0.005580357142857143,-0.0064732142990188936
dense,dense/normuon-lr1e-3/checkpoint-782,reciprocal_rank,adam-basis__spectrum-lambda-0.75,0.75,0.006324404717556068,-0.0057291667243199685
dense,dense/normuon-lr1e-3/checkpoint-782,reciprocal_rank,adam-basis__muon-spectrum,1.0,0.0039434524119964665,-0.00811011902987957
dense,dense/normuon-lr1e-3/checkpoint-782,top1_accuracy,adamw-native,0.0,0.026785714285714284,0.0
dense,dense/normuon-lr1e-3/checkpoint-782,top1_accuracy,adam-basis__spectrum-lambda-0.25,0.25,0.017857142857142856,-0.008928571428571428
dense,dense/normuon-lr1e-3/checkpoint-782,top1_accuracy,adam-basis__spectrum-lambda-0.50,0.5,0.013392857142857142,-0.013392857142857142
dense,dense/normuon-lr1e-3/checkpoint-782,top1_accuracy,adam-basis__spectrum-lambda-0.75,0.75,0.013392857142857142,-0.013392857142857142
dense,dense/normuon-lr1e-3/checkpoint-782,top1_accuracy,adam-basis__muon-spectrum,1.0,0.008928571428571428,-0.017857142857142856
dense,dense/pretrained,contrastive_loss,adamw-native,0.0,-0.04853827739134431,0.0
dense,dense/pretrained,contrastive_loss,adam-basis__spectrum-lambda-0.25,0.25,-0.04226705163559278,0.006271225755751529
dense,dense/pretrained,contrastive_loss,adam-basis__spectrum-lambda-0.50,0.5,-0.03359856314325173,0.014939714248092581
dense,dense/pretrained,contrastive_loss,adam-basis__spectrum-lambda-0.75,0.75,-0.02855647012724408,0.01998180726410023
dense,dense/pretrained,contrastive_loss,adam-basis__muon-spectrum,1.0,-0.02193533804009868,0.02660293935124563
dense,dense/pretrained,positive_score,adamw-native,0.0,0.008823939732142858,0.0
dense,dense/pretrained,positive_score,adam-basis__spectrum-lambda-0.25,0.25,0.007428850446428571,-0.0013950892857142868
dense,dense/pretrained,positive_score,adam-basis__spectrum-lambda-0.50,0.5,0.005807059151785714,-0.003016880580357144
dense,dense/pretrained,positive_score,adam-basis__spectrum-lambda-0.75,0.75,0.004115513392857143,-0.004708426339285715
dense,dense/pretrained,positive_score,adam-basis__muon-spectrum,1.0,0.0030953543526785715,-0.005728585379464286
dense,dense/pretrained,hardest_negative_score,adamw-native,0.0,0.006809779575892857,0.0
dense,dense/pretrained,hardest_negative_score,adam-basis__spectrum-lambda-0.25,0.25,0.005632672991071429,-0.001177106584821428
dense,dense/pretrained,hardest_negative_score,adam-basis__spectrum-lambda-0.50,0.5,0.004525320870535714,-0.002284458705357143
dense,dense/pretrained,hardest_negative_score,adam-basis__spectrum-lambda-0.75,0.75,0.0029471261160714285,-0.0038626534598214285
dense,dense/pretrained,hardest_negative_score,adam-basis__muon-spectrum,1.0,0.0022408621651785715,-0.004568917410714286
dense,dense/pretrained,positive_margin,adamw-native,0.0,0.00201416015625,0.0
dense,dense/pretrained,positive_margin,adam-basis__spectrum-lambda-0.25,0.25,0.0017961774553571428,-0.00021798270089285724
dense,dense/pretrained,positive_margin,adam-basis__spectrum-lambda-0.50,0.5,0.00128173828125,-0.000732421875
dense,dense/pretrained,positive_margin,adam-basis__spectrum-lambda-0.75,0.75,0.0011683872767857143,-0.0008457728794642857
dense,dense/pretrained,positive_margin,adam-basis__muon-spectrum,1.0,0.0008544921875,-0.00115966796875
dense,dense/pretrained,reciprocal_rank,adamw-native,0.0,0.009630102198570967,0.0
dense,dense/pretrained,reciprocal_rank,adam-basis__spectrum-lambda-0.25,0.25,0.006802721215145928,-0.0028273809834250384
dense,dense/pretrained,reciprocal_rank,adam-basis__spectrum-lambda-0.50,0.5,0.008301445615610905,-0.0013286565829600614
dense,dense/pretrained,reciprocal_rank,adam-basis__spectrum-lambda-0.75,0.75,0.005686649919620582,-0.0039434522789503846
dense,dense/pretrained,reciprocal_rank,adam-basis__muon-spectrum,1.0,0.0037627553434244226,-0.005867346855146545
dense,dense/pretrained,top1_accuracy,adamw-native,0.0,0.013392857142857142,0.0
dense,dense/pretrained,top1_accuracy,adam-basis__spectrum-lambda-0.25,0.25,0.008928571428571428,-0.004464285714285714
dense,dense/pretrained,top1_accuracy,adam-basis__spectrum-lambda-0.50,0.5,0.013392857142857142,0.0
dense,dense/pretrained,top1_accuracy,adam-basis__spectrum-lambda-0.75,0.75,0.013392857142857142,0.0
dense,dense/pretrained,top1_accuracy,adam-basis__muon-spectrum,1.0,0.008928571428571428,-0.004464285714285714
