family,anchor,condition,category,basis_source,spectrum_operation,interpolation_lambda,band,samples,contrastive_loss,delta_contrastive_loss,positive_score,delta_positive_score,hardest_negative_score,delta_hardest_negative_score,positive_margin,delta_positive_margin,reciprocal_rank,delta_reciprocal_rank,top1_accuracy,delta_top1_accuracy
dense,dense/muon-lr1e-3/checkpoint-2345,adam-basis__muon-tail-spectrum,transformed,adamw,band_transplant,,tail,224,0.5672812902820235,-0.019585204553940066,0.6539742606026786,-0.0022670200892857145,0.616943359375,-0.00360107421875,0.03703090122767857,0.0013340541294642857,0.8924213442286211,0.005952380996729646,0.8214285714285714,0.013392857142857142
dense,dense/muon-lr1e-3/checkpoint-3907,adamw-native,native,adamw,native,0.0,,224,0.5775469275888879,-0.003271885865355476,0.651123046875,-0.0032871791294642855,0.6133510044642857,-0.003993443080357143,0.03777204241071429,0.0007062639508928571,0.8750000006652304,-0.008928571428571428,0.7857142857142857,-0.013392857142857142
dense,dense/muon-lr1e-3/checkpoint-3907,muon-native,native,muon,native,1.0,,224,0.5733511546068257,-0.007467658847417624,0.6513584681919643,-0.0030517578125,0.61358642578125,-0.003758021763392857,0.03777204241071429,0.0007062639508928571,0.8809523816619601,-0.002976190431841782,0.7946428571428571,-0.004464285714285714
dense,dense/muon-lr1e-3/checkpoint-3907,adam-basis__spectrum-lambda-0.25,transformed,adamw,log_interpolation,0.25,,224,0.5745416468097184,-0.006277166644524966,0.6508614676339286,-0.0035487583705357145,0.613037109375,-0.004307338169642857,0.03782435825892857,0.0007585797991071429,0.8768601196685007,-0.007068452425301075,0.7857142857142857,-0.013392857142857142
dense,dense/muon-lr1e-3/checkpoint-3907,adam-basis__spectrum-lambda-0.50,transformed,adamw,log_interpolation,0.5,,224,0.5729998910449338,-0.007818922409309639,0.6510445731026786,-0.0033656529017857145,0.6133946010044643,-0.003949846540178571,0.03764997209821429,0.0005841936383928571,0.8837053578213921,-0.0002232142724096775,0.7991071428571429,0.0
dense,dense/muon-lr1e-3/checkpoint-3907,adam-basis__spectrum-lambda-0.75,transformed,adamw,log_interpolation,0.75,,224,0.5700922564201392,-0.01072655703410419,0.6513410295758929,-0.0030691964285714285,0.6136300223214286,-0.0037144252232142855,0.03771100725446429,0.0006452287946428571,0.8798363102333886,-0.004092261860413211,0.7901785714285714,-0.008928571428571428
dense,dense/muon-lr1e-3/checkpoint-3907,adam-basis__muon-spectrum,transformed,adamw,log_interpolation,1.0,,224,0.5735243944467844,-0.00729441900745899,0.6517333984375,-0.0026768275669642855,0.61395263671875,-0.003391810825892857,0.03778076171875,0.0007149832589285714,0.8835565482399294,-0.00037202385387250355,0.7946428571428571,-0.004464285714285714
dense,dense/muon-lr1e-3/checkpoint-3907,muon-basis__adam-spectrum,transformed,muon,adam_spectrum,,,224,0.5804291578673916,-0.00038965558685179403,0.6525094168526786,-0.0019008091517857143,0.6154000418526786,-0.0019444056919642857,0.037109375,4.359654017857143e-05,0.8798363102333886,-0.004092261860413211,0.7901785714285714,-0.008928571428571428
dense,dense/muon-lr1e-3/checkpoint-3907,adam-basis__muon-head-spectrum,transformed,adamw,band_transplant,,head,224,0.5727111408503853,-0.00810767260385806,0.6511317661830357,-0.0032784598214285715,0.6133597237723214,-0.003984723772321429,0.03777204241071429,0.0007062639508928571,0.8777529768911856,-0.006175595202616283,0.7901785714285714,-0.008928571428571428
dense,dense/muon-lr1e-3/checkpoint-3907,adam-basis__muon-middle-spectrum,transformed,adamw,band_transplant,,middle,224,0.5727623167596383,-0.008056496694605033,0.6515241350446429,-0.0028860909598214285,0.6136213030133929,-0.00372314453125,0.03790283203125,0.0008370535714285714,0.8805803578080875,-0.0033482142857142855,0.7946428571428571,-0.004464285714285714
