model_family,learning_rate,tasks,adamw_mean_ndcg_at_10,hybrid_adamw_mean_ndcg_at_10,hybrid_minus_adamw_mean,hybrid_task_wins,task_ties,hybrid_task_losses
dense,1e-06,14,0.5649735714285714,0.5651742857142857,0.00020071428571428622,9,1,4
dense,3e-06,14,0.5834128571428572,0.5830814285714285,-0.0003314285714285718,5,2,7
dense,1e-05,14,0.5881114285714286,0.5884942857142857,0.00038285714285713125,7,2,5
dense,3e-05,14,0.5898671428571428,0.5899221428571428,5.4999999999999494e-05,7,1,6
