model_family,learning_rate,adamw_wall_time_hours,hybrid_adamw_wall_time_hours,hybrid_minus_adamw_wall_time_hours,adamw_samples_per_second,hybrid_adamw_samples_per_second,hybrid_minus_adamw_samples_per_second,adamw_peak_allocated_gib,hybrid_adamw_peak_allocated_gib,hybrid_minus_adamw_peak_allocated_gib,adamw_peak_reserved_gib,hybrid_adamw_peak_reserved_gib,hybrid_minus_adamw_peak_reserved_gib,adamw_optimizer_state_gib,hybrid_adamw_optimizer_state_gib,hybrid_minus_adamw_optimizer_state_gib
dense,1e-06,3.5278596005788687,3.5331644737651935,0.005304873186324777,39.36916561704987,39.31005474559154,-0.05911087145832994,7.382821559906006,7.409916400909424,0.02709484100341797,8.291015625,8.28125,-0.009765625,1.1103499634191394,1.110350082628429,1.1920928955078125e-07
dense,3e-06,3.506307469928223,3.5350403799269245,0.028732909998701484,39.61115506271675,39.289194453773106,-0.3219606089436411,7.409916400909424,7.409916400909424,0.0,8.28125,8.28125,0.0,1.1103499634191394,1.110350082628429,1.1920928955078125e-07
dense,1e-05,3.517016653417118,3.583110447001333,0.06609379358421474,39.49054058471547,38.76210095759775,-0.7284396271177158,7.409916400909424,7.409916400909424,0.0,8.28125,8.28125,0.0,1.1103499634191394,1.110350082628429,1.1920928955078125e-07
dense,3e-05,3.5640556486355814,3.5752972328741777,0.011241584238596225,38.96933790639868,38.846809046205166,-0.12252886019351195,7.402655601501465,7.409916400909424,0.007260799407958984,8.31640625,8.28125,-0.03515625,1.1103499634191394,1.110350082628429,1.1920928955078125e-07
