run_id,stage,original_feature,exact_feature,original_value,exact_value,exact_minus_original,relationship,defined
verified-v3-adamw-3e-5,2,cumulative_stable_rank_fraction,exact_nonzero_cumulative_stable_rank_fraction,0.025774319784021844,0.025774065965711156,-2.5381831068871374e-07,exact_rank_and_nonzero_denominator,True
verified-v3-adamw-3e-5,2,mean_saved_segment_subspace_overlap_to_adamw,exact_mean_saved_segment_overlap_to_adamw,0.3606824362999137,0.3722990046536736,0.011616568353759904,exact_projectors_complete_comparator_population,True
verified-v3-adamw-3e-5,2,mean_cumulative_subspace_overlap_to_adamw,exact_mean_cumulative_overlap_to_adamw,0.49552832337996106,0.5102528733702223,0.014724549990261238,exact_projectors_complete_comparator_population,True
verified-v3-adamw-3e-5,3,saved_segment_stable_rank_fraction,exact_nonzero_saved_segment_stable_rank_fraction,0.03615041444021644,0.03614367329775452,-6.741142461921812e-06,exact_rank_and_nonzero_denominator,True
verified-v3-adamw-3e-5,3,saved_segment_sketch_effective_rank_fraction,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,0.07976350479106852,0.7711698311116139,0.6914063263205453,full_spectrum_and_nonzero_denominator,True
verified-v3-adamw-3e-5,3,cumulative_stable_rank_fraction,exact_nonzero_cumulative_stable_rank_fraction,0.027346889267604195,0.027346446067778828,-4.4319982536733527e-07,exact_rank_and_nonzero_denominator,True
verified-v3-adamw-3e-5,3,mean_saved_segment_subspace_overlap_to_adamw,exact_mean_saved_segment_overlap_to_adamw,0.372969614282091,0.38621778137242574,0.013248167090334717,exact_projectors_complete_comparator_population,True
verified-v3-adamw-3e-5,3,mean_cumulative_subspace_overlap_to_adamw,exact_mean_cumulative_overlap_to_adamw,0.4950691712903998,0.5092260176378175,0.014156846347417706,exact_projectors_complete_comparator_population,True
verified-v3-adamw-3e-5,4,saved_segment_stable_rank_fraction,exact_nonzero_saved_segment_stable_rank_fraction,0.03414033714568976,0.03413783371967545,-2.5034260143080855e-06,exact_rank_and_nonzero_denominator,True
verified-v3-adamw-3e-5,4,saved_segment_sketch_effective_rank_fraction,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,0.07961194160097211,0.7689668309913213,0.6893548893903493,full_spectrum_and_nonzero_denominator,True
verified-v3-adamw-3e-5,4,cumulative_stable_rank_fraction,exact_nonzero_cumulative_stable_rank_fraction,0.02784683783795957,0.027846378714117586,-4.591238419830723e-07,exact_rank_and_nonzero_denominator,True
verified-v3-adamw-3e-5,4,mean_saved_segment_subspace_overlap_to_adamw,exact_mean_saved_segment_overlap_to_adamw,0.39969794209980125,0.4128548280586893,0.013156885958888032,exact_projectors_complete_comparator_population,True
verified-v3-adamw-3e-5,4,mean_cumulative_subspace_overlap_to_adamw,exact_mean_cumulative_overlap_to_adamw,0.4979009654127234,0.513109684469725,0.015208719057001663,exact_projectors_complete_comparator_population,True
