all_nonzero_pair_subspaces_resolved,defined_parameter_fraction,defined_parameters,defined_tensors,displacement_kind,first_learning_rate,first_optimizer,first_run_id,left_subspace_overlap,mean_subspace_overlap,progress_fraction,resolved_only_mean_subspace_overlap,right_subspace_overlap,second_learning_rate,second_optimizer,second_run_id,stage,step,undefined_boundary_parameters,undefined_signal_rank_parameters,undefined_zero_parameters
True,1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.26814282771596154,0.3748882147390897,0.2,0.3748882147390897,0.48163360176221776,3e-05,adamw,verified-v3-adamw-3e-5,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.3849449344856095,0.40177841612693904,0.2,0.40177841612693904,0.41861189776826857,0.0001,muon,verified-v3-muon-1e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.17266056635932797,0.19290208246120485,0.2,0.19290208246120485,0.21314359856308174,0.0003,muon,verified-v3-muon-3e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.04575830043583448,0.05208121539713791,0.2,0.05208121539713791,0.058404130358441345,0.001,muon,verified-v3-muon-1e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.020367653680766543,0.02347641721986343,0.2,0.02347641721986343,0.02658518075896031,0.003,muon,verified-v3-muon-3e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.41679309265939624,0.41660201458432217,0.2,0.41660201458432217,0.4164109365092481,0.0001,normuon,verified-v3-normuon-1e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.19013841038093995,0.20150571025552233,0.2,0.20150571025552233,0.2128730101301047,0.0003,normuon,verified-v3-normuon-3e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.05295698459896729,0.05503862978406035,0.2,0.05503862978406035,0.05712027496915341,0.001,normuon,verified-v3-normuon-1e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.026508828300280198,0.026886516980033533,0.2,0.026886516980033533,0.02726420565978687,0.003,normuon,verified-v3-normuon-3e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.7056289726908076,0.7595090487727638,0.2,0.7595090487727638,0.8133891248547198,1e-05,adamw,verified-v3-adamw-1e-5,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.3821523329108888,0.4774005922001151,0.2,0.4774005922001151,0.5726488514893414,3e-05,adamw,verified-v3-adamw-3e-5,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.4960841296282661,0.49532055191734414,0.2,0.49532055191734414,0.4945569742064221,0.0001,muon,verified-v3-muon-1e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.23658221612651337,0.24966204454330376,0.2,0.24966204454330376,0.26274187296009416,0.0003,muon,verified-v3-muon-3e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.05730550032082632,0.062539907886622,0.2,0.062539907886622,0.06777431545241769,0.001,muon,verified-v3-muon-1e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.022425582729383945,0.02530469267114259,0.2,0.02530469267114259,0.02818380261290123,0.003,muon,verified-v3-muon-3e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.5257289728909555,0.5051438189621439,0.2,0.5051438189621439,0.4845586650333322,0.0001,normuon,verified-v3-normuon-1e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.25944917130018613,0.26111690796224524,0.2,0.26111690796224524,0.2627846446243044,0.0003,normuon,verified-v3-normuon-3e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.06523059073910423,0.06559989867165834,0.2,0.06559989867165834,0.06596920660421247,0.001,normuon,verified-v3-normuon-1e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.02892689189778221,0.02869692670395285,0.2,0.02869692670395285,0.02846696151012349,0.003,normuon,verified-v3-normuon-3e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.6387814915403,0.6929856927448662,0.2,0.6929856927448662,0.7471898939494324,3e-05,adamw,verified-v3-adamw-3e-5,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.4792913845103524,0.4790290157429148,0.2,0.4790290157429148,0.4787666469754771,0.0001,muon,verified-v3-muon-1e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.318804879868111,0.3197405809312701,0.2,0.3197405809312701,0.3206762819944292,0.0003,muon,verified-v3-muon-3e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.07754437222927059,0.08134918015736056,0.2,0.08134918015736056,0.08515398808545054,0.001,muon,verified-v3-muon-1e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.025950619365358044,0.028586809761690424,0.2,0.028586809761690424,0.031223000158022807,0.003,muon,verified-v3-muon-3e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.4896463934399644,0.4729742934857846,0.2,0.4729742934857846,0.4563021935316049,0.0001,normuon,verified-v3-normuon-1e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.34487795409851557,0.3317348616358802,0.2,0.3317348616358802,0.3185917691732447,0.0003,normuon,verified-v3-normuon-3e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.08800476853408383,0.0854918814991893,0.2,0.0854918814991893,0.08297899446429478,0.001,normuon,verified-v3-normuon-1e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.034557871022108916,0.03300527394775276,0.2,0.03300527394775276,0.031452676873396604,0.003,normuon,verified-v3-normuon-3e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.2897603632618059,0.30948985163061377,0.2,0.30948985163061377,0.3292193399994216,0.0001,muon,verified-v3-muon-1e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.30051376358474485,0.3018333987071035,0.2,0.3018333987071035,0.3031530338294621,0.0003,muon,verified-v3-muon-3e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.10239454259749742,0.10510520621218945,0.2,0.10510520621218945,0.1078158698268815,0.001,muon,verified-v3-muon-1e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.030084667715449067,0.03255332111971124,0.2,0.03255332111971124,0.035021974523973404,0.003,muon,verified-v3-muon-3e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.2911232822632714,0.2994713119515227,0.2,0.2994713119515227,0.30781934163977404,0.0001,normuon,verified-v3-normuon-1e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.317037783384516,0.3058940965238003,0.2,0.3058940965238003,0.2947504096630847,0.0003,normuon,verified-v3-normuon-3e-4,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.11840448731588683,0.11378127796414407,0.2,0.11378127796414407,0.1091580686124013,0.001,normuon,verified-v3-normuon-1e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.042083230448152216,0.03898332260810168,0.2,0.03898332260810168,0.035883414768051146,0.003,normuon,verified-v3-normuon-3e-3,1,782,0,0,0
True,1.0,110297088,88,cumulative,0.0001,muon,verified-v3-muon-1e-4,0.4904706350624727,0.5029212676318892,0.2,0.5029212676318892,0.5153719002013057,0.0003,muon,verified-v3-muon-3e-4,1,782,0,0,0
