state,learning_rate,optimizer,run_id,step,stage,baseline_margin,baseline_shortlist_ndcg,helpful_mass,degrading_mass,helpful_share,first_order_half_l1,first_order_helpful_mass,first_order_degrading_mass,direct_sum,renormalization_sum,switching_sum,fixed_negative_sum,actual_sum,first_order_sum,finite_vs_first_order_l1,finite_vs_first_order_relative_l1,switching_fraction,queries_with_any_switch_fraction,baseline_negative_tie_queries,max_coordinate_energy,switching_to_total_mass,beir_ndcg_at_10
verified-v3-muon-1e-4/checkpoint-782,0.0001,muon,verified-v3-muon-1e-4,782,1,0.2418159567456393,0.9461540556102194,0.11483675007220362,0.10597443777295913,0.5201679474976407,0.10989386325675056,0.10989386325675055,0.10989386325675056,-0.2418159567456393,0.2417272928685816,-0.008773648422186786,-8.866387705768734e-05,-0.008862312299244474,1.1151793774136618e-18,0.009511711546084456,0.043276363444603734,0.00916108630952381,0.16071428571428573,0.0,0.028097150672208943,0.03993483296405954,0.5822957142857142
verified-v3-muon-3e-3/checkpoint-1563,0.003,muon,verified-v3-muon-3e-3,1563,2,0.17220472760938943,0.9288597147006344,0.10098628850061872,0.09410143346607742,0.516941392219916,0.09629390215010315,0.09629390215010314,0.09629390215010317,-0.1722047276093894,0.173540924962224,-0.008221052387375917,0.0013361973528346288,-0.006884855034541287,3.524431490701093e-17,0.009383282820023294,0.04599817545640442,0.010893322172619044,0.17857142857142858,0.0,0.12805251038556917,0.040258234048862425,0.5378814285714285
verified-v3-muon-3e-3/checkpoint-2345,0.003,muon,verified-v3-muon-3e-3,2345,3,0.17923259873248742,0.9219889668021436,0.10315991424196809,0.09816935921672876,0.5117152762515721,0.09993382953762778,0.09993382953762778,0.09993382953762778,-0.17923259873248742,0.17993637403797397,-0.005694330330725903,0.000703775305486566,-0.0049905550252393365,6.288372600415926e-18,0.006412182279269436,0.030515270802927343,0.006533668154761904,0.13839285714285715,0.0,0.10362522827712872,0.026825363621540532,0.5432642857142858
verified-v3-muon-3e-3/checkpoint-3126,0.003,muon,verified-v3-muon-3e-3,3126,4,0.20257874372753384,0.9217211521747398,0.1084476993455715,0.1011676611957261,0.5163262560105176,0.10431765946212375,0.10431765946212375,0.10431765946212372,-0.20257874372753387,0.20280507377536017,-0.007506368197671675,0.0002263300478262894,-0.007280038149845387,-5.684317104316859e-18,0.008218040140435218,0.03715005333653428,0.008492606026785714,0.125,0.0,0.0709380846017326,0.0336947579414602,0.5483742857142857
verified-v3-muon-3e-3/checkpoint-3907,0.003,muon,verified-v3-muon-3e-3,3907,5,0.21279615389930914,0.9206662183355208,0.10897540133367388,0.10281138631695685,0.5152616419384258,0.10552883317476548,0.1055288331747655,0.10552883317476547,-0.21279615389930914,0.2129455543993886,-0.006313415516796469,0.00014940050007943953,-0.00616401501671703,-2.107998795361102e-17,0.007127040590724948,0.03503152347324066,0.006655738467261905,0.14285714285714285,0.0,0.06676893774705,0.031215858233171762,0.5571792857142858
verified-v3-muon-3e-3/checkpoint-782,0.003,muon,verified-v3-muon-3e-3,782,1,0.17107403876016414,0.9109412348814239,0.09996637948697543,0.09252456122129615,0.5200653637634716,0.09549990599401556,0.09549990599401556,0.09549990599401556,-0.17107403876016414,0.17159865714235084,-0.007966436647865971,0.0005246183821866962,-0.007441818265679274,-1.316531209446684e-17,0.008947819424511259,0.04769920834955767,0.010602678571428572,0.13839285714285715,0.0,0.08362254025622666,0.042759780154328846,0.5424921428571429
verified-v3-muon-3e-4/checkpoint-1563,0.0003,muon,verified-v3-muon-3e-4,1563,2,0.25838622820144364,0.9443345186604631,0.11574903629318763,0.10697193342816576,0.5194384990523923,0.11104421390922761,0.11104421390922763,0.11104421390922763,-0.25838622820144364,0.2583060353525151,-0.008696910016093308,-8.01928489285656e-05,-0.008777102865021874,-4.7704895589362195e-18,0.009421310157634746,0.04177906882298895,0.008405412946428572,0.17857142857142858,0.0,0.02724025207651923,0.03851784846764581,0.5927621428571428
verified-v3-muon-3e-4/checkpoint-2345,0.0003,muon,verified-v3-muon-3e-4,2345,3,0.2638800855492032,0.9429258098545373,0.11701277806799915,0.10511545454272396,0.5267954133975297,0.11024512310637989,0.11024512310637988,0.11024512310637988,-0.2638800855492033,0.2637917970494818,-0.01180903502555374,-8.828849972143153e-05,-0.01189732352527517,-1.1236981087689049e-17,0.012494623810810788,0.056279301713820874,0.012375604538690478,0.16517857142857142,0.0,0.027123210832902606,0.05319440674314057,0.5912535714285714
verified-v3-muon-3e-4/checkpoint-3126,0.0003,muon,verified-v3-muon-3e-4,3126,4,0.265893707667648,0.9404106893704,0.11617349616990215,0.10537697539667264,0.5244508916442342,0.1105293062366829,0.1105293062366829,0.11052930623668292,-0.265893707667648,0.26580637686121716,-0.010709189966798718,-8.733080643082352e-05,-0.010796520773229542,9.18474126119863e-18,0.011414934682967722,0.05169559047609038,0.010672433035714288,0.17857142857142858,0.0,0.02733030760680247,0.048510486298686394,0.591362142857143
verified-v3-muon-3e-4/checkpoint-3907,0.0003,muon,verified-v3-muon-3e-4,3907,5,0.26692868760649896,0.9401129322069467,0.11781936445175756,0.10472986565113855,0.5292498766686419,0.11092258916041693,0.11092258916041689,0.11092258916041693,-0.26692868760649896,0.2668416446142415,-0.01300245580836157,-8.704299225744967e-05,-0.01308949880061902,8.456776945386935e-18,0.013677457853032218,0.06115222808628879,0.013096400669642854,0.1875,0.0,0.027035002341026636,0.058109977614967265,0.5924307142857143
