run_id,step,task_count,macro_score_0_to_100
verified-v3-adamw-3e-6,3126,14,58.40192857142857
verified-v3-adamw-1e-5,3126,14,58.7965
verified-v3-muon-3e-4,3126,14,59.13621428571429
verified-v3-muon-3e-3,3126,14,54.837428571428575
verified-v3-normuon-1e-3,3126,14,58.96921428571429
verified-v3-normuon-3e-3,3126,14,55.180285714285716
