family,kind,seed,optimizer,learning_rate,run_id,stage,fraction,step,label,scorer,group,samples,candidates_per_sample,positive_score_mean,hardest_negative_score_mean,margin_mean,margin_median,margin_std,top1_accuracy,mean_reciprocal_rank,mean_candidate_score_std,reference_top_k,reference_mean_top_k_overlap,reference_top1_agreement,reference_score_drift_rms
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,2,0.4,157,dense/seed161803/adamw-scale-matched/checkpoint-157,cosine,MSMARCO,16,8,0.5404148101806641,0.1137804239988327,0.42663437128067017,0.4101536273956299,0.1347808986902237,1.0,1.0,0.19640259444713593,3,0.8333333333333334,1.0,0.06738606840372086
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,2,0.4,157,dense/seed161803/adamw-scale-matched/checkpoint-157,cosine,NFCorpus,16,8,0.16594980657100677,0.1686524897813797,-0.0027026813477277756,-0.005310438573360443,0.12818790972232819,0.5,0.6438243985176086,0.059103824198246,3,0.75,0.625,0.05717313289642334
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,2,0.4,157,dense/seed161803/adamw-scale-matched/checkpoint-157,cosine,NQ,16,8,0.5229641199111938,0.1194155216217041,0.40354853868484497,0.37970927357673645,0.1286901980638504,1.0,1.0,0.1871393322944641,3,0.875,1.0,0.07510551810264587
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,2,0.4,157,dense/seed161803/adamw-scale-matched/checkpoint-157,cosine,QuoraRetrieval,16,8,0.636043131351471,0.15879002213478088,0.47725316882133484,0.46859046816825867,0.1223200112581253,1.0,1.0,0.2074262499809265,3,0.8125,1.0,0.04737858474254608
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,2,0.4,157,dense/seed161803/adamw-scale-matched/checkpoint-157,cosine,SCIDOCS,16,8,0.28944718837738037,0.19430196285247803,0.09514522552490234,0.12625016272068024,0.16207009553909302,0.75,0.8151041269302368,0.09847620129585266,3,0.875,1.0,0.06132498383522034
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,2,0.4,157,dense/seed161803/adamw-scale-matched/checkpoint-157,cosine,SciFact,16,8,0.4786614179611206,0.20661607384681702,0.2720453441143036,0.267618864774704,0.11938361823558807,1.0,1.0,0.13135403394699097,3,0.8333333333333333,0.9375,0.0841863602399826
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,2,0.4,157,dense/seed161803/adamw-scale-matched/checkpoint-157,cosine,TRECCOVID,16,8,0.4137256145477295,0.33445245027542114,0.07927318662405014,0.08732710778713226,0.10230175405740738,0.875,0.9140625,0.07515531778335571,3,0.7708333333333333,0.8125,0.06932952255010605
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,2,0.4,157,dense/seed161803/adamw-scale-matched/checkpoint-157,cosine,Touche2020,16,8,0.5137919187545776,0.21422331035137177,0.2995685935020447,0.3237682282924652,0.1126665323972702,1.0,1.0,0.1324920356273651,3,0.7708333333333333,1.0,0.07316746562719345
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,3,0.6,235,dense/seed161803/adamw-scale-matched/checkpoint-235,cosine,ArguAna,16,8,0.5109023451805115,0.28552135825157166,0.22538098692893982,0.1994912475347519,0.10869307070970535,1.0,1.0,0.1335926055908203,3,0.875,1.0,0.04617295041680336
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,3,0.6,235,dense/seed161803/adamw-scale-matched/checkpoint-235,cosine,ClimateFEVER,16,8,0.3123619854450226,0.30451324582099915,0.007848717272281647,-0.008476197719573975,0.11517708748579025,0.4375,0.6322916746139526,0.08926211297512054,3,0.8333333333333334,0.5625,0.08242259174585342
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,3,0.6,235,dense/seed161803/adamw-scale-matched/checkpoint-235,cosine,DBPedia,16,8,0.4227111041545868,0.12175249308347702,0.3009585738182068,0.2903369069099426,0.15654388070106506,1.0,1.0,0.1400032639503479,3,0.8333333333333333,1.0,0.045825276523828506
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,3,0.6,235,dense/seed161803/adamw-scale-matched/checkpoint-235,cosine,FEVER,16,8,0.6052619218826294,0.20565639436244965,0.39960554242134094,0.38406527042388916,0.07508550584316254,1.0,1.0,0.17117014527320862,3,0.7291666666666666,1.0,0.11008600145578384
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,3,0.6,235,dense/seed161803/adamw-scale-matched/checkpoint-235,cosine,FiQA2018,16,8,0.4593745470046997,0.24318987131118774,0.21618469059467316,0.23392319679260254,0.0995882973074913,0.9375,0.96875,0.12371404469013214,3,0.875,1.0,0.03955985978245735
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,3,0.6,235,dense/seed161803/adamw-scale-matched/checkpoint-235,cosine,HotpotQA,16,8,0.44478604197502136,0.16309064626693726,0.2816953957080841,0.2599884271621704,0.1753334105014801,1.0,1.0,0.14046449959278107,3,0.875,1.0,0.047512784600257874
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,3,0.6,235,dense/seed161803/adamw-scale-matched/checkpoint-235,cosine,MSMARCO,16,8,0.5629792213439941,0.11975117027759552,0.44322800636291504,0.43952232599258423,0.1341823935508728,1.0,1.0,0.20085324347019196,3,0.8125,1.0,0.06846209615468979
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,3,0.6,235,dense/seed161803/adamw-scale-matched/checkpoint-235,cosine,NFCorpus,16,8,0.1660226583480835,0.16943031549453735,-0.003407665528357029,-0.022845596075057983,0.12785029411315918,0.4375,0.602157711982727,0.060292620211839676,3,0.7708333333333333,0.625,0.059171564877033234
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,3,0.6,235,dense/seed161803/adamw-scale-matched/checkpoint-235,cosine,NQ,16,8,0.5487003326416016,0.12204337865114212,0.42665696144104004,0.40922582149505615,0.124250128865242,1.0,1.0,0.1943739801645279,3,0.8333333333333334,1.0,0.08212613314390182
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,3,0.6,235,dense/seed161803/adamw-scale-matched/checkpoint-235,cosine,QuoraRetrieval,16,8,0.6418029069900513,0.15760374069213867,0.484199196100235,0.4794604182243347,0.1262301355600357,1.0,1.0,0.20891284942626953,3,0.7708333333333333,1.0,0.04657725617289543
dense,checkpoint,161803,adamw,0.00015409498859627469,adamw-scale-matched,3,0.6,235,dense/seed161803/adamw-scale-matched/checkpoint-235,cosine,SCIDOCS,16,8,0.2849295139312744,0.18989673256874084,0.09503275901079178,0.12260374426841736,0.16349844634532928,0.75,0.8104910850524902,0.09877420961856842,3,0.8541666666666666,1.0,0.057796310633420944
