family,kind,seed,optimizer,learning_rate,run_id,stage,fraction,step,label,scorer,group,samples,candidates_per_sample,positive_score_mean,hardest_negative_score_mean,margin_mean,margin_median,margin_std,top1_accuracy,mean_reciprocal_rank,mean_candidate_score_std,reference_top_k,reference_mean_top_k_overlap,reference_top1_agreement,reference_score_drift_rms
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,1,0.2,79,dense/seed161803/normuon-scale-matched/checkpoint-79,cosine,FEVER,16,8,0.5964136123657227,0.19979999959468842,0.39661359786987305,0.3792344629764557,0.07965809851884842,1.0,1.0,0.1672484427690506,3,0.7291666666666666,1.0,0.10714740306138992
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,1,0.2,79,dense/seed161803/normuon-scale-matched/checkpoint-79,cosine,FiQA2018,16,8,0.45794394612312317,0.24271738529205322,0.21522654592990875,0.2326514720916748,0.08891569077968597,0.9375,0.96875,0.1187865361571312,3,0.875,1.0,0.041656795889139175
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,1,0.2,79,dense/seed161803/normuon-scale-matched/checkpoint-79,cosine,HotpotQA,16,8,0.4602704644203186,0.18683668971061707,0.27343377470970154,0.2761169672012329,0.1619054079055786,1.0,1.0,0.13960979878902435,3,0.8958333333333334,1.0,0.05515618994832039
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,1,0.2,79,dense/seed161803/normuon-scale-matched/checkpoint-79,cosine,MSMARCO,16,8,0.5342142581939697,0.11695455014705658,0.41725975275039673,0.4316104054450989,0.13941751420497894,1.0,1.0,0.1939525306224823,3,0.8333333333333334,1.0,0.06427040696144104
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,1,0.2,79,dense/seed161803/normuon-scale-matched/checkpoint-79,cosine,NFCorpus,16,8,0.1576065719127655,0.16657499969005585,-0.008968438021838665,-0.026693008840084076,0.12844043970108032,0.375,0.578125,0.05750986188650131,3,0.7291666666666666,0.5625,0.05964554846286774
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,1,0.2,79,dense/seed161803/normuon-scale-matched/checkpoint-79,cosine,NQ,16,8,0.5275411605834961,0.11994920670986176,0.40759196877479553,0.3591325581073761,0.1265653520822525,1.0,1.0,0.18770082294940948,3,0.875,1.0,0.07681777328252792
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,1,0.2,79,dense/seed161803/normuon-scale-matched/checkpoint-79,cosine,QuoraRetrieval,16,8,0.6438907980918884,0.15631626546382904,0.48757457733154297,0.4659266471862793,0.11120832711458206,1.0,1.0,0.21085382997989655,3,0.8333333333333333,1.0,0.04362267628312111
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,1,0.2,79,dense/seed161803/normuon-scale-matched/checkpoint-79,cosine,SCIDOCS,16,8,0.28430992364883423,0.18717920780181885,0.09713073074817657,0.11418910324573517,0.16219960153102875,0.75,0.8151041269302368,0.09590061008930206,3,0.8958333333333334,0.9375,0.05849100649356842
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,1,0.2,79,dense/seed161803/normuon-scale-matched/checkpoint-79,cosine,SciFact,16,8,0.46441856026649475,0.2043771743774414,0.26004138588905334,0.253528892993927,0.12133897095918655,1.0,1.0,0.12809503078460693,3,0.8541666666666666,0.9375,0.07999490201473236
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,1,0.2,79,dense/seed161803/normuon-scale-matched/checkpoint-79,cosine,TRECCOVID,16,8,0.40732550621032715,0.3189699351787567,0.08835563063621521,0.07282035052776337,0.10290706902742386,0.875,0.9140625,0.0795663595199585,3,0.8125,0.8125,0.058776918798685074
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,1,0.2,79,dense/seed161803/normuon-scale-matched/checkpoint-79,cosine,Touche2020,16,8,0.5009146332740784,0.19934788346290588,0.30156680941581726,0.3168877363204956,0.10987620800733566,1.0,1.0,0.1326776146888733,3,0.7708333333333333,1.0,0.06198347359895706
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,2,0.4,157,dense/seed161803/normuon-scale-matched/checkpoint-157,cosine,ArguAna,16,8,0.5476055145263672,0.3106139898300171,0.2369915097951889,0.22445061802864075,0.10474998503923416,1.0,1.0,0.1394142359495163,3,0.8333333333333333,1.0,0.06307649612426758
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,2,0.4,157,dense/seed161803/normuon-scale-matched/checkpoint-157,cosine,ClimateFEVER,16,8,0.2972032427787781,0.28888580203056335,0.00831742025911808,-0.005684509873390198,0.10718026757240295,0.5,0.6927083730697632,0.08597026765346527,3,0.8125,0.5,0.07449709624052048
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,2,0.4,157,dense/seed161803/normuon-scale-matched/checkpoint-157,cosine,DBPedia,16,8,0.40345579385757446,0.12064079940319061,0.28281500935554504,0.2754516899585724,0.14746591448783875,0.9375,0.96875,0.13375309109687805,3,0.7916666666666666,0.9375,0.041892148554325104
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,2,0.4,157,dense/seed161803/normuon-scale-matched/checkpoint-157,cosine,FEVER,16,8,0.5900061726570129,0.17649215459823608,0.41351401805877686,0.4345622956752777,0.08039780706167221,1.0,1.0,0.17095762491226196,3,0.7083333333333333,1.0,0.09549187868833542
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,2,0.4,157,dense/seed161803/normuon-scale-matched/checkpoint-157,cosine,FiQA2018,16,8,0.46272844076156616,0.2485024631023407,0.21422596275806427,0.22100073099136353,0.08942864835262299,0.9375,0.96875,0.12101540714502335,3,0.8541666666666666,1.0,0.04599050059914589
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,2,0.4,157,dense/seed161803/normuon-scale-matched/checkpoint-157,cosine,HotpotQA,16,8,0.42113104462623596,0.1508130431175232,0.27031800150871277,0.22869113087654114,0.1755390614271164,1.0,1.0,0.13488739728927612,3,0.8958333333333334,1.0,0.04053010791540146
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,2,0.4,157,dense/seed161803/normuon-scale-matched/checkpoint-157,cosine,MSMARCO,16,8,0.5271342992782593,0.09824779629707336,0.4288865327835083,0.4135884642601013,0.12704569101333618,1.0,1.0,0.1937107890844345,3,0.7708333333333333,1.0,0.06954414397478104
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,2,0.4,157,dense/seed161803/normuon-scale-matched/checkpoint-157,cosine,NFCorpus,16,8,0.16067659854888916,0.16852739453315735,-0.007850793190300465,-0.011033661663532257,0.13094821572303772,0.4375,0.6125743985176086,0.06149555742740631,3,0.7291666666666666,0.5625,0.05931854620575905
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,2,0.4,157,dense/seed161803/normuon-scale-matched/checkpoint-157,cosine,NQ,16,8,0.5104770660400391,0.11515573412179947,0.3953213393688202,0.3742874264717102,0.12626482546329498,1.0,1.0,0.18654415011405945,3,0.8541666666666666,1.0,0.06866755336523056
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,2,0.4,157,dense/seed161803/normuon-scale-matched/checkpoint-157,cosine,QuoraRetrieval,16,8,0.6322230100631714,0.15735453367233276,0.4748684763908386,0.4510110914707184,0.11924105882644653,1.0,1.0,0.20497389137744904,3,0.8541666666666666,1.0,0.046283021569252014
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,2,0.4,157,dense/seed161803/normuon-scale-matched/checkpoint-157,cosine,SCIDOCS,16,8,0.28625720739364624,0.20115046203136444,0.0851067304611206,0.10950426012277603,0.16148029267787933,0.75,0.8151041269302368,0.09641432017087936,3,0.8958333333333334,1.0,0.06621096283197403
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,2,0.4,157,dense/seed161803/normuon-scale-matched/checkpoint-157,cosine,SciFact,16,8,0.48140856623649597,0.21456512808799744,0.26684343814849854,0.26431962847709656,0.11585839092731476,1.0,1.0,0.13046079874038696,3,0.7916666666666666,0.9375,0.09091351181268692
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,2,0.4,157,dense/seed161803/normuon-scale-matched/checkpoint-157,cosine,TRECCOVID,16,8,0.4224529266357422,0.3465407192707062,0.07591217756271362,0.08447012305259705,0.1037057489156723,0.8125,0.8723958134651184,0.07792571932077408,3,0.8333333333333333,0.8125,0.07797470688819885
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,2,0.4,157,dense/seed161803/normuon-scale-matched/checkpoint-157,cosine,Touche2020,16,8,0.5163935422897339,0.21329237520694733,0.30310118198394775,0.3219229578971863,0.11027610301971436,1.0,1.0,0.13297149538993835,3,0.75,1.0,0.07445850968360901
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,3,0.6,235,dense/seed161803/normuon-scale-matched/checkpoint-235,cosine,ArguAna,16,8,0.5331671833992004,0.29759514331817627,0.23557201027870178,0.20391814410686493,0.10992001742124557,1.0,1.0,0.13544824719429016,3,0.875,1.0,0.057964276522397995
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,3,0.6,235,dense/seed161803/normuon-scale-matched/checkpoint-235,cosine,ClimateFEVER,16,8,0.3054314851760864,0.2977895140647888,0.007641969248652458,-0.006221473217010498,0.10961290448904037,0.4375,0.6666666269302368,0.08953586965799332,3,0.8541666666666666,0.5625,0.07748157531023026
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,3,0.6,235,dense/seed161803/normuon-scale-matched/checkpoint-235,cosine,DBPedia,16,8,0.42861247062683105,0.13006041944026947,0.29855209589004517,0.2886520028114319,0.15286386013031006,1.0,1.0,0.14027667045593262,3,0.7291666666666666,1.0,0.04928502067923546
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,3,0.6,235,dense/seed161803/normuon-scale-matched/checkpoint-235,cosine,FEVER,16,8,0.6013002991676331,0.20285096764564514,0.3984493315219879,0.39777904748916626,0.07549077272415161,1.0,1.0,0.1686759740114212,3,0.7083333333333333,1.0,0.11097723990678787
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,3,0.6,235,dense/seed161803/normuon-scale-matched/checkpoint-235,cosine,FiQA2018,16,8,0.46075642108917236,0.2409895360469818,0.21976692974567413,0.2443624883890152,0.10349971055984497,0.9375,0.96875,0.12553946673870087,3,0.875,1.0,0.04147540405392647
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,3,0.6,235,dense/seed161803/normuon-scale-matched/checkpoint-235,cosine,HotpotQA,16,8,0.4485679268836975,0.16559632122516632,0.2829715609550476,0.2687118649482727,0.17734041810035706,1.0,1.0,0.14335554838180542,3,0.875,1.0,0.047946128994226456
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,3,0.6,235,dense/seed161803/normuon-scale-matched/checkpoint-235,cosine,MSMARCO,16,8,0.5635998845100403,0.1250179409980774,0.4385819435119629,0.4280669093132019,0.13499388098716736,1.0,1.0,0.20206432044506073,3,0.7916666666666666,1.0,0.07050522416830063
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,3,0.6,235,dense/seed161803/normuon-scale-matched/checkpoint-235,cosine,NFCorpus,16,8,0.16205951571464539,0.1716187447309494,-0.009559247642755508,-0.02582377940416336,0.12931978702545166,0.375,0.5777530074119568,0.06309973448514938,3,0.7291666666666666,0.625,0.06391920149326324
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,3,0.6,235,dense/seed161803/normuon-scale-matched/checkpoint-235,cosine,NQ,16,8,0.5449827909469604,0.12616679072380066,0.4188159704208374,0.3971797227859497,0.12527264654636383,1.0,1.0,0.19404752552509308,3,0.8541666666666666,1.0,0.08252069354057312
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,3,0.6,235,dense/seed161803/normuon-scale-matched/checkpoint-235,cosine,QuoraRetrieval,16,8,0.6395466923713684,0.15412892401218414,0.48541778326034546,0.4756658673286438,0.12243449687957764,1.0,1.0,0.20758700370788574,3,0.7916666666666666,1.0,0.048745594918727875
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,3,0.6,235,dense/seed161803/normuon-scale-matched/checkpoint-235,cosine,SCIDOCS,16,8,0.2872709631919861,0.19978421926498413,0.08748676627874374,0.11441198736429214,0.16566060483455658,0.75,0.809374988079071,0.09801317751407623,3,0.8541666666666666,1.0,0.06507128477096558
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,3,0.6,235,dense/seed161803/normuon-scale-matched/checkpoint-235,cosine,SciFact,16,8,0.48633694648742676,0.21388128399848938,0.2724556624889374,0.26363664865493774,0.11007875949144363,1.0,1.0,0.1356874704360962,3,0.8541666666666666,0.9375,0.08579427003860474
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,3,0.6,235,dense/seed161803/normuon-scale-matched/checkpoint-235,cosine,TRECCOVID,16,8,0.4403064250946045,0.35729509592056274,0.08301135897636414,0.0861908346414566,0.1094113141298294,0.8125,0.8828125,0.07937251031398773,3,0.8125,0.875,0.09201228618621826
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,3,0.6,235,dense/seed161803/normuon-scale-matched/checkpoint-235,cosine,Touche2020,16,8,0.5228250026702881,0.21446295082569122,0.30836203694343567,0.3397507071495056,0.11681197583675385,1.0,1.0,0.13491946458816528,3,0.7708333333333333,1.0,0.07921518385410309
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,4,0.8,313,dense/seed161803/normuon-scale-matched/checkpoint-313,cosine,ArguAna,16,8,0.5392040014266968,0.29706692695617676,0.24213705956935883,0.2123132199048996,0.11680476367473602,1.0,1.0,0.1409129649400711,3,0.8541666666666666,1.0,0.05513627827167511
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,4,0.8,313,dense/seed161803/normuon-scale-matched/checkpoint-313,cosine,ClimateFEVER,16,8,0.29673895239830017,0.2896415591239929,0.00709741935133934,-0.008246749639511108,0.11200195550918579,0.4375,0.6672619581222534,0.09082351624965668,3,0.8541666666666666,0.5625,0.07164574414491653
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,4,0.8,313,dense/seed161803/normuon-scale-matched/checkpoint-313,cosine,DBPedia,16,8,0.40581339597702026,0.11823747307062149,0.2875758707523346,0.278455913066864,0.15126849710941315,1.0,1.0,0.13558512926101685,3,0.8125,1.0,0.04815944656729698
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,4,0.8,313,dense/seed161803/normuon-scale-matched/checkpoint-313,cosine,FEVER,16,8,0.5900295972824097,0.19429191946983337,0.3957376480102539,0.3990600109100342,0.07467107474803925,1.0,1.0,0.17004624009132385,3,0.7291666666666666,1.0,0.1015433594584465
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,4,0.8,313,dense/seed161803/normuon-scale-matched/checkpoint-313,cosine,FiQA2018,16,8,0.46425196528434753,0.2518637180328369,0.21238823235034943,0.22624292969703674,0.10101771354675293,0.9375,0.96875,0.12317460775375366,3,0.8333333333333333,1.0,0.043747637420892715
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,4,0.8,313,dense/seed161803/normuon-scale-matched/checkpoint-313,cosine,HotpotQA,16,8,0.44618046283721924,0.16580568253993988,0.28037476539611816,0.26179003715515137,0.17693014442920685,1.0,1.0,0.14426584541797638,3,0.8958333333333334,1.0,0.04528757557272911
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,4,0.8,313,dense/seed161803/normuon-scale-matched/checkpoint-313,cosine,MSMARCO,16,8,0.5578426122665405,0.11982724070549011,0.43801531195640564,0.43848878145217896,0.14051632583141327,1.0,1.0,0.20389880239963531,3,0.7916666666666666,1.0,0.07449886947870255
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,4,0.8,313,dense/seed161803/normuon-scale-matched/checkpoint-313,cosine,NFCorpus,16,8,0.16519424319267273,0.1771734058856964,-0.011979157105088234,-0.04245240241289139,0.132050558924675,0.4375,0.5985863208770752,0.06267824023962021,3,0.75,0.5625,0.062269799411296844
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,4,0.8,313,dense/seed161803/normuon-scale-matched/checkpoint-313,cosine,NQ,16,8,0.5383328795433044,0.12637490034103394,0.4119579792022705,0.3973500430583954,0.12132149189710617,1.0,1.0,0.1944379061460495,3,0.8333333333333334,1.0,0.07893719524145126
dense,checkpoint,161803,normuon,0.0018260319582594357,normuon-scale-matched,4,0.8,313,dense/seed161803/normuon-scale-matched/checkpoint-313,cosine,QuoraRetrieval,16,8,0.6323208808898926,0.14746731519699097,0.48485350608825684,0.48392820358276367,0.1228019967675209,1.0,1.0,0.20827853679656982,3,0.8125,1.0,0.05458584800362587
