model_family,optimizer,configurations,best_run_id,best_learning_rate,best_final_ndcg_at_10,final_mean_across_lrs,final_median_across_lrs,final_population_std_across_lrs,final_min_across_lrs,final_max_across_lrs,best_config_observed_auc_ndcg_at_10,observed_auc_mean_across_lrs,observed_auc_population_std_across_lrs,best_config_mean_five_stage_ndcg_at_10
dense,adamw,4,adamw-lr3e-5,3e-05,0.5898671428571428,0.58159125,0.5857621428571429,0.009880139483737687,0.5649735714285714,0.5898671428571428,0.5881781249999999,0.5779253124999999,0.011720624355120168,0.5880244285714286
dense,muon,4,muon-lr3e-4,0.0003,0.5923092857142858,0.5833253571428572,0.5901085714285714,0.013068007597814235,0.560775,0.5923092857142858,0.5912301785714286,0.5775835044642856,0.02020117362861062,0.5910375714285714
dense,normuon,4,normuon-lr3e-4,0.0003,0.5934292857142858,0.5846889285714286,0.5909703571428572,0.01234031610851861,0.5633857142857143,0.5934292857142858,0.5921053571428572,0.5799932366071429,0.016912702596728266,0.5918370000000001
