state,operator,seed_task_cells,mean_ndcg_at_10,population_std_ndcg_at_10
adamw_state,adamw,42,0.587537380952381,0.261676881514839
adamw_state,muon,42,0.5812330952380952,0.26074512138510625
muon_state,adamw,42,0.5897195238095239,0.26334820662595476
muon_state,muon,42,0.585495,0.2629135726019738
