model_family,optimizer,learning_rate,run_id,stage,fraction,step,previous_stage,previous_fraction,previous_step,delta_mean_training_loss,delta_weight_frobenius_norm,delta_reference_displacement_frobenius_norm,delta_previous_checkpoint_displacement_frobenius_norm,delta_reference_displacement_to_weight_ratio,delta_weight_row_cv_parameter_weighted,delta_reference_delta_row_cv_parameter_weighted,delta_weight_top_1pct_row_energy_parameter_weighted,delta_reference_delta_top_1pct_row_energy_parameter_weighted,delta_training_margin_mean,delta_training_margin_median,delta_training_top1_accuracy,delta_training_mean_reciprocal_rank,delta_training_reference_mean_top_k_overlap,delta_training_reference_top1_agreement,delta_training_reference_score_drift_rms,delta_training_query_normalized_effective_rank,delta_training_document_normalized_effective_rank,delta_training_token_evidence_entropy_mean,delta_training_token_evidence_gini_mean,delta_training_document_token_coverage_mean,delta_training_repeated_token_dominance_mean,delta_unseen_margin_mean,delta_unseen_margin_median,delta_unseen_top1_accuracy,delta_unseen_mean_reciprocal_rank,delta_unseen_reference_mean_top_k_overlap,delta_unseen_reference_top1_agreement,delta_unseen_reference_score_drift_rms,delta_unseen_query_normalized_effective_rank,delta_unseen_document_normalized_effective_rank,delta_unseen_token_evidence_entropy_mean,delta_unseen_token_evidence_gini_mean,delta_unseen_document_token_coverage_mean,delta_unseen_repeated_token_dominance_mean,delta_mean_beir_ndcg_at_10
dense,normuon,0.003,normuon-lr3e-3,5,1.0,3907,4,0.8,3126,-0.025255560874938965,-2.734197393867589,1.2351135838307528,-31.2799307044224,0.001481953381966189,-5.0448498783162155e-06,0.001001923210560321,-1.372136972484922e-06,0.00012602515389176575,0.006163045763969421,0.004334762692451477,0.0302734375,0.017415404319763184,0.0035807291666666297,0.017578125,-0.0018051639199256897,0.008746186892191588,0.010787089665730776,,,,,0.008781090378761292,0.018224358558654785,0.004464268684387207,0.00037211179733276367,0.008928571428571397,0.0,-0.007359124720096588,0.006567984953054995,0.002221862475077302,,,,,0.005464999999999942
dense,normuon,0.0003,normuon-lr3e-4,2,0.4,1563,1,0.2,782,-0.05428755998611451,-2.122603746553523,5.599107885890367,,0.004716103156860271,1.9776111936931073e-06,-0.001186924976580607,1.7449598420753165e-06,-0.00016220160237050314,0.004501067101955414,-0.0001388341188430786,0.0224609375,0.013077855110168457,-0.01595052083333337,-0.0009765625,0.007252581417560577,-0.0035097599029541016,-0.011187712351481138,,,,,0.004719376564025879,0.011403381824493408,-0.004464268684387207,-0.004873394966125488,-0.0014880952380952328,-0.004464268684387207,0.007894851267337799,-0.0026952632339546367,-0.00354766845703125,,,,,0.004097857142857153
dense,normuon,0.0003,normuon-lr3e-4,3,0.6,2345,2,0.4,1563,-0.020814282894134506,-1.5163516040524883,2.5614027827217924,-3.491987173503974,0.002171171914334675,4.0944327007463865e-06,0.0008879637863626472,-5.7547766576376835e-08,0.00011148761439929052,0.005521811544895172,0.004428878426551819,0.0166015625,0.010172545909881592,0.001953125,0.0048828125,0.0037300586700439453,0.0024100144704182758,0.005797863006591797,,,,,0.006278693675994873,0.007058590650558472,-0.004464268684387207,-0.0014881491661071777,0.0,-0.00892859697341919,0.0005574226379394531,0.003523343347113239,0.0018812020619710101,,,,,0.000327857142857213
dense,normuon,0.0003,normuon-lr3e-4,4,0.8,3126,3,0.6,2345,-0.0289142203330994,-0.9116354563270761,1.0779683788030248,-3.406063338620519,0.0009196765998230362,4.7517273037422925e-06,0.0015713896223886747,6.828736015818127e-07,0.00021325438009465493,0.0036474987864494324,0.002252519130706787,0.005859375,0.0033854246139526367,-0.00390625,-0.00390625,-0.00021388381719589233,0.003433148066202818,0.005360682805379213,,,,,0.0018678009510040283,0.0014339685440063477,0.004464268684387207,0.0022321343421936035,-0.0014880952380952328,0.004464328289031982,-0.0002728588879108429,0.002032908623528673,0.001218696435292571,,,,,0.0004149999999999432
dense,normuon,0.0003,normuon-lr3e-4,5,1.0,3907,4,0.8,3126,0.009573132991790773,-0.3085389239624874,0.24545852273077173,-3.2885768381716023,0.0002112113490482688,3.2989138906425186e-06,0.0007532820713153504,5.133679126696766e-07,8.733858190038656e-05,3.2261013984680176e-05,0.0005825310945510864,0.00390625,0.0023599863052368164,-0.0026041666666666297,0.0009765625,-0.0005636364221572876,0.00016411145528155702,-0.00047838687896728516,,,,,0.000743180513381958,0.0007509589195251465,0.004464268684387207,0.002125859260559082,-0.0029761904761904656,-0.004464328289031982,0.00046813860535621643,6.568806053763865e-06,-0.0008832414944966727,,,,,0.0004907142857143443
late,adamw,1e-05,adamw-lr1e-5,2,0.4,1563,1,0.2,782,-0.06855831146240232,-0.07920463952359569,1.2810741280383238,,0.0011061089807640127,2.0898181327388965e-06,-0.0151728311862378,7.74681090033591e-07,-0.002249368197498793,0.0008334703743457794,0.0007799267768859863,0.017578125,0.009602844715118408,-0.01953125,-0.0087890625,-0.002711959183216095,-0.0035455822944641113,-0.008429288864135742,-0.0009264349937438965,0.0027193576097488403,0.001833602786064148,-0.011890023946762085,0.0012363791465759277,0.0015253424644470215,0.004464268684387207,0.0013712644577026367,-0.017857142857142905,-0.017857134342193604,-0.0033334940671920776,-0.009845197200775146,-0.009778976440429688,-0.00027167797088623047,0.0017647147178649902,0.0013087987899780273,-0.008795902132987976,0.006369285714285633
late,adamw,1e-05,adamw-lr1e-5,3,0.6,2345,2,0.4,1563,-0.025220465660095226,-0.06523810383077944,0.6948405932917554,-0.6379523013678314,0.0006000892284201086,1.2098328474596798e-06,-0.00619625314113928,2.989620169514817e-07,-0.0009190520037583166,0.0004500439390540123,0.0004169642925262451,0.0146484375,0.008277654647827148,-0.01236979166666663,-0.0009765625,-0.0015556365251541138,-0.0010428428649902344,-0.0032001733779907227,-0.0003426671028137207,0.00029397010803222656,0.0004709959030151367,-0.003259822726249695,0.0006222724914550781,0.0004162788391113281,0.0,-0.0001488327980041504,-0.0029761904761904656,0.0,-0.0020365267992019653,-0.0012865662574768066,-0.004517793655395508,-6.014108657836914e-05,1.3262033462524414e-05,0.0009936988353729248,-0.006180927157402039,0.0025692857142857184
late,adamw,1e-05,adamw-lr1e-5,4,0.8,3126,3,0.6,2345,-0.024851858615875244,-0.013029658549612577,0.3269500564019001,-0.6352732068768303,0.0002823178134259679,1.1474890186102815e-06,-0.0007286010021194389,2.6811880463051274e-07,-0.00018757301816009486,0.00027415482327342033,0.00024196505546569824,0.0009765625,0.0011229515075683594,0.0009765625,-0.001953125,-0.001428794115781784,-0.00012069940567016602,-0.0034453272819519043,-0.00018215179443359375,0.00026595592498779297,-0.0002580508589744568,0.00106087327003479,0.00047460105270147324,0.00034052133560180664,0.0,-7.450580596923828e-05,-0.004464285714285698,0.0,-0.0020216181874275208,-0.002628624439239502,-0.0024896860122680664,-0.0002480745315551758,0.00047312676906585693,-0.00174693763256073,0.003198787569999695,0.0008914285714286541
late,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,4,0.8,3126,0.017054479122161847,-0.00011814511503871472,0.09629845533867876,-0.6133525654784848,8.313858915213156e-05,2.961107753718384e-07,0.0004965787265389932,7.39181264843014e-08,4.9857883390416746e-05,-1.982739195227623e-05,-9.34898853302002e-05,0.0,0.0003743767738342285,-0.0016276041666667407,0.0,0.0002924501895904541,-0.00022101402282714844,-0.002765476703643799,-6.16312026977539e-05,-0.00019730627536773682,0.0003367885947227478,-0.0010602325201034546,-2.345070242881775e-06,-6.67870044708252e-05,0.004464328289031982,0.001934647560119629,-0.0029761904761905766,-0.004464328289031982,0.00033493340015411377,0.00026214122772216797,-0.0030829906463623047,-0.00012749433517456055,9.800493717193604e-05,0.0010623335838317871,-0.002958938479423523,0.0018385714285713561
late,adamw,1e-06,adamw-lr1e-6,2,0.4,1563,1,0.2,782,-0.15303596973419187,-0.0004553416022190504,0.4729827922434656,,0.00040826548735197876,2.078861396581644e-06,0.017909715918296154,8.220664838090586e-07,0.0029090214122266048,-0.0003171386197209358,-0.0001850128173828125,0.0283203125,0.01646202802658081,-0.04459635416666663,-0.0341796875,0.012059623375535011,0.005136668682098389,-0.008754551410675049,0.0005334019660949707,-0.002170845866203308,0.0015881434082984924,-0.009780198335647583,-0.0019006934016942978,-0.001721411943435669,0.004464268684387207,0.0018600821495056152,-0.019345238095238027,-0.004464268684387207,0.01416035182774067,0.0022355318069458008,-0.007541239261627197,0.0002678036689758301,-0.0006152689456939697,0.001731082797050476,-0.008336186408996582,0.010731428571428614
late,adamw,1e-06,adamw-lr1e-6,3,0.6,2345,2,0.4,1563,-0.06694087505340574,-0.0006912932360592094,0.25285360978760907,-0.2185194000058424,0.00021825674352611698,1.215699681617055e-06,0.005290178492426245,4.6446600699898144e-07,0.0009279054973055367,-0.00013309577479958534,-0.0001373887062072754,0.005859375,0.0046433210372924805,-0.0146484375,-0.0146484375,0.004595272243022919,-0.00024318695068359375,-0.005358695983886719,0.00036793947219848633,-0.0011674761772155762,0.0007994920015335083,-0.0057081133127212524,-0.0008109314367175102,-0.0007722377777099609,0.0,0.00047832727432250977,-0.008928571428571508,-0.013392865657806396,0.005634874105453491,-0.0009815692901611328,-0.00368654727935791,-2.3245811462402344e-06,-0.00029143691062927246,0.00022876262664794922,-0.0028394460678100586,0.002739285714285611
late,adamw,1e-06,adamw-lr1e-6,4,0.8,3126,3,0.6,2345,-0.03077388048172003,-0.000263461004351484,0.12886072845196406,-0.14284092157660855,0.00011122927170076477,6.147127419309228e-07,0.001628348414591918,2.2482973608198287e-07,0.00010981394804734923,-1.60830095410347e-05,1.0341405868530273e-05,0.0068359375,0.0031575560569763184,-0.0078125,-0.0087890625,0.0015803128480911255,-0.00047284364700317383,-0.002427041530609131,4.565715789794922e-05,-0.0004528611898422241,0.0005412697792053223,-0.0032218247652053833,-0.00027685798704624176,-0.00018909573554992676,0.004464268684387207,0.0014190077781677246,-0.005952380952380931,-0.004464268684387207,0.0019847191870212555,-0.0005058050155639648,-0.0014199614524841309,-9.495019912719727e-05,0.00024424493312835693,0.0011475980281829834,-0.002473771572113037,0.0034650000000000514
late,adamw,1e-06,adamw-lr1e-6,5,1.0,3907,4,0.8,3126,0.021625020503997838,-0.0001357499909317994,0.042269195156318995,-0.11047317386421952,3.6485752219762337e-05,1.8480029653766827e-07,0.0010049721216135454,6.637291952854563e-08,0.00013737413374816793,-9.065959602594376e-06,-1.5467405319213867e-05,0.001953125,0.0013508796691894531,-0.0026041666666666297,0.0,0.000494200736284256,-0.0002579689025878906,-0.000980973243713379,2.8431415557861328e-05,-0.0002194046974182129,0.0003300905227661133,-0.001270383596420288,-8.706003427505493e-05,-3.30805778503418e-05,0.0,0.000441133975982666,-0.004464285714285698,0.0,0.0005995109677314758,-0.00044423341751098633,-0.0007055997848510742,0.00012475252151489258,-0.00022798776626586914,9.22083854675293e-05,0.0005859136581420898,-0.0004507142857143043
late,adamw,3e-05,adamw-lr3e-5,2,0.4,1563,1,0.2,782,-0.05272786378860478,-0.1987141099132259,2.8963872953681093,,0.002501900337926863,4.085567705258697e-07,-0.014128316442835784,8.604872752636383e-07,-0.001730352535564951,0.001055383589118719,0.0007716119289398193,0.01953125,0.010995626449584961,-0.01041666666666663,-0.0068359375,0.0005696266889572144,0.0006903409957885742,-0.003850102424621582,0.00013327598571777344,0.00015854835510253906,0.0018132850527763367,-0.010954439640045166,0.001322166994214058,0.0014064311981201172,-0.008928537368774414,-0.005877971649169922,-0.004464285714285698,-0.008928537368774414,0.0006067417562007904,-0.009389519691467285,-0.00808030366897583,-0.0017417073249816895,0.003289356827735901,0.0015175342559814453,-0.011439278721809387,0.00027571428571426804
late,adamw,3e-05,adamw-lr3e-5,3,0.6,2345,2,0.4,1563,-0.027310461997985813,-0.14713542673939628,1.3912697746654352,-1.5391913989751638,0.0012025039192046748,1.2059481864223898e-06,-0.003402990353776808,7.520479593375873e-07,-0.000285968152098956,0.0004427754320204258,0.0004315674304962158,0.0146484375,0.00883781909942627,-0.0026041666666666297,-0.0009765625,-0.0005976147949695587,-0.0034608840942382812,-0.00475233793258667,0.0004158616065979004,-0.0007090866565704346,0.0004259645938873291,-0.0021848678588867188,0.0007435400038957596,0.0008537471294403076,0.008928537368774414,0.006994009017944336,0.007440476190476275,0.0,-0.0013369545340538025,0.0011704564094543457,-0.005948305130004883,0.0004334449768066406,-0.002010837197303772,0.0012788772583007812,-0.007302284240722656,0.0024885714285713956
late,adamw,3e-05,adamw-lr3e-5,4,0.8,3126,3,0.6,2345,-0.025293631553649887,-0.08940912855086935,0.578821193701943,-1.649113204670615,0.0005006184020931014,2.726504111039141e-06,-0.0003942501317849151,7.384964688245121e-07,1.3782976464177255e-06,0.0003335387445986271,0.00024065375328063965,0.0068359375,0.003678441047668457,-0.0013020833333333703,0.0009765625,-0.0008260086178779602,0.00196993350982666,-0.002554476261138916,-0.0001099705696105957,-0.000159338116645813,-0.0008404850959777832,0.002955317497253418,0.0005819350481033325,0.0005125105381011963,0.00892859697341919,0.004315555095672607,-0.005952380952380931,-0.022321462631225586,-0.0017896555364131927,-0.0007243752479553223,0.0009226799011230469,0.0003924369812011719,-0.0009183287620544434,-0.0014392584562301636,0.0066839903593063354,-0.0015021428571427853
late,adamw,3e-05,adamw-lr3e-5,5,1.0,3907,4,0.8,3126,0.011456568241119375,-0.02523006698629615,0.13477753291798678,-1.70815213455406,0.00011661739009204142,4.7285289050957857e-07,0.00047471333434556673,8.456608191140247e-08,6.608374884979618e-05,-0.00016154907643795013,-7.000565528869629e-05,-0.0009765625,-0.00048828125,-0.001953125,-0.001953125,0.00042558833956718445,0.001716017723083496,-0.0012807250022888184,-8.118152618408203e-05,-0.0003354698419570923,0.0011789128184318542,-0.003185972571372986,-0.00013938359916210175,-4.610419273376465e-05,0.0,-0.00037217140197753906,-0.007440476190476164,0.0,0.0006278194487094879,0.0032628774642944336,-0.002003490924835205,0.00024765729904174805,-0.0006366521120071411,0.0007638633251190186,-0.006167516112327576,0.0021292857142857224
late,adamw,3e-06,adamw-lr3e-6,2,0.4,1563,1,0.2,782,-0.09253448247909546,-0.0019565387553939217,0.697642519166418,,0.000602188788185737,2.709043057852467e-06,0.0018894364011479148,9.80939158304328e-07,-0.00030459328131241664,0.00016766181215643883,0.0002455413341522217,0.0146484375,0.007926523685455322,-0.03776041666666663,-0.0205078125,0.003729216754436493,-0.006096065044403076,-0.0125008225440979,-0.00019884109497070312,-0.0012906938791275024,0.0021040141582489014,-0.01420566439628601,-0.000519830733537674,-0.0005147457122802734,-0.004464268684387207,-0.002184271812438965,-0.0267857142857143,-0.00892859697341919,0.004862472414970398,-0.008520185947418213,-0.007972121238708496,-0.0005081295967102051,0.0010127127170562744,0.0014481544494628906,-0.014352858066558838,0.010492857142857193
late,adamw,3e-06,adamw-lr3e-6,3,0.6,2345,2,0.4,1563,-0.03835191488265993,-0.0012588859094648797,0.3637703876927856,-0.3490203884864407,0.0003139994006834941,1.1629878199637123e-06,-0.003424660327600304,3.7957620333678443e-07,-0.0008551547164346446,0.0002841576933860779,0.00026726722717285156,0.0068359375,0.004443347454071045,-0.01432291666666663,-0.009765625,-0.0011305063962936401,-0.004403829574584961,-0.005638003349304199,3.832578659057617e-05,-0.00019362568855285645,0.000729978084564209,-0.005040004849433899,0.0002679424360394478,0.0001698136329650879,0.0,-0.0005687475204467773,-0.013392857142857095,0.0,-0.0011680945754051208,-0.005165457725524902,-0.0038976669311523438,-0.0005828738212585449,0.0009252876043319702,0.0007807612419128418,-0.004240363836288452,0.0022599999999999287
late,adamw,3e-06,adamw-lr3e-6,4,0.8,3126,3,0.6,2345,-0.025503063201904264,-0.00047467148829127837,0.18999041629681646,-0.247130944350749,0.0001639958608387719,5.586341740582146e-07,-0.001376108311236246,1.7052167717787614e-07,-0.00047336380809227113,0.00020281923934817314,0.00013646483421325684,0.0068359375,0.004045724868774414,-0.0032552083333333703,-0.0029296875,-0.0012013055384159088,-0.0015442967414855957,-0.0021160244941711426,-5.161762237548828e-05,4.2319297790527344e-05,0.00032714754343032837,-0.0027194619178771973,0.0002946294844150543,0.00030612945556640625,0.0,-0.0002231597900390625,-0.0014880952380953438,0.0,-0.001466318964958191,-0.0021139979362487793,-0.0011944174766540527,-0.000392913818359375,0.0005752742290496826,0.0008604824542999268,-0.0028007328510284424,0.0030400000000000427
late,adamw,3e-06,adamw-lr3e-6,5,1.0,3907,4,0.8,3126,0.01838610649108885,-0.00015719392536084342,0.06305220939040446,-0.22414216213284352,5.442541295541019e-05,1.884259801521182e-07,0.000341884752008359,5.479613169809272e-08,-4.842972014355851e-06,4.024989902973175e-05,6.458163261413574e-05,0.0009765625,0.0003255605697631836,-0.0032552083333333703,0.0,-0.00019278377294540405,-0.0007264018058776855,-0.0016973018646240234,-9.614229202270508e-05,0.00023259222507476807,0.00042062997817993164,-0.0006356090307235718,5.4448843002319336e-05,0.00016233325004577637,0.0,0.0003719329833984375,0.0,0.0,-0.00023800134658813477,-0.0007905960083007812,-0.001635432243347168,0.00012129545211791992,-5.498528480529785e-06,7.048249244689941e-05,-0.0012405365705490112,-0.00021785714285715851
late,muon,0.001,muon-lr1e-3,2,0.4,1563,1,0.2,782,-0.044820296764373824,-6.383498283011704,17.020927002456155,,0.015048131627542968,-0.00026998791425306146,-0.006674034520983696,-2.0736198434061215e-05,-0.00046275078224386826,0.0008661225438117981,0.0008761286735534668,0.009765625,0.006111621856689453,-0.00618489583333337,-0.001953125,0.0027273446321487427,-0.002120494842529297,0.008346855640411377,-0.0009316802024841309,0.0038400590419769287,-0.000301949679851532,-0.0010106414556503296,0.0006057796999812126,0.0012127459049224854,-0.004464268684387207,-0.0020089149475097656,-0.016369047619047672,0.004464268684387207,0.0028077811002731323,-0.007699847221374512,0.0027944445610046387,-0.000746607780456543,0.002168223261833191,0.001181483268737793,-0.008198529481887817,0.005358571428571435
late,muon,0.001,muon-lr1e-3,3,0.6,2345,2,0.4,1563,-0.028052768707275383,-4.644624672327382,7.506449943889656,-11.085781889026507,0.006781385852336341,-0.00013410736293714698,-0.0051103131198149965,-1.101992665765092e-05,-0.00026571249370189315,0.00042972806841135025,0.00024142861366271973,0.017578125,0.008626222610473633,-0.00423177083333337,0.0068359375,0.000948738306760788,0.003248453140258789,-0.0033739209175109863,0.001205146312713623,-0.0061064958572387695,0.0012887045741081238,-0.004248589277267456,0.0005544088780879974,0.0005753040313720703,0.017857134342193604,0.011049032211303711,0.011904761904761973,-0.013392806053161621,-0.00025659799575805664,0.007955431938171387,-0.002818763256072998,0.002653360366821289,-0.009396880865097046,0.0001353919506072998,-0.0030836164951324463,0.0011128571428571377
late,muon,0.001,muon-lr1e-3,4,0.8,3126,3,0.6,2345,-0.03524295449256895,-2.8350036534020546,2.8977887068386963,-10.993209615054745,0.0026874511674685117,-4.2907315938867097e-05,-0.0036140941581464525,-4.528912112992944e-06,-0.00016692487453234817,0.0006692735478281975,0.0005235373973846436,0.013671875,0.008829772472381592,-0.0107421875,-0.00390625,-0.0019468925893306732,0.005246341228485107,0.0010963082313537598,-0.000731050968170166,0.00307600200176239,-0.0007586926221847534,0.0025687813758850098,0.0010208450257778168,0.0007675290107727051,-0.004464268684387207,-0.0013020038604736328,-0.01041666666666674,0.0,-0.004518251866102219,-0.001444399356842041,0.0059084296226501465,-0.0009250044822692871,0.0029465407133102417,6.617605686187744e-05,0.007966622710227966,0.0027778571428571652
late,muon,0.001,muon-lr1e-3,5,1.0,3907,4,0.8,3126,0.007288348674774153,-0.9622543005257285,0.5640297185404677,-10.822988811223533,0.0005464507554608644,-3.912003043504697e-06,-0.001353212442986168,-8.018089727272748e-07,-4.336392795816629e-05,-0.00010250601917505264,-0.0001519918441772461,0.005859375,0.003710925579071045,0.005533854166666741,-0.00390625,-0.0005549527704715729,0.010657966136932373,0.004723072052001953,0.0004463791847229004,-0.0013554394245147705,0.0010993480682373047,-0.005261287093162537,-4.388205707073212e-05,-0.0001430213451385498,0.0,0.00010627508163452148,0.01041666666666674,0.0,0.0005693137645721436,0.010813534259796143,0.0020846128463745117,-0.00044929981231689453,0.00035056471824645996,0.0018818378448486328,-0.005323067307472229,-0.0014221428571429273
late,muon,0.0001,muon-lr1e-4,2,0.4,1563,1,0.2,782,-0.08442425966262818,-0.7033916687098554,2.3533760801570285,,0.002036378220506744,1.0172831502175406e-06,-0.0009276826024294527,1.838814248054932e-07,0.00012199450931685979,0.0007939585484564304,0.0007013678550720215,0.01953125,0.011556029319763184,-0.02766927083333337,-0.009765625,-0.0021105892956256866,-0.0029189586639404297,-0.007383823394775391,-0.0010089278221130371,0.0019229799509048462,0.0022644400596618652,-0.014264598488807678,0.0007612733170390129,0.0008413791656494141,0.00892859697341919,0.004161357879638672,-0.028273809523809534,-0.017857134342193604,-0.0020101256668567657,-0.01004016399383545,-0.008936583995819092,-0.0007786154747009277,0.002208903431892395,0.001910969614982605,-0.013928160071372986,0.009626428571428591
late,muon,0.0001,muon-lr1e-4,3,0.6,2345,2,0.4,1563,-0.02644517660140988,-0.503679901396481,1.1454110027034208,-1.365178115592447,0.000993042936037216,4.4987362654569374e-07,-0.0012774006687702455,-1.7053661818117183e-07,2.2108661618461256e-05,0.00042195292189717293,0.0004253387451171875,0.01171875,0.007080018520355225,-0.01009114583333337,-0.00390625,-0.0014339610934257507,0.002429366111755371,-0.002891242504119873,6.258487701416016e-06,-0.0005942881107330322,0.0007369890809059143,-0.004632294178009033,0.00047076214104890823,0.0003732740879058838,-0.004464328289031982,-0.003125011920928955,-0.0029761904761904656,0.008928537368774414,-0.0017456412315368652,-3.6656856536865234e-05,-0.006710350513458252,-0.00013846158981323242,-0.0004537254571914673,0.0008081197738647461,-0.0022036582231521606,0.0030614285714285483
late,muon,0.0001,muon-lr1e-4,4,0.8,3126,3,0.6,2345,-0.024555578231811537,-0.30074559305512594,0.5137156683991524,-1.2317149569507628,0.0004461628537914177,1.3273986265716076e-06,-0.0006287378024927293,8.16152336442777e-08,0.00016275072659560283,0.0002860911190509796,0.00022920966148376465,0.0029296875,0.001969456672668457,-0.0078125,0.0029296875,-0.001116134226322174,0.0011391639709472656,-0.0006665587425231934,0.00012314319610595703,-0.0005449205636978149,-0.0002891719341278076,-0.0006405115127563477,0.00045765191316604614,0.00020828843116760254,0.0,-0.0002232193946838379,-0.007440476190476164,-0.008928537368774414,-0.0016074851155281067,-0.0001399517059326172,-0.00041878223419189453,6.365776062011719e-05,-0.00037126243114471436,-0.0005800873041152954,-0.0007659792900085449,0.0003942857142857914
late,muon,0.0001,muon-lr1e-4,5,1.0,3907,4,0.8,3126,0.01677788019180293,-0.10743604921754013,0.13918639703813618,-1.153352295223455,0.00012110075545757482,3.6265800662516057e-07,-9.359257983015956e-05,2.4194465601118376e-08,0.00011150312316130645,2.9589515179395676e-05,-2.9802322387695312e-06,0.0,0.0009439587593078613,0.0016276041666666297,-0.00390625,-0.00010509416460990906,0.00018095970153808594,-0.0015425682067871094,-0.0001842975616455078,0.000188484787940979,0.0003876537084579468,-0.0017636418342590332,6.831903010606766e-05,0.00012639164924621582,0.0,0.0007441043853759766,0.0,0.008928537368774414,-0.0001649707555770874,-9.059906005859375e-05,-0.002295553684234619,-0.00020945072174072266,0.00023320317268371582,-2.73287296295166e-05,-0.0017584115266799927,0.0003642857142857059
late,muon,0.003,muon-lr3e-3,2,0.4,1563,1,0.2,782,-0.06487804174423217,-15.311278977307438,47.760987583929165,,0.04371455412307519,-0.002400843914657974,-0.008876297822132478,-0.00018164420619925722,-0.0005871854812145895,0.0010678423568606377,0.0006803572177886963,0.0205078125,0.013711392879486084,-0.0009765625,0.0107421875,-0.0005069039762020111,0.011231660842895508,0.012199580669403076,-0.0018525123596191406,0.005388587713241577,0.000566631555557251,0.008584842085838318,0.0008019134402275085,0.0007364153861999512,-0.026785731315612793,-0.011952579021453857,0.011904761904761862,0.004464268684387207,-0.0017741098999977112,-0.02174079418182373,0.002153158187866211,-0.0071648359298706055,0.01938687264919281,-0.004418075084686279,0.003291204571723938,-0.001975714285714303
late,muon,0.003,muon-lr3e-3,3,0.6,2345,2,0.4,1563,-0.0408263063430786,-11.641844374795028,20.258205486587116,-32.104115079923716,0.019665379270567884,-0.0011912898862744548,-0.006285227456672926,-9.943295100873009e-05,-0.00031801822899098567,0.00032592611387372017,0.0004943609237670898,0.0224609375,0.013499736785888672,0.0013020833333333703,0.015625,-0.00029090791940689087,0.023322463035583496,0.015331029891967773,0.0013965368270874023,-0.0069694072008132935,0.0005013570189476013,-0.013062596321105957,0.0007466739043593407,0.00031065940856933594,0.01785719394683838,0.016326427459716797,0.011904761904761862,0.0,-0.001445583999156952,0.024454176425933838,0.008969604969024658,0.003741323947906494,-0.013844236731529236,0.006609424948692322,-0.014778226613998413,0.003990714285714292
late,muon,0.003,muon-lr3e-3,4,0.8,3126,3,0.6,2345,-0.05811713695526122,-7.506090859395044,7.382809232414587,-32.12193035104455,0.007779817569440961,-0.00040514211364608976,-0.004041172603872378,-3.620043875061929e-05,-0.0001701810397207737,0.0010227984748780727,0.0009140074253082275,0.01953125,0.011831581592559814,-0.004557291666666741,0.001953125,-0.003769848495721817,0.007828950881958008,0.023701190948486328,-0.0008733868598937988,0.0025950074195861816,-0.0025606676936149597,0.00892852246761322,0.0015239054337143898,0.001550912857055664,-0.004464328289031982,-0.004395127296447754,-0.019345238095238027,0.008928537368774414,-0.005681328475475311,0.007709503173828125,0.03008401393890381,-0.00013256072998046875,0.002718701958656311,-0.006857335567474365,0.009028658270835876,0.008655714285714322
late,muon,0.003,muon-lr3e-3,5,1.0,3907,4,0.8,3126,-0.02058128833770756,-2.6723830267251287,1.2160438247666434,-31.411277547603326,0.0015191779862237798,-4.0605086534417634e-05,-0.001568012796143159,-3.839023710094924e-06,-5.676676544116854e-05,0.0004922486841678619,0.00022855401039123535,0.021484375,0.011988461017608643,0.00846354166666674,0.0029296875,-0.00026552751660346985,0.016397476196289062,0.017289340496063232,0.0006658434867858887,-0.0020291507244110107,0.000944674015045166,-0.0021349340677261353,0.0005941931158304214,0.0007461011409759521,0.013392865657806396,0.009236752986907959,0.011904761904761862,-0.013392806053161621,-0.0007881596684455872,0.01960688829421997,0.013261079788208008,-0.0009649991989135742,0.0005412846803665161,0.003335312008857727,-0.0027357488870620728,0.008242142857142865
late,muon,0.0003,muon-lr3e-4,2,0.4,1563,1,0.2,782,-0.056198179721832275,-2.053955628017775,5.694860077665224,,0.004953023767576793,-1.9865787842049398e-05,-0.005054332196393729,-2.123398038952201e-06,-0.000434019249231421,0.0010127760469913483,0.000861823558807373,0.0126953125,0.007640540599822998,-0.01334635416666674,0.0009765625,0.0006724037230014801,0.008443832397460938,-0.0027313828468322754,5.5909156799316406e-05,-0.000512048602104187,0.0012425035238265991,-0.013108879327774048,0.0011809030547738075,0.001240372657775879,-0.004464268684387207,-0.003831803798675537,-0.0014880952380953438,-0.022321462631225586,0.0011286474764347076,-0.003201603889465332,-0.008654177188873291,-0.0018934011459350586,0.003537997603416443,0.0008547604084014893,-0.011517241597175598,0.002295000000000047
late,muon,0.0003,muon-lr3e-4,3,0.6,2345,2,0.4,1563,-0.023286778926849383,-1.4768813455648342,2.6491833121705355,-3.5472211134937304,0.002318571704817144,-9.336165167433963e-06,-0.003412753358523174,-9.86945441858178e-07,-9.658311887141002e-05,0.00046922825276851654,0.00034672021865844727,0.015625,0.009221434593200684,-0.0003255208333332593,-0.0078125,0.0002493858337402344,0.0028456449508666992,-0.0016103386878967285,0.0006235241889953613,-0.0021515637636184692,0.0005404427647590637,-0.0017203092575073242,0.00048780255019664764,0.0008193552494049072,0.013392865657806396,0.007658421993255615,-0.0014880952380951218,-0.013392865657806396,-0.0005814768373966217,0.004628598690032959,-0.004870176315307617,0.001513361930847168,-0.0041949450969696045,0.0014724582433700562,-0.003473833203315735,0.00018285714285715127
