model_family,scope,optimizer,analysis,bridge,predictor,outcome,observations,spearman_rho
late,optimizer,normuon,checkpoint_levels,weight-to-representation,reference_delta_row_cv_parameter_weighted,unseen_query_normalized_effective_rank,20,0.7157894736842105
late,optimizer,normuon,checkpoint_levels,weight-to-representation,reference_delta_top_1pct_row_energy_parameter_weighted,unseen_margin_mean,20,0.3879699248120301
late,optimizer,normuon,checkpoint_levels,weight-to-representation,reference_delta_top_1pct_row_energy_parameter_weighted,unseen_query_normalized_effective_rank,20,0.7548872180451128
late,optimizer,normuon,checkpoint_levels,objective-to-retrieval,mean_training_loss,mean_beir_ndcg_at_10,20,-0.8015037593984963
late,optimizer,normuon,checkpoint_levels,representation-to-retrieval,training_margin_mean,mean_beir_ndcg_at_10,20,0.5052631578947369
late,optimizer,normuon,checkpoint_levels,representation-to-retrieval,training_query_normalized_effective_rank,mean_beir_ndcg_at_10,20,0.8180451127819549
late,optimizer,normuon,checkpoint_levels,representation-to-retrieval,unseen_margin_mean,mean_beir_ndcg_at_10,20,0.9669172932330827
late,optimizer,normuon,checkpoint_levels,representation-to-retrieval,unseen_query_normalized_effective_rank,mean_beir_ndcg_at_10,20,0.48721804511278194
late,optimizer,normuon,checkpoint_levels,representation-to-retrieval,unseen_reference_score_drift_rms,mean_beir_ndcg_at_10,20,-0.6571428571428571
late,optimizer,normuon,checkpoint_levels,token-utilization-to-retrieval,unseen_token_evidence_entropy_mean,mean_beir_ndcg_at_10,20,-0.6030075187969924
late,optimizer,normuon,checkpoint_levels,token-utilization-to-retrieval,unseen_document_token_coverage_mean,mean_beir_ndcg_at_10,20,-0.20150375939849624
late,optimizer,normuon,checkpoint_levels,token-utilization-to-retrieval,unseen_repeated_token_dominance_mean,mean_beir_ndcg_at_10,20,0.24360902255639097
late,optimizer,normuon,within_run_first_differences,weight-to-representation,reference_displacement_to_weight_ratio,unseen_margin_mean,16,0.5794117647058824
late,optimizer,normuon,within_run_first_differences,weight-to-representation,reference_displacement_to_weight_ratio,unseen_query_normalized_effective_rank,16,-0.3058823529411765
late,optimizer,normuon,within_run_first_differences,weight-to-representation,reference_delta_row_cv_parameter_weighted,unseen_margin_mean,16,0.21176470588235294
late,optimizer,normuon,within_run_first_differences,weight-to-representation,reference_delta_row_cv_parameter_weighted,unseen_query_normalized_effective_rank,16,-0.27941176470588236
late,optimizer,normuon,within_run_first_differences,weight-to-representation,reference_delta_top_1pct_row_energy_parameter_weighted,unseen_margin_mean,16,0.2529411764705882
late,optimizer,normuon,within_run_first_differences,weight-to-representation,reference_delta_top_1pct_row_energy_parameter_weighted,unseen_query_normalized_effective_rank,16,-0.22941176470588234
late,optimizer,normuon,within_run_first_differences,objective-to-retrieval,mean_training_loss,mean_beir_ndcg_at_10,16,-0.32941176470588235
late,optimizer,normuon,within_run_first_differences,representation-to-retrieval,training_margin_mean,mean_beir_ndcg_at_10,16,0.5264705882352941
late,optimizer,normuon,within_run_first_differences,representation-to-retrieval,training_query_normalized_effective_rank,mean_beir_ndcg_at_10,16,-0.3941176470588235
late,optimizer,normuon,within_run_first_differences,representation-to-retrieval,unseen_margin_mean,mean_beir_ndcg_at_10,16,0.45
late,optimizer,normuon,within_run_first_differences,representation-to-retrieval,unseen_query_normalized_effective_rank,mean_beir_ndcg_at_10,16,-0.4147058823529412
late,optimizer,normuon,within_run_first_differences,representation-to-retrieval,unseen_reference_score_drift_rms,mean_beir_ndcg_at_10,16,-0.31470588235294117
late,optimizer,normuon,within_run_first_differences,token-utilization-to-retrieval,unseen_token_evidence_entropy_mean,mean_beir_ndcg_at_10,16,-0.2323529411764706
late,optimizer,normuon,within_run_first_differences,token-utilization-to-retrieval,unseen_document_token_coverage_mean,mean_beir_ndcg_at_10,16,-0.0029411764705882353
late,optimizer,normuon,within_run_first_differences,token-utilization-to-retrieval,unseen_repeated_token_dominance_mean,mean_beir_ndcg_at_10,16,-0.07352941176470588
