defined_parameter_fraction,defined_parameters,defined_tensors,displacement_kind,first_learning_rate,first_optimizer,first_run_id,left_subspace_overlap,mean_subspace_overlap,progress_fraction,right_subspace_overlap,second_learning_rate,second_optimizer,second_run_id,stage,step,undefined_zero_parameters
1.0,110297088,88,saved_segment,0.003,muon,verified-v3-muon-3e-3,0.0190359276774175,0.03382064703164652,0.4,0.04860536638587554,0.0001,normuon,verified-v3-normuon-1e-4,2,1563,0
1.0,110297088,88,saved_segment,0.003,muon,verified-v3-muon-3e-3,0.025650072290019237,0.04790772835071632,0.4,0.0701653844114134,0.0003,normuon,verified-v3-normuon-3e-4,2,1563,0
1.0,110297088,88,saved_segment,0.003,muon,verified-v3-muon-3e-3,0.036157999018376526,0.05925279838795012,0.4,0.0823475977575237,0.001,normuon,verified-v3-normuon-1e-3,2,1563,0
1.0,110297088,88,saved_segment,0.003,muon,verified-v3-muon-3e-3,0.06814991525389294,0.09011848876501787,0.4,0.1120870622761428,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,saved_segment,0.0001,normuon,verified-v3-normuon-1e-4,0.2913056169761056,0.29571107019954185,0.4,0.3001165234229781,0.0003,normuon,verified-v3-normuon-3e-4,2,1563,0
1.0,110297088,88,saved_segment,0.0001,normuon,verified-v3-normuon-1e-4,0.08114351984611488,0.09081237420519406,0.4,0.10048122856427323,0.001,normuon,verified-v3-normuon-1e-3,2,1563,0
1.0,110297088,88,saved_segment,0.0001,normuon,verified-v3-normuon-1e-4,0.02701584837414364,0.03987118970343773,0.4,0.052726531032731824,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,saved_segment,0.0003,normuon,verified-v3-normuon-3e-4,0.24104778990547926,0.255260347005199,0.4,0.2694729041049187,0.001,normuon,verified-v3-normuon-1e-3,2,1563,0
1.0,110297088,88,saved_segment,0.0003,normuon,verified-v3-normuon-3e-4,0.03817524592626222,0.058314901154069974,0.4,0.07845455638187773,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,saved_segment,0.001,normuon,verified-v3-normuon-1e-3,0.05716088635319057,0.0787064450877634,0.4,0.10025200382233622,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.7830098880166039,0.8214805395526682,0.4,0.8599511910887325,3e-06,adamw,verified-v3-adamw-3e-6,2,1563,0
1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.45273583266824324,0.5477378055612672,0.4,0.642739778454291,1e-05,adamw,verified-v3-adamw-1e-5,2,1563,0
1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.24393800271545502,0.3494921958741338,0.4,0.4550463890328127,3e-05,adamw,verified-v3-adamw-3e-5,2,1563,0
1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.2929204604364334,0.31736018819445594,0.4,0.3417999159524785,0.0001,muon,verified-v3-muon-1e-4,2,1563,0
1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.09994779535155883,0.11687281719822297,0.4,0.13379783904488712,0.0003,muon,verified-v3-muon-3e-4,2,1563,0
1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.026997226873103946,0.032338198289315015,0.4,0.037679169705526074,0.001,muon,verified-v3-muon-1e-3,2,1563,0
1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.016778315427429216,0.02017218248301091,0.4,0.023566049538592603,0.003,muon,verified-v3-muon-3e-3,2,1563,0
1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.31892988826820556,0.3316978887121945,0.4,0.3444658891561835,0.0001,normuon,verified-v3-normuon-1e-4,2,1563,0
1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.10978147230126004,0.1230525943664784,0.4,0.13632371643169677,0.0003,normuon,verified-v3-normuon-3e-4,2,1563,0
1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.030781704120656703,0.034244773613119665,0.4,0.03770784310558263,0.001,normuon,verified-v3-normuon-1e-3,2,1563,0
1.0,110297088,88,cumulative,1e-06,adamw,verified-v3-adamw-1e-6,0.019470262460729335,0.021650032013316046,0.4,0.023829801565902756,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.6750561445154608,0.7303142506171038,0.4,0.7855723567187467,1e-05,adamw,verified-v3-adamw-1e-5,2,1563,0
1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.3619120357269272,0.4526102393267945,0.4,0.5433084429266618,3e-05,adamw,verified-v3-adamw-3e-5,2,1563,0
1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.3868799540288946,0.3977486490804881,0.4,0.40861734413208173,0.0001,muon,verified-v3-muon-1e-4,2,1563,0
1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.13533631767978005,0.14977021337073435,0.4,0.16420410906168867,0.0003,muon,verified-v3-muon-3e-4,2,1563,0
1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.031733867064875396,0.03695969523383892,0.4,0.04218552340280245,0.001,muon,verified-v3-muon-1e-3,2,1563,0
1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.017589731201688875,0.02105090064668958,0.4,0.02451207009169029,0.003,muon,verified-v3-muon-3e-3,2,1563,0
1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.4162801356717227,0.4125645789392492,0.4,0.40884902220677566,0.0001,normuon,verified-v3-normuon-1e-4,2,1563,0
1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.14828065372405844,0.1573732715637926,0.4,0.1664658894035268,0.0003,normuon,verified-v3-normuon-3e-4,2,1563,0
1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.03629740834096696,0.039205191711730814,0.4,0.042112975082494675,0.001,normuon,verified-v3-normuon-1e-3,2,1563,0
1.0,110297088,88,cumulative,3e-06,adamw,verified-v3-adamw-3e-6,0.020986793189244794,0.02265866943958768,0.4,0.024330545689930573,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.6332212960656314,0.6844825349389551,0.4,0.7357437738122787,3e-05,adamw,verified-v3-adamw-3e-5,2,1563,0
1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.39803255584469455,0.40545660839042563,0.4,0.4128806609361567,0.0001,muon,verified-v3-muon-1e-4,2,1563,0
1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.18902721307813164,0.19870477098035302,0.4,0.2083823288825744,0.0003,muon,verified-v3-muon-3e-4,2,1563,0
1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.04180563327901185,0.046780229182565275,0.4,0.0517548250861187,0.001,muon,verified-v3-muon-1e-3,2,1563,0
1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.019590642537304106,0.023118963679248955,0.4,0.026647284821193804,0.003,muon,verified-v3-muon-3e-3,2,1563,0
1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.4085382250222293,0.4032652533070289,0.4,0.3979922815918285,0.0001,normuon,verified-v3-normuon-1e-4,2,1563,0
1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.20416675229123568,0.20650220700205965,0.4,0.20883766171288362,0.0003,normuon,verified-v3-normuon-3e-4,2,1563,0
1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.048239137618777586,0.049967066638849,0.4,0.05169499565892041,0.001,normuon,verified-v3-normuon-1e-3,2,1563,0
1.0,110297088,88,cumulative,1e-05,adamw,verified-v3-adamw-1e-5,0.02344090255963452,0.02490059370025594,0.4,0.026360284840877362,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.25726174328097684,0.27628718017734943,0.4,0.2953126170737221,0.0001,muon,verified-v3-muon-1e-4,2,1563,0
1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.20097208429466595,0.20784690647440798,0.4,0.21472172865415,0.0003,muon,verified-v3-muon-3e-4,2,1563,0
1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.060545111005318994,0.06432892045972341,0.4,0.06811272991412783,0.001,muon,verified-v3-muon-1e-3,2,1563,0
1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.02211259118714594,0.02621370112961706,0.4,0.03031481107208818,0.003,muon,verified-v3-muon-3e-3,2,1563,0
1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.26065165987786126,0.2705521183337439,0.4,0.2804525767896265,0.0001,normuon,verified-v3-normuon-1e-4,2,1563,0
1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.2126149762282397,0.2124163749463418,0.4,0.2122177736644439,0.0003,normuon,verified-v3-normuon-3e-4,2,1563,0
1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.0716118146989116,0.07118139305415956,0.4,0.07075097140940753,0.001,normuon,verified-v3-normuon-1e-3,2,1563,0
1.0,110297088,88,cumulative,3e-05,adamw,verified-v3-adamw-3e-5,0.028015922386458215,0.028997055337052133,0.4,0.029978188287646056,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,cumulative,0.0001,muon,verified-v3-muon-1e-4,0.4083974978981171,0.4205651358168393,0.4,0.43273277373556146,0.0003,muon,verified-v3-muon-3e-4,2,1563,0
1.0,110297088,88,cumulative,0.0001,muon,verified-v3-muon-1e-4,0.0867852711063974,0.09367637008050068,0.4,0.10056746905460395,0.001,muon,verified-v3-muon-1e-3,2,1563,0
1.0,110297088,88,cumulative,0.0001,muon,verified-v3-muon-1e-4,0.029465378316886285,0.036686453141550966,0.4,0.04390752796621565,0.003,muon,verified-v3-muon-3e-3,2,1563,0
1.0,110297088,88,cumulative,0.0001,muon,verified-v3-muon-1e-4,0.8051607594451803,0.8207379389096071,0.4,0.836315118374034,0.0001,normuon,verified-v3-normuon-1e-4,2,1563,0
1.0,110297088,88,cumulative,0.0001,muon,verified-v3-muon-1e-4,0.3811755644127647,0.39971468079695727,0.4,0.41825379718114986,0.0003,normuon,verified-v3-normuon-3e-4,2,1563,0
1.0,110297088,88,cumulative,0.0001,muon,verified-v3-muon-1e-4,0.08157140156005156,0.09058814416116572,0.4,0.09960488676227988,0.001,normuon,verified-v3-normuon-1e-3,2,1563,0
1.0,110297088,88,cumulative,0.0001,muon,verified-v3-muon-1e-4,0.027383796517104708,0.035888100219741065,0.4,0.04439240392237742,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,cumulative,0.0003,muon,verified-v3-muon-3e-4,0.24970032796662123,0.2594397517050651,0.4,0.26917917544350906,0.001,muon,verified-v3-muon-1e-3,2,1563,0
1.0,110297088,88,cumulative,0.0003,muon,verified-v3-muon-3e-4,0.04818169209847157,0.06406844553741861,0.4,0.07995519897636565,0.003,muon,verified-v3-muon-3e-3,2,1563,0
1.0,110297088,88,cumulative,0.0003,muon,verified-v3-muon-3e-4,0.34579198261633276,0.363465953438996,0.4,0.3811399242616592,0.0001,normuon,verified-v3-normuon-1e-4,2,1563,0
1.0,110297088,88,cumulative,0.0003,muon,verified-v3-muon-3e-4,0.6679245973015852,0.6784396923799566,0.4,0.688954787458328,0.0003,normuon,verified-v3-normuon-3e-4,2,1563,0
1.0,110297088,88,cumulative,0.0003,muon,verified-v3-muon-3e-4,0.23859258346697865,0.25001893326002644,0.4,0.2614452830530743,0.001,normuon,verified-v3-normuon-1e-3,2,1563,0
1.0,110297088,88,cumulative,0.0003,muon,verified-v3-muon-3e-4,0.04663078754861406,0.06336644939819282,0.4,0.08010211124777157,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,cumulative,0.001,muon,verified-v3-muon-1e-3,0.07724000230670612,0.09692239705572792,0.4,0.1166047918047497,0.003,muon,verified-v3-muon-3e-3,2,1563,0
1.0,110297088,88,cumulative,0.001,muon,verified-v3-muon-1e-3,0.07448135266568572,0.08365583640926662,0.4,0.09283032015284752,0.0001,normuon,verified-v3-normuon-1e-4,2,1563,0
1.0,110297088,88,cumulative,0.001,muon,verified-v3-muon-1e-3,0.20068722552953558,0.21442892147417375,0.4,0.22817061741881192,0.0003,normuon,verified-v3-normuon-3e-4,2,1563,0
1.0,110297088,88,cumulative,0.001,muon,verified-v3-muon-1e-3,0.501109732504197,0.5100525751470882,0.4,0.5189954177899794,0.001,normuon,verified-v3-normuon-1e-3,2,1563,0
1.0,110297088,88,cumulative,0.001,muon,verified-v3-muon-1e-3,0.0805956681861597,0.10177697896718342,0.4,0.12295828974820713,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,cumulative,0.003,muon,verified-v3-muon-3e-3,0.02602590790845175,0.03486611174399601,0.4,0.04370631557954027,0.0001,normuon,verified-v3-normuon-1e-4,2,1563,0
1.0,110297088,88,cumulative,0.003,muon,verified-v3-muon-3e-3,0.04172882961637196,0.06016707968683963,0.4,0.0786053297573073,0.0003,normuon,verified-v3-normuon-3e-4,2,1563,0
1.0,110297088,88,cumulative,0.003,muon,verified-v3-muon-3e-3,0.06500455262986096,0.08730870953457241,0.4,0.10961286643928385,0.001,normuon,verified-v3-normuon-1e-3,2,1563,0
1.0,110297088,88,cumulative,0.003,muon,verified-v3-muon-3e-3,0.14253290730682924,0.16158464236214837,0.4,0.1806363774174675,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,cumulative,0.0001,normuon,verified-v3-normuon-1e-4,0.40158729247230895,0.4160636394897247,0.4,0.43053998650714037,0.0003,normuon,verified-v3-normuon-3e-4,2,1563,0
1.0,110297088,88,cumulative,0.0001,normuon,verified-v3-normuon-1e-4,0.08954515567119109,0.0969659994919112,0.4,0.10438684331263132,0.001,normuon,verified-v3-normuon-1e-3,2,1563,0
1.0,110297088,88,cumulative,0.0001,normuon,verified-v3-normuon-1e-4,0.032394116913730446,0.03954110130478434,0.4,0.046688085695838225,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,cumulative,0.0003,normuon,verified-v3-normuon-3e-4,0.26405755430459976,0.27485888305912043,0.4,0.2856602118136411,0.001,normuon,verified-v3-normuon-1e-3,2,1563,0
1.0,110297088,88,cumulative,0.0003,normuon,verified-v3-normuon-3e-4,0.05571041942479457,0.0711490451482767,0.4,0.08658767087175884,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,cumulative,0.001,normuon,verified-v3-normuon-1e-3,0.09473280843725816,0.11527763769269626,0.4,0.13582246694813438,0.003,normuon,verified-v3-normuon-3e-3,2,1563,0
1.0,110297088,88,saved_segment,1e-06,adamw,verified-v3-adamw-1e-6,0.46481219069524243,0.5673195737648138,0.6,0.6698269568343851,3e-06,adamw,verified-v3-adamw-3e-6,3,2345,0
1.0,110297088,88,saved_segment,1e-06,adamw,verified-v3-adamw-1e-6,0.17210323092612353,0.2955887136174077,0.6,0.41907419630869186,1e-05,adamw,verified-v3-adamw-1e-5,3,2345,0
1.0,110297088,88,saved_segment,1e-06,adamw,verified-v3-adamw-1e-6,0.11030175750029278,0.20977697229600525,0.6,0.30925218709171776,3e-05,adamw,verified-v3-adamw-3e-5,3,2345,0
1.0,110297088,88,saved_segment,1e-06,adamw,verified-v3-adamw-1e-6,0.06079946578863789,0.07199031300344728,0.6,0.08318116021825668,0.0001,muon,verified-v3-muon-1e-4,3,2345,0
1.0,110297088,88,saved_segment,1e-06,adamw,verified-v3-adamw-1e-6,0.021073585525553495,0.023748387388367067,0.6,0.02642318925118064,0.0003,muon,verified-v3-muon-3e-4,3,2345,0
1.0,110297088,88,saved_segment,1e-06,adamw,verified-v3-adamw-1e-6,0.01614352444654958,0.017961704568130607,0.6,0.019779884689711633,0.001,muon,verified-v3-muon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,1e-06,adamw,verified-v3-adamw-1e-6,0.014156904592014411,0.01625677742895715,0.6,0.01835665026589989,0.003,muon,verified-v3-muon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,1e-06,adamw,verified-v3-adamw-1e-6,0.06895106631445694,0.07692547707773625,0.6,0.08489988784101557,0.0001,normuon,verified-v3-normuon-1e-4,3,2345,0
1.0,110297088,88,saved_segment,1e-06,adamw,verified-v3-adamw-1e-6,0.024688029696636977,0.025005564163314467,0.6,0.025323098629991957,0.0003,normuon,verified-v3-normuon-3e-4,3,2345,0
1.0,110297088,88,saved_segment,1e-06,adamw,verified-v3-adamw-1e-6,0.019512975837457626,0.019272894913549807,0.6,0.019032813989641992,0.001,normuon,verified-v3-normuon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,1e-06,adamw,verified-v3-adamw-1e-6,0.017760017204452007,0.017905467146270494,0.6,0.018050917088088984,0.003,normuon,verified-v3-normuon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,3e-06,adamw,verified-v3-adamw-3e-6,0.4247306807634027,0.5169608170256258,0.6,0.6091909532878488,1e-05,adamw,verified-v3-adamw-1e-5,3,2345,0
1.0,110297088,88,saved_segment,3e-06,adamw,verified-v3-adamw-3e-6,0.2105796622002826,0.3116925538462751,0.6,0.4128054454922676,3e-05,adamw,verified-v3-adamw-3e-5,3,2345,0
1.0,110297088,88,saved_segment,3e-06,adamw,verified-v3-adamw-3e-6,0.11389013015251746,0.12169978958878287,0.6,0.1295094490250483,0.0001,muon,verified-v3-muon-1e-4,3,2345,0
1.0,110297088,88,saved_segment,3e-06,adamw,verified-v3-adamw-3e-6,0.03111547396025237,0.03392496542447311,0.6,0.03673445688869386,0.0003,muon,verified-v3-muon-3e-4,3,2345,0
1.0,110297088,88,saved_segment,3e-06,adamw,verified-v3-adamw-3e-6,0.018631298637844344,0.02100825504235485,0.6,0.023385211446865357,0.001,muon,verified-v3-muon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,3e-06,adamw,verified-v3-adamw-3e-6,0.014701506247455105,0.017314475968500033,0.6,0.019927445689544958,0.003,muon,verified-v3-muon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,3e-06,adamw,verified-v3-adamw-3e-6,0.1289915839897439,0.1310054710344038,0.6,0.1330193580790637,0.0001,normuon,verified-v3-normuon-1e-4,3,2345,0
1.0,110297088,88,saved_segment,3e-06,adamw,verified-v3-adamw-3e-6,0.03741179118779572,0.03684597926333865,0.6,0.036280167338881585,0.0003,normuon,verified-v3-normuon-3e-4,3,2345,0
1.0,110297088,88,saved_segment,3e-06,adamw,verified-v3-adamw-3e-6,0.023488827328630946,0.022881605266468888,0.6,0.02227438320430683,0.001,normuon,verified-v3-normuon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,3e-06,adamw,verified-v3-adamw-3e-6,0.019449487542683747,0.01924508960573949,0.6,0.019040691668795233,0.003,normuon,verified-v3-normuon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,1e-05,adamw,verified-v3-adamw-1e-5,0.5338046109293871,0.5974393167039928,0.6,0.6610740224785984,3e-05,adamw,verified-v3-adamw-3e-5,3,2345,0
1.0,110297088,88,saved_segment,1e-05,adamw,verified-v3-adamw-1e-5,0.14761587483360167,0.15147434443952565,0.6,0.15533281404544963,0.0001,muon,verified-v3-muon-1e-4,3,2345,0
1.0,110297088,88,saved_segment,1e-05,adamw,verified-v3-adamw-1e-5,0.06842947796106658,0.06948798459600956,0.6,0.07054649123095255,0.0003,muon,verified-v3-muon-3e-4,3,2345,0
1.0,110297088,88,saved_segment,1e-05,adamw,verified-v3-adamw-1e-5,0.02797422208947772,0.030860823541780047,0.6,0.03374742499408238,0.001,muon,verified-v3-muon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,1e-05,adamw,verified-v3-adamw-1e-5,0.016371097619879375,0.01994074175487905,0.6,0.023510385889878724,0.003,muon,verified-v3-muon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,1e-05,adamw,verified-v3-adamw-1e-5,0.15714455483590856,0.1542937256156761,0.6,0.1514428963954436,0.0001,normuon,verified-v3-normuon-1e-4,3,2345,0
1.0,110297088,88,saved_segment,1e-05,adamw,verified-v3-adamw-1e-5,0.07965025040794184,0.07585533408019791,0.6,0.07206041775245399,0.0003,normuon,verified-v3-normuon-3e-4,3,2345,0
1.0,110297088,88,saved_segment,1e-05,adamw,verified-v3-adamw-1e-5,0.036535118417664963,0.03517856921024501,0.6,0.033822020002825054,0.001,normuon,verified-v3-normuon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,1e-05,adamw,verified-v3-adamw-1e-5,0.022731687754073884,0.022194832868445764,0.6,0.021657977982817645,0.003,normuon,verified-v3-normuon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,3e-05,adamw,verified-v3-adamw-3e-5,0.09560774073482835,0.10239375245204584,0.6,0.10917976416926332,0.0001,muon,verified-v3-muon-1e-4,3,2345,0
1.0,110297088,88,saved_segment,3e-05,adamw,verified-v3-adamw-3e-5,0.09933553721735822,0.09906086533823434,0.6,0.09878619345911047,0.0003,muon,verified-v3-muon-3e-4,3,2345,0
1.0,110297088,88,saved_segment,3e-05,adamw,verified-v3-adamw-3e-5,0.04535189234118729,0.04770715649732772,0.6,0.050062420653468144,0.001,muon,verified-v3-muon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,3e-05,adamw,verified-v3-adamw-3e-5,0.018092729788731762,0.022425944192265283,0.6,0.026759158595798808,0.003,muon,verified-v3-muon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,3e-05,adamw,verified-v3-adamw-3e-5,0.09991149022617442,0.1009033698847587,0.6,0.101895249543343,0.0001,normuon,verified-v3-normuon-1e-4,3,2345,0
1.0,110297088,88,saved_segment,3e-05,adamw,verified-v3-adamw-3e-5,0.10999594242336916,0.10423055245356763,0.6,0.09846516248376612,0.0003,normuon,verified-v3-normuon-3e-4,3,2345,0
1.0,110297088,88,saved_segment,3e-05,adamw,verified-v3-adamw-3e-5,0.0586102207734145,0.055709307480424165,0.6,0.052808394187433834,0.001,normuon,verified-v3-normuon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,3e-05,adamw,verified-v3-adamw-3e-5,0.02601226409747798,0.025440814553755013,0.6,0.024869365010032042,0.003,normuon,verified-v3-normuon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,0.0001,muon,verified-v3-muon-1e-4,0.3707312218008194,0.37575874071229587,0.6,0.3807862596237723,0.0003,muon,verified-v3-muon-3e-4,3,2345,0
1.0,110297088,88,saved_segment,0.0001,muon,verified-v3-muon-1e-4,0.09651597649018395,0.11011894905869973,0.6,0.12372192162721553,0.001,muon,verified-v3-muon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,0.0001,muon,verified-v3-muon-1e-4,0.023749362104597257,0.040969657285866094,0.6,0.05818995246713493,0.003,muon,verified-v3-muon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,0.0001,muon,verified-v3-muon-1e-4,0.6218187561965881,0.6294088502299977,0.6,0.6369989442634073,0.0001,normuon,verified-v3-normuon-1e-4,3,2345,0
1.0,110297088,88,saved_segment,0.0001,muon,verified-v3-muon-1e-4,0.3208635230274761,0.3276093477472902,0.6,0.3343551724671043,0.0003,normuon,verified-v3-normuon-3e-4,3,2345,0
1.0,110297088,88,saved_segment,0.0001,muon,verified-v3-muon-1e-4,0.08956859736917491,0.10466542689597862,0.6,0.11976225642278232,0.001,normuon,verified-v3-normuon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,0.0001,muon,verified-v3-muon-1e-4,0.02173790217621282,0.0405744330155698,0.6,0.05941096385492679,0.003,normuon,verified-v3-normuon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,0.0003,muon,verified-v3-muon-3e-4,0.22022439093194543,0.2344039083722441,0.6,0.24858342581254275,0.001,muon,verified-v3-muon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,0.0003,muon,verified-v3-muon-3e-4,0.029433376260380693,0.049774800382435,0.6,0.07011622450448932,0.003,muon,verified-v3-muon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,0.0003,muon,verified-v3-muon-3e-4,0.27525555187049394,0.2833299441611703,0.6,0.29140433645184666,0.0001,normuon,verified-v3-normuon-1e-4,3,2345,0
1.0,110297088,88,saved_segment,0.0003,muon,verified-v3-muon-3e-4,0.5965814164934311,0.6014639093754763,0.6,0.6063464022575216,0.0003,normuon,verified-v3-normuon-3e-4,3,2345,0
1.0,110297088,88,saved_segment,0.0003,muon,verified-v3-muon-3e-4,0.2130629466099535,0.22749262524240796,0.6,0.24192230387486238,0.001,normuon,verified-v3-normuon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,0.0003,muon,verified-v3-muon-3e-4,0.027673008049873108,0.04985062966750745,0.6,0.0720282512851418,0.003,normuon,verified-v3-normuon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,0.001,muon,verified-v3-muon-1e-3,0.040459890187503816,0.060798970668671286,0.6,0.08113805114983876,0.003,muon,verified-v3-muon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,0.001,muon,verified-v3-muon-1e-3,0.07504332462016912,0.09169628288855845,0.6,0.1083492411569478,0.0001,normuon,verified-v3-normuon-1e-4,3,2345,0
1.0,110297088,88,saved_segment,0.001,muon,verified-v3-muon-1e-3,0.16871145682379524,0.18586941908068835,0.6,0.20302738133758147,0.0003,normuon,verified-v3-normuon-3e-4,3,2345,0
1.0,110297088,88,saved_segment,0.001,muon,verified-v3-muon-1e-3,0.44157890226432983,0.45023675856583895,0.6,0.45889461486734806,0.001,normuon,verified-v3-normuon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,0.001,muon,verified-v3-muon-1e-3,0.041109051645041146,0.06307610056617043,0.6,0.08504314948729971,0.003,normuon,verified-v3-normuon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,0.003,muon,verified-v3-muon-3e-3,0.01931582647251254,0.03880985353122102,0.6,0.058303880589929497,0.0001,normuon,verified-v3-normuon-1e-4,3,2345,0
1.0,110297088,88,saved_segment,0.003,muon,verified-v3-muon-3e-3,0.024105769442643393,0.04703024180386873,0.6,0.06995471416509406,0.0003,normuon,verified-v3-normuon-3e-4,3,2345,0
1.0,110297088,88,saved_segment,0.003,muon,verified-v3-muon-3e-3,0.03245313157810566,0.05504707085655972,0.6,0.07764101013501379,0.001,normuon,verified-v3-normuon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,0.003,muon,verified-v3-muon-3e-3,0.050023629733505735,0.07218256864178786,0.6,0.09434150755007,0.003,normuon,verified-v3-normuon-3e-3,3,2345,0
1.0,110297088,88,saved_segment,0.0001,normuon,verified-v3-normuon-1e-4,0.3592600440755885,0.3657958169273514,0.6,0.37233158977911435,0.0003,normuon,verified-v3-normuon-3e-4,3,2345,0
1.0,110297088,88,saved_segment,0.0001,normuon,verified-v3-normuon-1e-4,0.10219226321354907,0.11658585749885296,0.6,0.13097945178415685,0.001,normuon,verified-v3-normuon-1e-3,3,2345,0
1.0,110297088,88,saved_segment,0.0001,normuon,verified-v3-normuon-1e-4,0.02970957972189003,0.0471718969610445,0.6,0.06463421420019896,0.003,normuon,verified-v3-normuon-3e-3,3,2345,0
