baseline,conditioned_on_displacement,feature,columns,pooled_baseline_mse_exact,pooled_feature_mse_exact,pooled_baseline_rmse,pooled_feature_rmse,pooled_rmse_reduction,improved_folds,defined_folds,total_folds,diagnostic_flag
B0_original,False,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,8,23696011219235937530503270871374963898766999378216615133960983480874038276123721642977076202769109790277915855169005104092864018790193139333/28072334451742607100296247089711208275220007764279143986660778472371516242531009806621332986798203498156641387614517790120713864879761564631040,2808333486494360184005011687522187207419728728807298767986683599358184934200618065980071896035986171547639136191209245163409119214711695574240366990628974463993646439064198416939759246943313532655476622917337310659507330492601299795947627377823087700760030041732649861719939718938269782302491418188974774538111383880517901314103547609884067714888388315791045781988045342573771157096444396826580847639710092467166877073841373222293559948577451264952918525280209495951497772886068811673239499068427016192679/5097989199526900924549594304312628062051370555707764713717214700114293615266382964158124077096764751972785416050652901484393523250077000434038559129877916529485671990873659615478853300726516751192110058348440794241670444546865256447851931669970572337048036898760876969553905481975849437989174864643414137268343107262662588236636541623750780301868702064232887322654389799681188846999997958148800264364335394808376280636272896337387176439904637986235576402488864924048291501478912361501032907444634611875840000,0.02905349334322608,0.02347063738325214,0.005582855959973938,3,4,4,True
B0_original,False,exact_nonzero_cumulative_stable_rank_fraction,8,23696011219235937530503270871374963898766999378216615133960983480874038276123721642977076202769109790277915855169005104092864018790193139333/28072334451742607100296247089711208275220007764279143986660778472371516242531009806621332986798203498156641387614517790120713864879761564631040,13764316805067017551845391282749276491447287871276599121163020920635971746909973963641313042568429564202467099644244854767476957020338412432719519665208959306987613698763929120396143096059452808967695627119524127555130337049469688283959701940214428777479753542702543767923345503128295374237175475357523075770665937768752723755631905339787471518097048666495097462067963604129274977417018199194149252224259742425980070475371790189882452427454403412021922898957990539180253130532696514333299632973674650269896897610455507884469882915877/12956013906276235858028241979960532342352932691057964545185299975304825589439157906357135522343931625319718564117505149999765247696873656156574762601444592964689990655159617364342330488507957443996894354951385582220416430068526228407358999541252716439651559771672029322057344455509100919798129367418569632265500212570845911708694901523249452160095038590630795861714704974219822514935299559066145611246855846254387923884956138614785849967674007162514176124767275578499468132409079318549628289680926190953816140456122044673055560984166400,0.02905349334322608,0.03259429765340216,-0.0035408043101760782,0,4,4,False
B0_original,False,exact_mean_saved_segment_overlap_to_adamw,8,23696011219235937530503270871374963898766999378216615133960983480874038276123721642977076202769109790277915855169005104092864018790193139333/28072334451742607100296247089711208275220007764279143986660778472371516242531009806621332986798203498156641387614517790120713864879761564631040,1479168655026554025544464087826348452588461152680294937046135384697763829767510606747999545175767822932860439787274186803253776856110090376482763078263116289564602215358831926101647145795271172729213168988165364688188409532734508077860079494161356686656270140900677682662362285032471368849407577093413114765957944952593240474379793005067287728461832057333910728813804615827468095169175476193914869368889724395966968417425424381029362324954022264358400772662580337905966910846745497790345952911392135359377196347348424673850693253539139/1574896851612468883604441408575885684212623394142881256791044205247260560909859736081778216285441569737124551610575866282407063815522381522358853917483898916214819303221175319351700950637800193821550697195175266305952513226932695984622000257599185601996036545738391141485354012492832020833535453220762502406336806423377539094475296038888404419690163579399242281452464745351578943765291423262921944785623128934093535383192583708745039839679813581224287925076068211167980114018879222974156278617526440176321486039303812339359681807699148800,0.02905349334322608,0.030646634592567917,-0.0015931412493418395,1,4,4,False
B0_original,False,exact_mean_cumulative_overlap_to_adamw,8,23696011219235937530503270871374963898766999378216615133960983480874038276123721642977076202769109790277915855169005104092864018790193139333/28072334451742607100296247089711208275220007764279143986660778472371516242531009806621332986798203498156641387614517790120713864879761564631040,198029093138665094167929944518965781534198766392274607023811128420495215642179014802725867362196601242138577030437079121814227225826998103484648655485599930207932896013458684990817329085595527877500521267434177715530570201552958101827930095349886387211142983450570541083108202600262035267464528402736747611510876007269997465410776209223724110059701605660477459860376504444631187998405341044718065494431987570222625662722674799182811398892815887838568334189484019217002214843693272189948713605206794140531966504857064904856777686636727/180592700557648068113065733583156989879431682256398664729403258539997335938964614224193746692657493870041188652546792378727182145241816869960884840067737681834287938758215068753632047147379685949284990625202046118434290453705480892760805820243162563732651519088527606180541475108828305360998711306048573503468905039660837318971561175781122438676970424235791295100691047120913062585122544882682672037732034836699205866128985527553015098372535162406768345569465426757877141663464427592636305530243268242563424440179106128819977631825920000,0.02905349334322608,0.033114210342805615,-0.004060716999579539,2,4,4,False
B0_original,True,log_saved_segment_to_weight_ratio,9,8383070049504824315631634345986125800994428686071633639035628712288900182139073791564952864562669574424059605766444978830384776877722791442685824066226483847723931687999604354485275857343693534892406383769456620739789344900254417541880239184546379368901958359848780766968281377243779815023648435219569297540731330484860543335006294282575115234600860791152390818508322252275485010315793732333759360047686205780975367308899840008928680838184167881022127713619863067874731064641094681950718051604286823453184212606997034171144913586118993049806598970197/83168251038651274289475822118886338723772431604352208764730503382525091799893937604114643475906145737819582802010512022768592490558565948779290687211387615097024734832454133339337779698876395321102777624767869520694829132603471514872244090730795521879679266061016417508573863170487214841057119557187074904030009837704825404752827821000466170744063399159924887751606995040870336727419066490452926503646285216427268952270206937912433651244808230393093092505305835584617158918461212900527036637351650608223324829654074895586745181328030336674737256157675520,54702443806528218248732296420708912482808225087499139698880210483657554287172468748520250875757381224864056981035610737210553194578400674150714562278071690253379895248140428802067617443289835314886457465181829330532206092883332964878176903885178108931329747024983592205707774050424458079391060208127169251031679881851459037674852169334822664400713655364794232203082417022935790342687895645296093602161650096467785634063878410744483846566774119287446569267071538547737770891270676580303869913195825011953852564956474114363461501074522885660660042543616280764249606347334098456664747128836994894855118675162246401276864768107804958019291543997813950406079502988430790249113182520181121352956989914122575890984893177224735591836568000947366086353846771682796435883086752559109650370742262037814947/351509260145254961138300331143199403370794502835403650842176275497812731619285666641787011099896144551150360069817923298235718142258221093805444242660939544081266855912795774158381491226300940826804039687888765887585035508320255819649492502660930710614105361340361571520099867915004186862383547931371829991506562435302155737843033121114191276131912560120270488089585809394804970659986610361347641140292265819260882130645405269900105572255559058957745742200461083024849515600951218943652239130892201763834371081061979858234150550385598473481118280726898574515308237507429257505052610575882025763443670060878149039191951657433204083821538680424656663318813898550173433304193134698631344140753858350395292768340936174634956789118844911992615608046832693243393573216219782085551617767741063191488102400,0.010039746871231266,0.012474839853946356,-0.0024350929827150905,1,4,4,False
B0_original,True,saved_segment_stable_rank_fraction,9,8383070049504824315631634345986125800994428686071633639035628712288900182139073791564952864562669574424059605766444978830384776877722791442685824066226483847723931687999604354485275857343693534892406383769456620739789344900254417541880239184546379368901958359848780766968281377243779815023648435219569297540731330484860543335006294282575115234600860791152390818508322252275485010315793732333759360047686205780975367308899840008928680838184167881022127713619863067874731064641094681950718051604286823453184212606997034171144913586118993049806598970197/83168251038651274289475822118886338723772431604352208764730503382525091799893937604114643475906145737819582802010512022768592490558565948779290687211387615097024734832454133339337779698876395321102777624767869520694829132603471514872244090730795521879679266061016417508573863170487214841057119557187074904030009837704825404752827821000466170744063399159924887751606995040870336727419066490452926503646285216427268952270206937912433651244808230393093092505305835584617158918461212900527036637351650608223324829654074895586745181328030336674737256157675520,10208698229717278609787549580700394478255177052861537041647495962947276204174798934097787896521557765092584736515846407618959098122225358275100114683713215165166853714516749063160035119689731010480095900026196269714931675803777099732685621680288598200935066162461022630307542571510631303409147407114571719440999064669715565119227473955639552439872188767341554380014009492117282007410444349321054753175449310380132350010122113118437319901974313370614862642213423880275400038664354511257160857925359153864098058078243908971583653823569720088069098902525050070779547385672754930014845466885692197101328120425821804576627756734911181670243800328614075536033259349308497837776260549793986707915036601333474692300246792072633370150457499052449800995655145495562676251030181202234980808890695496945169228036228736468851455307696573675159149/92610312237334940386083339029222136718992406576186448375129351006426799058343548015244047055835708632538715401882879128404524133686355338628327536376812301804860315648164406130858872882518649839847285868256492990938015023249555812337135178059397097929297377760634237231885213888682626314997143414718793198066287118947154941664624029082703560394784776862676071138896185385618687233244003143047499301142199524719391568985226501255190813192473836809312904276413648417043913630722756379186415274431926123969764599671693411706722889078975664412598669782379054206970893708851378740808610233645784664105714970159919615783898867873059520222463710435810592716580912845673769787672268037470429625359003174301043037571556386786661829810199760923191977646827311000050627590145862887518699769107660407872929831475419735646005138225669558594573434880,0.010039746871231266,0.010499183081691075,-0.00045943621045980884,2,4,4,False
B0_original,True,saved_segment_sketch_effective_rank_fraction,9,8383070049504824315631634345986125800994428686071633639035628712288900182139073791564952864562669574424059605766444978830384776877722791442685824066226483847723931687999604354485275857343693534892406383769456620739789344900254417541880239184546379368901958359848780766968281377243779815023648435219569297540731330484860543335006294282575115234600860791152390818508322252275485010315793732333759360047686205780975367308899840008928680838184167881022127713619863067874731064641094681950718051604286823453184212606997034171144913586118993049806598970197/83168251038651274289475822118886338723772431604352208764730503382525091799893937604114643475906145737819582802010512022768592490558565948779290687211387615097024734832454133339337779698876395321102777624767869520694829132603471514872244090730795521879679266061016417508573863170487214841057119557187074904030009837704825404752827821000466170744063399159924887751606995040870336727419066490452926503646285216427268952270206937912433651244808230393093092505305835584617158918461212900527036637351650608223324829654074895586745181328030336674737256157675520,216709778118578225647321268785995982250600769080908761293110367906663561287162559767622037839352208621365012239508422024985614003065542727216207607247407432657578211401842478806307740440315479259220371789175642082986153874067866243693841532399179643380387408344759691516033217870689568297330643124621817170390192025999479209143664834226861234016479285854896061983764658089164567616613417708372746684456279202324615636918367974985296871928682422940735363863265880997361498670766904248780446951686494707782824691197300692297606793687658549835407899511273983624114702525266773399356211031808426494403768023947238625497286353731326794888058665331105021965658067803526636061637226124147056160477065890306071904020205396566794007235843546911309381311849955574222970380764504805198100505784916886008602891/1453613590676335623606316493105624821873917657219843338300812148636520927538914918977613967111267406276367389343782677342502820233794325167456176117747265225456004948259698969161248627859509238243151350468682382190420013252023545089603655446602401447203492771938555701686180573217127456838262632012377271810152719501561627609690863364384358442277668746555789633132589299516845871416746261001922850374144461559228397613891265656711596929455970025910956684012118333948156630484620530285732539734944134615759689404795958380075068891128113437297413153183145655095032783588416860424484864296256753924679557849332539713403394029210660506414512236527415315761894193770785725754334574052139291957122346592623677673497437913541518107205223533912254434818130117364492921333255954137746448703393868266120151040000,0.010039746871231266,0.012209974764347894,-0.0021702278931166287,1,4,4,False
B0_original,True,saved_segment_row_norm_cv,9,8383070049504824315631634345986125800994428686071633639035628712288900182139073791564952864562669574424059605766444978830384776877722791442685824066226483847723931687999604354485275857343693534892406383769456620739789344900254417541880239184546379368901958359848780766968281377243779815023648435219569297540731330484860543335006294282575115234600860791152390818508322252275485010315793732333759360047686205780975367308899840008928680838184167881022127713619863067874731064641094681950718051604286823453184212606997034171144913586118993049806598970197/83168251038651274289475822118886338723772431604352208764730503382525091799893937604114643475906145737819582802010512022768592490558565948779290687211387615097024734832454133339337779698876395321102777624767869520694829132603471514872244090730795521879679266061016417508573863170487214841057119557187074904030009837704825404752827821000466170744063399159924887751606995040870336727419066490452926503646285216427268952270206937912433651244808230393093092505305835584617158918461212900527036637351650608223324829654074895586745181328030336674737256157675520,45312591181114403379925030876386364810826267191260077819125725165289084012841306907731760207287166164525925680198322874014311024793949607730440009268991829841322402788266403453865452783681631849145138022536124012766733828586291460856309088874723456451413374108207561457758766243845711289200852472402227198709294998762140405940762750043105949060222441948390173923402155633168558322001623246659560035064538583782969688630790827286255945081693492181404911899122030980385868050011399914124949714920107414512899224216656993173094107850307037824294407560400844515585527111858227735480984244815737685762608527702350346112351973579007895344527140700046702708928915501783511979515502302625934200998821732282769431401949613769214321972801447296036049838683183242085802390447196740684866186818449958069104784709852184103661570839547/347197120179167197843026025503868356227485508690405389358669385331730306149930050349802079888105118434282821957997038609284820863023125725406613768900431265783249754133997749269992763371114438480199691846328738998689640523949484575680596776155325350511979155425370433180984101163440538373194482013455066199396028477644124586513835131922858152087753375191188151853480865152999196744281481167947524083872628369829569706527319135910593401123524570980728229863239876034364918723342465184831254720233404040784984943071467590265791595272034194440394916485274916912183263279809565632298222857274629409156486009611497122947057024410632388879027839629276932270357219896382404151330078119667687613361193451776063611239908639458992318946288981492537947344063448298229453239161860900249729908176735558572626500840205933477550428992307200,0.010039746871231266,0.011424084105719478,-0.001384337234488212,1,4,4,False
B0_original,True,saved_segment_top_1pct_row_energy,9,8383070049504824315631634345986125800994428686071633639035628712288900182139073791564952864562669574424059605766444978830384776877722791442685824066226483847723931687999604354485275857343693534892406383769456620739789344900254417541880239184546379368901958359848780766968281377243779815023648435219569297540731330484860543335006294282575115234600860791152390818508322252275485010315793732333759360047686205780975367308899840008928680838184167881022127713619863067874731064641094681950718051604286823453184212606997034171144913586118993049806598970197/83168251038651274289475822118886338723772431604352208764730503382525091799893937604114643475906145737819582802010512022768592490558565948779290687211387615097024734832454133339337779698876395321102777624767869520694829132603471514872244090730795521879679266061016417508573863170487214841057119557187074904030009837704825404752827821000466170744063399159924887751606995040870336727419066490452926503646285216427268952270206937912433651244808230393093092505305835584617158918461212900527036637351650608223324829654074895586745181328030336674737256157675520,26170565171465321207508133803961917732906110165118096274303897901156833069600368721541896401511860016941920308952564270356672959932720702996118663688101083515675904914478783098639602447805770826406846874817714894877005553050445801430852215175735367036388368590701363444574366305096250793041849200461143992729421989304606742599419733528576058164737306242302688924786018279137446056998421144571509637813035635721374046971874400007156139034380797468216209750913968029689446184068651171881499209058678165374983234640316573834811470193677285747261915135579520896542605814436188958845539837460032250251454003701712637474080589784564122096922293900176823617794347486516837200989206245509084655359629149593090104735787787197319657070936930701331627065600520362313391946003662223669518858236122964733150040217011684686641282687/245803782451849025945779427165287367716659474988630378364876588784810966923355331348436529365384353705248614981882710886259561163946743293968273941079982074390793152592053369140034965353244975002493683414154195431435093014898468410893510792901699517423532260436495730333330160359669406977673589396485151163057829125713196113767612695471712220413294014197471935752882340537008435192501751818414142870841103403001442283691515957708165181645384532205116090442918497989322917424435471277676610627307450925597767235818158799045558445782913838230319869650294505129909656510390773760114985960892878762506694780722358369833944034289296259970140430087040443983219426124321666134103320680753003393197448459512952313112900833684744205158111056863092771952069373429793993400393587109975344245530611608292106074344216162549041725440000,0.010039746871231266,0.01031839787212196,-0.000278651000890694,2,4,4,False
B0_original,True,cumulative_displacement_to_weight_ratio,9,8383070049504824315631634345986125800994428686071633639035628712288900182139073791564952864562669574424059605766444978830384776877722791442685824066226483847723931687999604354485275857343693534892406383769456620739789344900254417541880239184546379368901958359848780766968281377243779815023648435219569297540731330484860543335006294282575115234600860791152390818508322252275485010315793732333759360047686205780975367308899840008928680838184167881022127713619863067874731064641094681950718051604286823453184212606997034171144913586118993049806598970197/83168251038651274289475822118886338723772431604352208764730503382525091799893937604114643475906145737819582802010512022768592490558565948779290687211387615097024734832454133339337779698876395321102777624767869520694829132603471514872244090730795521879679266061016417508573863170487214841057119557187074904030009837704825404752827821000466170744063399159924887751606995040870336727419066490452926503646285216427268952270206937912433651244808230393093092505305835584617158918461212900527036637351650608223324829654074895586745181328030336674737256157675520,8383070049504824315631634345986125800994428686071633639035628712288900182139073791564952864562669574424059605766444978830384776877722791442685824066226483847723931687999604354485275857343693534892406383769456620739789344900254417541880239184546379368901958359848780766968281377243779815023648435219569297540731330484860543335006294282575115234600860791152390818508322252275485010315793732333759360047686205780975367308899840008928680838184167881022127713619863067874731064641094681950718051604286823453184212606997034171144913586118993049806598970197/83168251038651274289475822118886338723772431604352208764730503382525091799893937604114643475906145737819582802010512022768592490558565948779290687211387615097024734832454133339337779698876395321102777624767869520694829132603471514872244090730795521879679266061016417508573863170487214841057119557187074904030009837704825404752827821000466170744063399159924887751606995040870336727419066490452926503646285216427268952270206937912433651244808230393093092505305835584617158918461212900527036637351650608223324829654074895586745181328030336674737256157675520,0.010039746871231266,0.010039746871231266,0.0,0,4,4,False
