feature,rows,status,feature_residual_energy_exact,outcome_residual_energy_exact,pearson_residual_association,spearman_residual_association
log_saved_segment_to_weight_ratio,60,resolved,37959390871260850970773952031515471403915210407696697933707/28897689842780124931882275857902212760191216585752570757120,19212838492748480567609144693631026574689066301045951016167/1232968099958618663760310436603827744434825240992109685637120,-0.7170467730395996,-0.58866351764379
saved_segment_stable_rank_fraction,60,resolved,2227131357006912195201293734717386346633602119964830890176375143/30301424024583012280573389289975670647230265122622087634217861120,19212838492748480567609144693631026574689066301045951016167/1232968099958618663760310436603827744434825240992109685637120,-0.11533375447838684,-0.09691580994720755
saved_segment_sketch_effective_rank_fraction,60,resolved,67580537147316223387392561134809745606695193736643266412289/236729875192054783441979603827934926931486446270485059642327040,19212838492748480567609144693631026574689066301045951016167/1232968099958618663760310436603827744434825240992109685637120,0.727390766871806,0.6083912197832732
saved_segment_row_norm_cv,60,resolved,12046587559082627731160359448675969233166693310768880927960587/157819916794703188961319735885289951287657630846990039761551360,19212838492748480567609144693631026574689066301045951016167/1232968099958618663760310436603827744434825240992109685637120,-0.7153887151440109,-0.5967213114754099
saved_segment_top_1pct_row_energy,60,resolved,8628668881328545480017996275124500047869330210542433787515951/5050237337430502046762231548329278441205044187103681272369643520,19212838492748480567609144693631026574689066301045951016167/1232968099958618663760310436603827744434825240992109685637120,-0.6950201315985325,-0.5786607390941928
cumulative_displacement_to_weight_ratio,60,resolved,3588515571734146382868251912001334570449311451737939493107978559/64643037919110426198556563818614764047424565594927120286331437056,19212838492748480567609144693631026574689066301045951016167/1232968099958618663760310436603827744434825240992109685637120,-0.913770864789915,-0.8526813003612115
cumulative_stable_rank_fraction,60,resolved,5985477151617002452796364742874295696566564320240877516863217947/60602848049166024561146778579951341294460530245244175268435722240,19212838492748480567609144693631026574689066301045951016167/1232968099958618663760310436603827744434825240992109685637120,-0.36869750710929816,-0.2741872742428452
mean_saved_segment_subspace_overlap_to_adamw,60,resolved,155047839995787289136869489814430308933506826964100899699585667/757535600614575307014334732249391766180756628065552190855446528,19212838492748480567609144693631026574689066301045951016167/1232968099958618663760310436603827744434825240992109685637120,0.2685000395586886,-0.06290636287857738
mean_cumulative_subspace_overlap_to_adamw,60,resolved,342042583029473904483855786658823936790419824029946391598672719/1262559334357625511690557887082319610301261046775920318092410880,19212838492748480567609144693631026574689066301045951016167/1232968099958618663760310436603827744434825240992109685637120,0.32650504728784374,0.03545429285912754
