baseline_margin,baseline_shortlist_ndcg,learning_rate,margin_absolute_attribution_participation_ratio,margin_degrading_attribution_mass,margin_degrading_coordinate_fraction,margin_helpful_attribution_mass,margin_helpful_attribution_participation_ratio,margin_helpful_mass_share,ndcg_absolute_attribution_participation_ratio,ndcg_degrading_attribution_mass,ndcg_degrading_coordinate_fraction,ndcg_helpful_attribution_mass,ndcg_helpful_attribution_participation_ratio,ndcg_helpful_mass_share,optimizer,rotation_seed,run_id,step,task
0.23928987242115926,1.0,0.0001,0.5870253190710573,0.09742322529367115,0.5013020833333334,0.09790001422095286,0.3058658765974353,0.5012205125423542,0.0,0.0,0.0,0.0,0.0,0.0,normuon,314159,verified-v3-normuon-1e-4,3907,ArguAna
0.010235952109643514,0.7692254509182683,0.0001,0.5943537546594015,0.09771393678805755,0.48046875,0.10871632532147554,0.3160389448590887,0.5266491657303134,0.08795237484261478,0.3382785813449307,0.2760416666666667,0.17587842755818422,0.012578576222946818,0.34207143832075204,normuon,314159,verified-v3-normuon-1e-4,3907,ClimateFEVER
0.3007754294766283,1.0,0.0001,0.6031622597555287,0.10407617019873855,0.5065104166666666,0.11029924298103264,0.30207043962481034,0.514514427494247,0.0,0.0,0.0,0.0,0.0,0.0,normuon,314159,verified-v3-normuon-1e-4,3907,DBPedia
0.41415961999634093,1.0,0.0001,0.6152672645215475,0.10209685673719146,0.4661458333333333,0.12441605690530075,0.3273346872872492,0.549266948645886,0.0,0.0,0.0,0.0,0.0,0.0,normuon,314159,verified-v3-normuon-1e-4,3907,FEVER
0.22325744840300074,0.9769331095982161,0.0001,0.5826196003609317,0.11398190140038178,0.4817708333333333,0.1152067319006943,0.30186747425031774,0.5026721013225458,0.0,0.0,0.0,0.0,0.0,0.0,normuon,314159,verified-v3-normuon-1e-4,3907,FiQA2018
0.3031724418928221,1.0,0.0001,0.5944247761959215,0.11843555244150379,0.4947916666666667,0.11866831453341528,0.29004246581272236,0.500490844149615,0.0,0.0,0.0,0.0,0.0,0.0,normuon,314159,verified-v3-normuon-1e-4,3907,HotpotQA
0.43237313974261193,1.0,0.0001,0.6340089093414122,0.10630743814301213,0.51953125,0.10800862548232745,0.2941414771724638,0.5039688750123026,0.0,0.0,0.0,0.0,0.0,0.0,normuon,314159,verified-v3-normuon-1e-4,3907,MSMARCO
0.0026270871469377816,0.7190574688428424,0.0001,0.6220364138916137,0.08208813710545307,0.3971354166666667,0.14500020941888997,0.38205344326142154,0.6385189360800003,0.04571421986643077,0.15579728817664892,0.026041666666666668,0.06512194276885382,0.04427083333333332,0.2947771567470211,normuon,314159,verified-v3-normuon-1e-4,3907,NFCorpus
0.4242871322031083,1.0,0.0001,0.5922527602244595,0.10539589008583203,0.46875,0.13810602691113344,0.3207523484288782,0.5671660766139042,0.0,0.0,0.0,0.0,0.0,0.0,normuon,314159,verified-v3-normuon-1e-4,3907,NQ
0.4859349189601564,1.0,0.0001,0.5881482374129537,0.09879618226120739,0.5091145833333334,0.09920838508044284,0.2884764566797175,0.5010408921995325,0.0,0.0,0.0,0.0,0.0,0.0,normuon,314159,verified-v3-normuon-1e-4,3907,QuoraRetrieval
0.09923850556071345,0.8583298984711626,0.0001,0.5603739710435961,0.10630203783714676,0.4830729166666667,0.120589996598498,0.2896146987400259,0.5314862502707292,0.38759807457004986,0.5688593235985172,0.38671875,0.0008236331695207488,0.0013020833333333333,0.0014457746361124047,normuon,314159,verified-v3-normuon-1e-4,3907,SCIDOCS
0.2660604924796357,1.0,0.0001,0.5961281091746757,0.11162942344780016,0.5052083333333334,0.11269630092017492,0.28402306426612545,0.5023779650670486,0.0,0.0,0.0,0.0,0.0,0.0,normuon,314159,verified-v3-normuon-1e-4,3907,SciFact
