seed,model_family,optimizer,learning_rate,run_id,wall_time_hours,recorded_segment_wall_time_hours,prior_training_wall_time_hours,timing_adjustment_path,accepted_timing_path,samples_per_second,steps_per_second,trainer_reported_samples_per_second,trainer_reported_steps_per_second,peak_allocated_gib,peak_reserved_gib,checkpoint_gib,optimizer_state_gib,gpu_name,world_size
314159,dense,adamw,3e-05,adamw-selected,3.5764942975785945,3.5764942975785945,0.0,,outputs/confirmatory/seed314159/dense/adamw-selected/accepted_timing.json,38.83380688819252,0.30344736702433633,38.825,0.303,7.644655227661133,8.552734375,1.6690506637096405,1.1103499634191394,NVIDIA L20Z,4
314159,dense,muon,0.003,muon-selected,3.6007492395843532,3.6007492395843532,0.0,,outputs/confirmatory/seed314159/dense/muon-selected/accepted_timing.json,38.57221918206148,0.3014033206886284,38.565,0.301,7.215693473815918,8.072265625,1.2581166420131922,0.699416290037334,NVIDIA L20Z,4
314159,dense,normuon,0.003,normuon-selected,3.5857433380577195,3.5857433380577195,0.0,,outputs/confirmatory/seed314159/dense/normuon-selected/accepted_timing.json,38.73363924706348,0.302664657076554,38.727,0.303,7.2167067527771,8.03515625,1.2586437547579408,0.6999433739110827,NVIDIA L20Z,4
271828,dense,adamw,3e-05,adamw-selected,3.589144577909675,3.589144577909675,0.0,,outputs/confirmatory/seed271828/dense/adamw-selected/accepted_timing.json,38.696933454204306,0.3023778380111524,38.689,0.302,7.475369453430176,8.412109375,1.669067238457501,1.1103499634191394,NVIDIA L20Z,4
271828,dense,muon,0.003,muon-selected,3.5311854628741277,3.5311854628741277,0.0,,outputs/confirmatory/seed271828/dense/muon-selected/accepted_timing.json,39.332085598201196,0.3073409168643441,39.325,0.307,7.050851345062256,7.904296875,1.258133222348988,0.699416290037334,NVIDIA L20Z,4
271828,dense,normuon,0.003,normuon-selected,3.5905357611372084,3.5905357611372084,0.0,,outputs/confirmatory/seed271828/dense/normuon-selected/accepted_timing.json,38.68194000243002,0.30226067917898813,38.675,0.302,7.057156562805176,7.900390625,1.2586603444069624,0.6999433739110827,NVIDIA L20Z,4
161803,dense,adamw,3e-05,adamw-selected,3.567729379076045,3.567729379076045,0.0,,outputs/confirmatory/seed161803/dense/adamw-selected/accepted_timing.json,38.92921074772149,0.3041928527826957,38.921,0.304,7.497215270996094,8.435546875,1.669064536690712,1.1103499634191394,NVIDIA L20Z,4
161803,dense,muon,0.003,muon-selected,3.599586146461855,3.599586146461855,0.0,,outputs/confirmatory/seed161803/dense/muon-selected/accepted_timing.json,38.58468258230383,0.3015007096981221,38.578,0.301,7.0619001388549805,7.984375,1.2581305326893926,0.699416290037334,NVIDIA L20Z,4
161803,dense,normuon,0.003,normuon-selected,3.591328937143941,3.591328937143941,0.0,,outputs/confirmatory/seed161803/dense/normuon-selected/accepted_timing.json,38.67339676196366,0.30219392229798403,38.667,0.302,7.06408166885376,7.982421875,1.2586576649919152,0.6999433739110827,NVIDIA L20Z,4
