family,anchor_kind,source_optimizer,learning_rate,run_id,stage,fraction,step,label,tensor,rows,columns,parameters,gradient_steps,weight_frobenius_norm,operator_pair,cosine
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.7.mlp.Wo.weight,768,1152,884736,8,118.78275299072266,adamw__normuon,0.5308513641357422
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.7.mlp.Wo.weight,768,1152,884736,8,118.78275299072266,muon__normuon,0.9999351501464844
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.8.attn.Wo.weight,768,768,589824,8,69.43915557861328,adamw__muon,0.48516547679901123
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.8.attn.Wo.weight,768,768,589824,8,69.43915557861328,adamw__normuon,0.48514455556869507
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.8.attn.Wo.weight,768,768,589824,8,69.43915557861328,muon__normuon,0.9998763799667358
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.8.attn.Wqkv.weight,2304,768,1769472,8,154.83114624023438,adamw__muon,0.4994920790195465
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.8.attn.Wqkv.weight,2304,768,1769472,8,154.83114624023438,adamw__normuon,0.5158268809318542
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.8.attn.Wqkv.weight,2304,768,1769472,8,154.83114624023438,muon__normuon,0.9612666368484497
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.8.mlp.Wi.weight,2304,768,1769472,8,161.14573669433594,adamw__muon,0.5203605890274048
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.8.mlp.Wi.weight,2304,768,1769472,8,161.14573669433594,adamw__normuon,0.5258192420005798
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.8.mlp.Wi.weight,2304,768,1769472,8,161.14573669433594,muon__normuon,0.9751831293106079
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.8.mlp.Wo.weight,768,1152,884736,8,119.0588607788086,adamw__muon,0.5301097631454468
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.8.mlp.Wo.weight,768,1152,884736,8,119.0588607788086,adamw__normuon,0.5300291776657104
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.8.mlp.Wo.weight,768,1152,884736,8,119.0588607788086,muon__normuon,0.9999430775642395
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.9.attn.Wo.weight,768,768,589824,8,75.72985076904297,adamw__muon,0.43684831261634827
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.9.attn.Wo.weight,768,768,589824,8,75.72985076904297,adamw__normuon,0.4368278980255127
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.9.attn.Wo.weight,768,768,589824,8,75.72985076904297,muon__normuon,0.9997945427894592
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.9.attn.Wqkv.weight,2304,768,1769472,8,146.04444885253906,adamw__muon,0.49271947145462036
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.9.attn.Wqkv.weight,2304,768,1769472,8,146.04444885253906,adamw__normuon,0.5065029263496399
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.9.attn.Wqkv.weight,2304,768,1769472,8,146.04444885253906,muon__normuon,0.9714486598968506
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.9.mlp.Wi.weight,2304,768,1769472,8,157.92120361328125,adamw__muon,0.5183725357055664
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.9.mlp.Wi.weight,2304,768,1769472,8,157.92120361328125,adamw__normuon,0.5246701836585999
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.9.mlp.Wi.weight,2304,768,1769472,8,157.92120361328125,muon__normuon,0.9753298163414001
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.9.mlp.Wo.weight,768,1152,884736,8,114.45161437988281,adamw__muon,0.525722861289978
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.9.mlp.Wo.weight,768,1152,884736,8,114.45161437988281,adamw__normuon,0.5256640315055847
dense,checkpoint,adamw,1e-05,adamw-lr1e-5,5,1.0,3907,dense/adamw-lr1e-5/checkpoint-3907,0.layers.9.mlp.Wo.weight,768,1152,884736,8,114.45161437988281,muon__normuon,0.9999474287033081
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.0.attn.Wo.weight,768,768,589824,8,26.772876739501953,adamw__muon,0.46541282534599304
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.0.attn.Wo.weight,768,768,589824,8,26.772876739501953,adamw__normuon,0.4645274579524994
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.0.attn.Wo.weight,768,768,589824,8,26.772876739501953,muon__normuon,0.9992220401763916
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.0.attn.Wqkv.weight,2304,768,1769472,8,81.51878356933594,adamw__muon,0.5049739480018616
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.0.attn.Wqkv.weight,2304,768,1769472,8,81.51878356933594,adamw__normuon,0.5112399458885193
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.0.attn.Wqkv.weight,2304,768,1769472,8,81.51878356933594,muon__normuon,0.9802666306495667
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.0.mlp.Wi.weight,2304,768,1769472,8,152.6166534423828,adamw__muon,0.48277518153190613
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.0.mlp.Wi.weight,2304,768,1769472,8,152.6166534423828,adamw__normuon,0.48827752470970154
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.0.mlp.Wi.weight,2304,768,1769472,8,152.6166534423828,muon__normuon,0.9777371287345886
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.0.mlp.Wo.weight,768,1152,884736,8,105.8517837524414,adamw__muon,0.4895727038383484
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.0.mlp.Wo.weight,768,1152,884736,8,105.8517837524414,adamw__normuon,0.4890294373035431
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.0.mlp.Wo.weight,768,1152,884736,8,105.8517837524414,muon__normuon,0.9995365738868713
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.1.attn.Wo.weight,768,768,589824,8,46.23154830932617,adamw__muon,0.4841060936450958
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.1.attn.Wo.weight,768,768,589824,8,46.23154830932617,adamw__normuon,0.4837302565574646
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.1.attn.Wo.weight,768,768,589824,8,46.23154830932617,muon__normuon,0.9996334314346313
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.1.attn.Wqkv.weight,2304,768,1769472,8,158.8500518798828,adamw__muon,0.502020001411438
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.1.attn.Wqkv.weight,2304,768,1769472,8,158.8500518798828,adamw__normuon,0.5144957900047302
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.1.attn.Wqkv.weight,2304,768,1769472,8,158.8500518798828,muon__normuon,0.9639092683792114
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.1.mlp.Wi.weight,2304,768,1769472,8,157.06390380859375,adamw__muon,0.49197596311569214
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.1.mlp.Wi.weight,2304,768,1769472,8,157.06390380859375,adamw__normuon,0.49448612332344055
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.1.mlp.Wi.weight,2304,768,1769472,8,157.06390380859375,muon__normuon,0.986797034740448
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.1.mlp.Wo.weight,768,1152,884736,8,108.97846221923828,adamw__muon,0.4860333800315857
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.1.mlp.Wo.weight,768,1152,884736,8,108.97846221923828,adamw__normuon,0.4858075678348541
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.1.mlp.Wo.weight,768,1152,884736,8,108.97846221923828,muon__normuon,0.9998241662979126
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.10.attn.Wo.weight,768,768,589824,8,75.31977081298828,adamw__muon,0.43632903695106506
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.10.attn.Wo.weight,768,768,589824,8,75.31977081298828,adamw__normuon,0.43631213903427124
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.10.attn.Wo.weight,768,768,589824,8,75.31977081298828,muon__normuon,0.9998012185096741
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.10.attn.Wqkv.weight,2304,768,1769472,8,151.03269958496094,adamw__muon,0.4818074107170105
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.10.attn.Wqkv.weight,2304,768,1769472,8,151.03269958496094,adamw__normuon,0.49649301171302795
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.10.attn.Wqkv.weight,2304,768,1769472,8,151.03269958496094,muon__normuon,0.9663342833518982
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.10.mlp.Wi.weight,2304,768,1769472,8,155.3636016845703,adamw__muon,0.493851900100708
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.10.mlp.Wi.weight,2304,768,1769472,8,155.3636016845703,adamw__normuon,0.5016620755195618
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.10.mlp.Wi.weight,2304,768,1769472,8,155.3636016845703,muon__normuon,0.9683814644813538
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.10.mlp.Wo.weight,768,1152,884736,8,112.93684387207031,adamw__muon,0.49287500977516174
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.10.mlp.Wo.weight,768,1152,884736,8,112.93684387207031,adamw__normuon,0.4928019344806671
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.10.mlp.Wo.weight,768,1152,884736,8,112.93684387207031,muon__normuon,0.9999090433120728
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.11.attn.Wo.weight,768,768,589824,8,76.88865661621094,adamw__muon,0.4302910566329956
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.11.attn.Wo.weight,768,768,589824,8,76.88865661621094,adamw__normuon,0.43029674887657166
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.11.attn.Wo.weight,768,768,589824,8,76.88865661621094,muon__normuon,0.9997559189796448
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.11.attn.Wqkv.weight,2304,768,1769472,8,149.76583862304688,adamw__muon,0.47049665451049805
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.11.attn.Wqkv.weight,2304,768,1769472,8,149.76583862304688,adamw__normuon,0.48352476954460144
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.11.attn.Wqkv.weight,2304,768,1769472,8,149.76583862304688,muon__normuon,0.9638094305992126
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.11.mlp.Wi.weight,2304,768,1769472,8,156.10342407226562,adamw__muon,0.4902332127094269
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.11.mlp.Wi.weight,2304,768,1769472,8,156.10342407226562,adamw__normuon,0.4962601959705353
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.11.mlp.Wi.weight,2304,768,1769472,8,156.10342407226562,muon__normuon,0.9728071093559265
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.11.mlp.Wo.weight,768,1152,884736,8,113.010009765625,adamw__muon,0.5777692198753357
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.11.mlp.Wo.weight,768,1152,884736,8,113.010009765625,adamw__normuon,0.5778342485427856
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.11.mlp.Wo.weight,768,1152,884736,8,113.010009765625,muon__normuon,0.999477207660675
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.12.attn.Wo.weight,768,768,589824,8,77.55052185058594,adamw__muon,0.40981340408325195
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.12.attn.Wo.weight,768,768,589824,8,77.55052185058594,adamw__normuon,0.4098137617111206
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.12.attn.Wo.weight,768,768,589824,8,77.55052185058594,muon__normuon,0.9996782541275024
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.12.attn.Wqkv.weight,2304,768,1769472,8,143.47921752929688,adamw__muon,0.46791723370552063
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.12.attn.Wqkv.weight,2304,768,1769472,8,143.47921752929688,adamw__normuon,0.4811282753944397
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.12.attn.Wqkv.weight,2304,768,1769472,8,143.47921752929688,muon__normuon,0.9614132642745972
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.12.mlp.Wi.weight,2304,768,1769472,8,152.90689086914062,adamw__muon,0.4796634614467621
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.12.mlp.Wi.weight,2304,768,1769472,8,152.90689086914062,adamw__normuon,0.48751720786094666
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.12.mlp.Wi.weight,2304,768,1769472,8,152.90689086914062,muon__normuon,0.9669328331947327
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.12.mlp.Wo.weight,768,1152,884736,8,110.4713363647461,adamw__muon,0.4764980971813202
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.12.mlp.Wo.weight,768,1152,884736,8,110.4713363647461,adamw__normuon,0.4764343798160553
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.12.mlp.Wo.weight,768,1152,884736,8,110.4713363647461,muon__normuon,0.9998837113380432
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.13.attn.Wo.weight,768,768,589824,8,80.94156646728516,adamw__muon,0.41394421458244324
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.13.attn.Wo.weight,768,768,589824,8,80.94156646728516,adamw__normuon,0.4138762056827545
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.13.attn.Wo.weight,768,768,589824,8,80.94156646728516,muon__normuon,0.9997402429580688
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.13.attn.Wqkv.weight,2304,768,1769472,8,145.64529418945312,adamw__muon,0.4602746069431305
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.13.attn.Wqkv.weight,2304,768,1769472,8,145.64529418945312,adamw__normuon,0.4714619815349579
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.13.attn.Wqkv.weight,2304,768,1769472,8,145.64529418945312,muon__normuon,0.9632620215415955
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.13.mlp.Wi.weight,2304,768,1769472,8,151.14100646972656,adamw__muon,0.47446370124816895
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.13.mlp.Wi.weight,2304,768,1769472,8,151.14100646972656,adamw__normuon,0.4809512794017792
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.13.mlp.Wi.weight,2304,768,1769472,8,151.14100646972656,muon__normuon,0.9701062440872192
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.13.mlp.Wo.weight,768,1152,884736,8,110.72806549072266,adamw__muon,0.46969035267829895
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.13.mlp.Wo.weight,768,1152,884736,8,110.72806549072266,adamw__normuon,0.4695804715156555
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.13.mlp.Wo.weight,768,1152,884736,8,110.72806549072266,muon__normuon,0.9998923540115356
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.14.attn.Wo.weight,768,768,589824,8,82.53880310058594,adamw__muon,0.40084487199783325
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.14.attn.Wo.weight,768,768,589824,8,82.53880310058594,adamw__normuon,0.40080010890960693
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.14.attn.Wo.weight,768,768,589824,8,82.53880310058594,muon__normuon,0.9996533393859863
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.14.attn.Wqkv.weight,2304,768,1769472,8,146.5833740234375,adamw__muon,0.4512328803539276
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.14.attn.Wqkv.weight,2304,768,1769472,8,146.5833740234375,adamw__normuon,0.4593575596809387
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.14.attn.Wqkv.weight,2304,768,1769472,8,146.5833740234375,muon__normuon,0.9729260206222534
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.14.mlp.Wi.weight,2304,768,1769472,8,152.2095489501953,adamw__muon,0.4664728343486786
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.14.mlp.Wi.weight,2304,768,1769472,8,152.2095489501953,adamw__normuon,0.4739881753921509
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.14.mlp.Wi.weight,2304,768,1769472,8,152.2095489501953,muon__normuon,0.9701155424118042
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.14.mlp.Wo.weight,768,1152,884736,8,114.02088928222656,adamw__muon,0.4535404443740845
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.14.mlp.Wo.weight,768,1152,884736,8,114.02088928222656,adamw__normuon,0.4534371793270111
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.14.mlp.Wo.weight,768,1152,884736,8,114.02088928222656,muon__normuon,0.9998831748962402
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.15.attn.Wo.weight,768,768,589824,8,81.94264221191406,adamw__muon,0.40267646312713623
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.15.attn.Wo.weight,768,768,589824,8,81.94264221191406,adamw__normuon,0.40252113342285156
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.15.attn.Wo.weight,768,768,589824,8,81.94264221191406,muon__normuon,0.9995209574699402
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.15.attn.Wqkv.weight,2304,768,1769472,8,135.03416442871094,adamw__muon,0.428434818983078
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.15.attn.Wqkv.weight,2304,768,1769472,8,135.03416442871094,adamw__normuon,0.4424114525318146
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.15.attn.Wqkv.weight,2304,768,1769472,8,135.03416442871094,muon__normuon,0.9484632611274719
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.15.mlp.Wi.weight,2304,768,1769472,8,151.3798065185547,adamw__muon,0.46422144770622253
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.15.mlp.Wi.weight,2304,768,1769472,8,151.3798065185547,adamw__normuon,0.4724428653717041
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.15.mlp.Wi.weight,2304,768,1769472,8,151.3798065185547,muon__normuon,0.9671396613121033
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.15.mlp.Wo.weight,768,1152,884736,8,113.17833709716797,adamw__muon,0.5079492330551147
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.15.mlp.Wo.weight,768,1152,884736,8,113.17833709716797,adamw__normuon,0.5079027414321899
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.15.mlp.Wo.weight,768,1152,884736,8,113.17833709716797,muon__normuon,0.9996755123138428
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.16.attn.Wo.weight,768,768,589824,8,92.93098449707031,adamw__muon,0.39530447125434875
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.16.attn.Wo.weight,768,768,589824,8,92.93098449707031,adamw__normuon,0.39515969157218933
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.16.attn.Wo.weight,768,768,589824,8,92.93098449707031,muon__normuon,0.9996065497398376
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.16.attn.Wqkv.weight,2304,768,1769472,8,141.8253631591797,adamw__muon,0.4436222314834595
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.16.attn.Wqkv.weight,2304,768,1769472,8,141.8253631591797,adamw__normuon,0.4510410726070404
dense,checkpoint,muon,0.001,muon-lr1e-3,1,0.2,782,dense/muon-lr1e-3/checkpoint-782,0.layers.16.attn.Wqkv.weight,2304,768,1769472,8,141.8253631591797,muon__normuon,0.973012387752533
