family,anchor,condition,algorithm,direction,relative_scale,samples,contrastive_loss,delta_contrastive_loss,positive_score,delta_positive_score,hardest_negative_score,delta_hardest_negative_score,positive_margin,delta_positive_margin,reciprocal_rank,delta_reciprocal_rank,top1_accuracy,delta_top1_accuracy,loss_improvement_rate
dense,dense/normuon-lr1e-3/checkpoint-782,muon-descent-3e-04,muon,descent,0.0003,224,0.6339501599270859,-0.001951297114828776,0.6610630580357143,6.975446428571428e-05,0.6287841796875,-6.103515625e-05,0.03227887834821429,0.00013078962053571428,0.8627976195753685,0.0046130951627024585,0.7633928571428571,0.013392857142857142,0.4732142857142857
dense,dense/normuon-lr1e-3/checkpoint-782,muon-descent-1e-03,muon,descent,0.001,224,0.6254726376620445,-0.01042881937987009,0.6610979352678571,0.00010463169642857142,0.6285836356026786,-0.00026157924107142856,0.03251429966517857,0.0003662109375,0.8615327386983803,0.0033482142857142855,0.7589285714285714,0.008928571428571428,0.5223214285714286
dense,dense/normuon-lr1e-3/checkpoint-782,muon-sign-reversal-1e-03,muon,sign_reversal,0.001,224,0.6418281181141927,0.005926661072278096,0.6618129185267857,0.0008196149553571429,0.6299787248883929,0.0011335100446428572,0.031834193638392856,-0.0003138950892857143,0.855431548319757,-0.0027529760929090635,0.7455357142857143,-0.004464285714285714,0.41964285714285715
dense,dense/normuon-lr1e-3/checkpoint-782,normuon-descent-1e-04,normuon,descent,0.0001,224,0.631801672117425,-0.00409978492448967,0.6611502511160714,0.00015694754464285715,0.6288277762276786,-1.743861607142857e-05,0.032322474888392856,0.00017438616071428572,0.8599383509717882,0.0017538265591221197,0.7544642857142857,0.004464285714285714,0.42857142857142855
dense,dense/normuon-lr1e-3/checkpoint-782,normuon-descent-3e-04,normuon,descent,0.0003,224,0.6354886963289184,-0.00041276071299632477,0.6610281808035714,3.487723214285714e-05,0.6288190569196429,-2.6157924107142856e-05,0.03220912388392857,6.103515625e-05,0.8596726195620639,0.00148809514939785,0.7544642857142857,0.004464285714285714,0.47767857142857145
dense,dense/normuon-lr1e-3/checkpoint-782,normuon-descent-1e-03,normuon,descent,0.001,224,0.6268081686455064,-0.009093288396408232,0.6612723214285714,0.00027901785714285713,0.6288800920758929,3.487723214285714e-05,0.03239222935267857,0.000244140625,0.8706101195753685,0.012425595162702458,0.7767857142857143,0.026785714285714284,0.5178571428571429
dense,dense/normuon-lr1e-3/checkpoint-782,normuon-sign-reversal-1e-03,normuon,sign_reversal,0.001,224,0.6433954548824009,0.007493997840486243,0.6616036551339286,0.0006103515625,0.6300223214285714,0.0011771065848214285,0.031581333705357144,-0.0005667550223214286,0.8565476197483284,-0.001636904664337635,0.75,0.0,0.4330357142857143
dense,dense/normuon-lr1e-3/checkpoint-2345,adamw-descent-1e-04,adamw,descent,0.0001,224,0.5828724632457514,0.0001515466801720322,0.651123046875,-0.00021798270089285715,0.6152779715401786,-0.00045340401785714287,0.03584507533482143,0.00023542131696428572,0.8866921775043011,0.0011160712955253465,0.8035714285714286,0.0,0.46875
dense,dense/normuon-lr1e-3/checkpoint-2345,adamw-descent-3e-04,adamw,descent,0.0003,224,0.5781646509255681,-0.004556265640011199,0.6505475725446429,-0.00079345703125,0.6144845145089286,-0.0012468610491071428,0.03606305803571429,0.00045340401785714287,0.8837159870724592,-0.0018601191363164357,0.7991071428571429,-0.004464285714285714,0.5848214285714286
dense,dense/normuon-lr1e-3/checkpoint-2345,adamw-descent-1e-03,adamw,descent,0.001,224,0.5576705034595112,-0.025050413106068196,0.6498151506696429,-0.00152587890625,0.6122523716517857,-0.00347900390625,0.037562779017857144,0.001953125,0.8941326536504286,0.008556547441652842,0.8169642857142857,0.013392857142857142,0.6964285714285714
dense,dense/normuon-lr1e-3/checkpoint-2345,adamw-sign-reversal-1e-03,adamw,sign_reversal,0.001,224,0.6096097672598262,0.026888850694246815,0.6535993303571429,0.00225830078125,0.6200212751116071,0.004289899553571429,0.03357805524553571,-0.0020315987723214285,0.8785076539165207,-0.007068452292254993,0.7946428571428571,-0.008928571428571428,0.22767857142857142
dense,dense/normuon-lr1e-3/checkpoint-2345,muon-descent-1e-04,muon,descent,0.0001,224,0.580185012191058,-0.002535904374521384,0.6512974330357143,-4.359654017857143e-05,0.6155133928571429,-0.00021798270089285715,0.03578404017857143,0.00017438616071428572,0.8863201537834746,0.000744047574698925,0.8035714285714286,0.0,0.53125
dense,dense/normuon-lr1e-3/checkpoint-2345,muon-descent-3e-04,muon,descent,0.0003,224,0.5808676749100934,-0.0018532416554860123,0.6507045200892857,-0.0006365094866071429,0.6148507254464286,-0.0008806501116071429,0.035853794642857144,0.000244140625,0.8870642014912197,0.0014880952824439322,0.8080357142857143,0.004464285714285714,0.5758928571428571
dense,dense/normuon-lr1e-3/checkpoint-2345,muon-descent-1e-03,muon,descent,0.001,224,0.569237396833809,-0.013483519731770295,0.6505388532366071,-0.0008021763392857143,0.6139962332589286,-0.0017351422991071428,0.03654261997767857,0.0009329659598214286,0.8907844394977603,0.005208333288984639,0.8125,0.008928571428571428,0.6294642857142857
dense,dense/normuon-lr1e-3/checkpoint-2345,muon-sign-reversal-1e-03,muon,sign_reversal,0.001,224,0.5949039435477711,0.012183026982191742,0.6524396623883929,0.0010986328125,0.6176845005580357,0.001953125,0.034755161830357144,-0.0008544921875,0.8833439632185868,-0.0022321429901889394,0.7991071428571429,-0.004464285714285714,0.3392857142857143
dense,dense/normuon-lr1e-3/checkpoint-2345,normuon-descent-1e-04,normuon,descent,0.0001,224,0.5829615046089073,0.00024058804332785906,0.6511143275669643,-0.00022670200892857144,0.6154000418526786,-0.00033133370535714287,0.03571428571428571,0.00010463169642857142,0.8844600347802043,-0.0011160714285714285,0.8035714285714286,0.0,0.47767857142857145
dense,dense/normuon-lr1e-3/checkpoint-2345,normuon-descent-3e-04,normuon,descent,0.0003,224,0.5814958215083347,-0.0012250950572446787,0.6508701869419643,-0.00047084263392857144,0.6150948660714286,-0.0006365094866071429,0.03577532087053571,0.00016566685267857144,0.8863201537834746,0.000744047574698925,0.8035714285714286,0.0,0.5535714285714286
dense,dense/normuon-lr1e-3/checkpoint-2345,normuon-descent-1e-03,normuon,descent,0.001,224,0.5691524954651997,-0.013568421100379575,0.6503993443080357,-0.0009416852678571429,0.6139613560267857,-0.00177001953125,0.03643798828125,0.0008283342633928571,0.8885522966406175,0.002976190431841782,0.8080357142857143,0.004464285714285714,0.6071428571428571
dense,dense/normuon-lr1e-3/checkpoint-2345,normuon-sign-reversal-1e-03,normuon,sign_reversal,0.001,224,0.58909562383412,0.006374707268540598,0.6523786272321429,0.00103759765625,0.6173793247767857,0.00164794921875,0.034999302455357144,-0.0006103515625,0.8829719394977603,-0.0026041667110153605,0.7991071428571429,-0.004464285714285714,0.3482142857142857
dense,dense/normuon-lr1e-3/checkpoint-3907,adamw-descent-1e-04,adamw,descent,0.0001,224,0.5599536385239584,-0.002588281704187726,0.6537388392857143,-0.00021798270089285715,0.6162894112723214,-0.0004970005580357143,0.037449428013392856,0.00027901785714285713,0.8822172625389483,-0.002976190431841782,0.7946428571428571,-0.004464285714285714,0.5982142857142857
dense,dense/normuon-lr1e-3/checkpoint-3907,adamw-descent-3e-04,adamw,descent,0.0003,224,0.5621424779900346,-0.00039944223811159773,0.6529105050223214,-0.0010463169642857143,0.6155046735491071,-0.00128173828125,0.03740583147321429,0.00023542131696428572,0.8848214291169175,-0.00037202385387250355,0.7946428571428571,-0.004464285714285714,0.6026785714285714
dense,dense/normuon-lr1e-3/checkpoint-3907,adamw-descent-1e-03,adamw,descent,0.001,224,0.5563774426859059,-0.006164477542240222,0.6510707310267857,-0.0028860909598214285,0.6125749860491071,-0.00421142578125,0.03849574497767857,0.0013253348214285715,0.8918898815422186,0.006696428571428571,0.8125,0.013392857142857142,0.6294642857142857
dense,dense/normuon-lr1e-3/checkpoint-3907,adamw-sign-reversal-1e-03,adamw,sign_reversal,0.001,224,0.5670262616910934,0.004484341462947279,0.6581682477678571,0.00421142578125,0.6223667689732143,0.005580357142857143,0.035801478794642856,-0.0013689313616071428,0.8874255958279329,0.002232142857142857,0.8035714285714286,0.004464285714285714,0.32589285714285715
dense,dense/normuon-lr1e-3/checkpoint-3907,muon-descent-1e-04,muon,descent,0.0001,224,0.5601848083962457,-0.002357111831900381,0.6538521902901786,-0.00010463169642857142,0.6164202008928571,-0.0003662109375,0.03743198939732143,0.00026157924107142856,0.8859375005454889,0.000744047574698925,0.7991071428571429,0.0,0.5491071428571429
dense,dense/normuon-lr1e-3/checkpoint-3907,muon-descent-3e-04,muon,descent,0.0003,224,0.561861300945176,-0.0006806192829701883,0.6535470145089286,-0.00040980747767857144,0.6160714285714286,-0.0007149832589285714,0.0374755859375,0.00030517578125,0.8851934531038361,1.330460820879255e-10,0.8035714285714286,0.004464285714285714,0.5491071428571429
dense,dense/normuon-lr1e-3/checkpoint-3907,muon-descent-1e-03,muon,descent,0.001,224,0.558630348409549,-0.0039115718185972325,0.651611328125,-0.002345493861607143,0.6136648995535714,-0.0031215122767857145,0.03794642857142857,0.0007760184151785714,0.8892857148312032,0.004092261860413211,0.8035714285714286,0.004464285714285714,0.6205357142857143
dense,dense/normuon-lr1e-3/checkpoint-3907,muon-sign-reversal-1e-03,muon,sign_reversal,0.001,224,0.5660245253794918,0.003482605151345654,0.6575230189732143,0.003566196986607143,0.6211460658482143,0.004359654017857143,0.036376953125,-0.00079345703125,0.8842261909906354,-0.0009672619801546846,0.7946428571428571,-0.004464285714285714,0.35267857142857145
dense,dense/normuon-lr1e-3/checkpoint-3907,normuon-descent-1e-04,normuon,descent,0.0001,224,0.5572705180230904,-0.005271402205055763,0.6539132254464286,-4.359654017857143e-05,0.6165771484375,-0.00020926339285714285,0.03733607700892857,0.00016566685267857144,0.8859375005454889,0.000744047574698925,0.7991071428571429,0.0,0.4955357142857143
dense,dense/normuon-lr1e-3/checkpoint-3907,normuon-descent-3e-04,normuon,descent,0.0003,224,0.5624784611276742,-6.345910047197581e-05,0.6533639090401786,-0.0005929129464285714,0.615966796875,-0.0008196149553571429,0.03739711216517857,0.00022670200892857144,0.8839285720938018,-0.0012648808769881725,0.7946428571428571,-0.004464285714285714,0.5669642857142857
dense,dense/normuon-lr1e-3/checkpoint-3907,normuon-descent-1e-03,normuon,descent,0.001,224,0.5586965198290272,-0.0038454003991189112,0.6518990652901786,-0.0020577566964285715,0.6141095842633929,-0.0026768275669642855,0.03778948102678571,0.0006190708705357143,0.8866815481201878,0.00148809514939785,0.7991071428571429,0.0,0.6428571428571429
dense,dense/normuon-lr1e-3/checkpoint-3907,normuon-sign-reversal-1e-03,normuon,sign_reversal,0.001,224,0.5612029157837242,-0.0013390044444219842,0.6571393694196429,0.0031825474330357145,0.6203700474330357,0.0035836356026785715,0.036769321986607144,-0.00040108816964285713,0.8892857148312032,0.004092261860413211,0.8035714285714286,0.004464285714285714,0.4017857142857143
late,late/pretrained,adamw-descent-1e-04,adamw,descent,0.0001,224,0.867148453332306,0.0032229090145798572,0.9156646781734058,-3.4866322364125934e-05,0.8966795410960913,-3.58330351965768e-05,0.01898513707731451,9.667128324508667e-07,0.9052986821957997,-0.00021258502134255,0.8526785714285714,0.0,0.24553571428571427
late,late/pretrained,adamw-descent-3e-04,adamw,descent,0.0003,224,0.8649612946571281,0.001035750339402064,0.9155814301754747,-0.00011811432029519762,0.8965863896799939,-0.0001289844512939453,0.01899504049548081,1.087013099874769e-05,0.905404974706471,-0.000106292510671275,0.8526785714285714,0.0,0.24553571428571427
late,late/pretrained,adamw-descent-1e-03,adamw,descent,0.001,224,0.8606605741574368,-0.0032649701602892123,0.9153181354382208,-0.0003814090575490679,0.8962796136204686,-0.0004357605108192989,0.019038521817752292,5.4351453270230975e-05,0.9055909866334072,7.971941626497678e-05,0.8526785714285714,0.0,0.24553571428571427
late,late/pretrained,adamw-sign-reversal-1e-03,adamw,sign_reversal,0.001,224,0.8680131808899113,0.00408763657218517,0.9160735633756433,0.00037401887987341197,0.8971618520362037,0.00044647790491580963,0.018911711339439665,-7.245902504239763e-05,0.9076105444692075,0.002099277252065284,0.8571428571428571,0.004464285714285714,0.25892857142857145
late,late/pretrained,muon-descent-1e-04,muon,descent,0.0001,224,0.8650999171189347,0.0011743728012087054,0.915676314117653,-2.3230378116880145e-05,0.8966878849480834,-2.748918320451464e-05,0.018988429169569696,4.2588050876344956e-06,0.9054846941227359,-2.657309440629823e-05,0.8526785714285714,0.0,0.24553571428571427
late,late/pretrained,muon-descent-3e-04,muon,descent,0.0003,224,0.8651787957421913,0.0012532514244651643,0.9156325824026551,-6.69620931148529e-05,0.8966273798474244,-8.799428386347634e-05,0.019005202555230687,2.103219074862344e-05,0.905404974706471,-0.000106292510671275,0.8526785714285714,0.0,0.23214285714285715
late,late/pretrained,muon-descent-1e-03,muon,descent,0.001,224,0.8671954499457455,0.0032699056280194633,0.9154646050717149,-0.00023493942405496324,0.8964236054037299,-0.00029176872755799977,0.019040999667985097,5.68293035030365e-05,0.9031728318493281,-0.0023384353678141323,0.8482142857142857,-0.004464285714285714,0.24553571428571427
late,late/pretrained,muon-sign-reversal-1e-03,muon,sign_reversal,0.001,224,0.8684481463826373,0.0045226020649112375,0.9158884180443627,0.00018887354859283993,0.8969544039240905,0.00023902979280267443,0.01893401412027223,-5.015624420983451e-05,0.9076105444692075,0.002099277252065284,0.8571428571428571,0.004464285714285714,0.24553571428571427
late,late/pretrained,normuon-descent-1e-04,normuon,descent,0.0001,224,0.8647779364279421,0.0008523921102159589,0.9156878257968596,-1.1718698910304478e-05,0.8966958091727325,-1.9564958555357797e-05,0.018992016624127115,7.846259645053319e-06,0.9055909866334072,7.971941626497678e-05,0.8526785714285714,0.0,0.23214285714285715
late,late/pretrained,normuon-descent-3e-04,normuon,descent,0.0003,224,0.8678044040688685,0.0038788597511424223,0.9156358268644128,-6.371763135705675e-05,0.8966427841889006,-7.258994238717216e-05,0.01899304267551218,8.8723110301154e-06,0.905660076732082,0.000148809514939785,0.8526785714285714,0.0,0.23214285714285715
late,late/pretrained,normuon-descent-1e-03,normuon,descent,0.001,224,0.8670946067908589,0.003169062473132835,0.9154949260077306,-0.0002046184880392892,0.8964701143226453,-0.0002452598086425236,0.019024811685085297,4.064132060323443e-05,0.9054846941227359,-2.657309440629823e-05,0.8526785714285714,0.0,0.22321428571428573
late,late/pretrained,normuon-sign-reversal-1e-03,normuon,sign_reversal,0.001,224,0.8659393923922053,0.0020138480744792886,0.9158462139644793,0.00014666946870940073,0.896891923887389,0.00017654975610119955,0.018954290077090263,-2.9880287391798837e-05,0.9097629679100854,0.004251700692943164,0.8616071428571429,0.008928571428571428,0.21428571428571427
late,late/adamw-lr1e-5/checkpoint-782,adamw-descent-1e-04,adamw,descent,0.0001,224,0.621178562017661,-0.003233097107828994,0.9466423804738692,-0.0002845254327569689,0.9332518601523978,-0.00034446242664541515,0.01339052032147135,5.9936993888446265e-05,0.9094600342214108,0.0024553571295525345,0.8616071428571429,0.004464285714285714,0.35267857142857145
late,late/adamw-lr1e-5/checkpoint-782,adamw-descent-3e-04,adamw,descent,0.0003,224,0.6259193319795701,0.001507672854080187,0.9460677770631654,-0.0008591288434607643,0.9325802020196404,-0.0010161205594028746,0.013487575043525015,0.00015699171594211033,0.9092368199490011,0.002232142857142857,0.8616071428571429,0.004464285714285714,0.40625
late,late/adamw-lr1e-5/checkpoint-782,adamw-descent-1e-03,adamw,descent,0.001,224,0.6377904038520639,0.013378744726574012,0.9439954486276422,-0.0029314572789839338,0.9301634683672871,-0.003432854211756161,0.013831980260355132,0.0005013969327722277,0.9139243199356964,0.0069196428438382486,0.8660714285714286,0.008928571428571428,0.42857142857142855
late,late/adamw-lr1e-5/checkpoint-782,adamw-sign-reversal-1e-03,adamw,sign_reversal,0.001,224,0.6112300885929695,-0.013181570532520384,0.9497058535260814,0.0027789476194552015,0.936890436070306,0.0032941134912627085,0.012815417455775397,-0.0005151658718075071,0.9061118199356964,-0.0008928571561617511,0.8571428571428571,0.0,0.15178571428571427
late,late/adamw-lr1e-5/checkpoint-782,muon-descent-1e-04,muon,descent,0.0001,224,0.6227022383234201,-0.0017094208020698165,0.9467818524156298,-0.00014505349099636078,0.9334242391799178,-0.0001720833991255079,0.013357613235712051,2.7029908129147122e-05,0.9068558676434415,-0.00014880944841674397,0.8571428571428571,0.0,0.29017857142857145
late,late/adamw-lr1e-5/checkpoint-782,muon-descent-3e-04,muon,descent,0.0003,224,0.6219910740557211,-0.0024205850697688485,0.9465056899935007,-0.00042121591312544685,0.9330977922571557,-0.0004985303218875613,0.013407897736345018,7.731440876211439e-05,0.9070046770918582,0.0,0.8571428571428571,0.0,0.35714285714285715
late,late/adamw-lr1e-5/checkpoint-782,muon-descent-1e-03,muon,descent,0.001,224,0.6299881064237324,0.0055764472982424386,0.9454758856445551,-0.0014510202620710646,0.9318988586642912,-0.0016974639147520065,0.013577026980263847,0.000246443652680942,0.9131802723609975,0.0061755952691393235,0.8660714285714286,0.008928571428571428,0.4419642857142857
late,late/adamw-lr1e-5/checkpoint-782,muon-sign-reversal-1e-03,muon,sign_reversal,0.001,224,0.6178772047947252,-0.006534454330764795,0.9483612158468792,0.0014343099402529852,0.9352819355470794,0.0016856129680361067,0.013079280299799783,-0.0002513030277831214,0.9090880105005843,0.002083333408726113,0.8616071428571429,0.004464285714285714,0.16517857142857142
late,late/adamw-lr1e-5/checkpoint-782,normuon-descent-1e-04,normuon,descent,0.0001,224,0.6225844430642838,-0.0018272160612060606,0.9467984743948493,-0.0001284315117767879,0.933444967759507,-0.0001513548195362091,0.013353506635342325,2.2923307759421213e-05,0.9094600342214108,0.0024553571295525345,0.8616071428571429,0.004464285714285714,0.33482142857142855
late,late/adamw-lr1e-5/checkpoint-782,normuon-descent-3e-04,normuon,descent,0.0003,224,0.6224588683123989,-0.0019527908130909655,0.9465621786990336,-0.00036472720759255547,0.9331652969121933,-0.0004310256668499538,0.013396881786840302,6.629845925739833e-05,0.9070046770918582,0.0,0.8571428571428571,0.0,0.35714285714285715
late,late/adamw-lr1e-5/checkpoint-782,normuon-descent-1e-03,normuon,descent,0.001,224,0.6278271237506228,0.003415464625132853,0.9456621299364737,-0.0012647759701524461,0.93211576502238,-0.0014805575566632406,0.013546364914093698,0.0002157815865107945,0.9131802723609975,0.0061755952691393235,0.8660714285714286,0.008928571428571428,0.41517857142857145
late,late/adamw-lr1e-5/checkpoint-782,normuon-sign-reversal-1e-03,normuon,sign_reversal,0.001,224,0.6197584881274134,-0.004653170998076542,0.9481656766895737,0.0012387707829475403,0.9350428522697517,0.001446529690708433,0.013122824419822012,-0.0002077589077608926,0.9084927723743021,0.0014880952824439322,0.8616071428571429,0.004464285714285714,0.1875
late,late/adamw-lr1e-5/checkpoint-2345,adamw-descent-1e-04,adamw,descent,0.0001,224,0.6855158631180605,0.003602734810701978,0.9397590889462403,-0.00037608668208122253,0.9245074367416757,-0.0004384544278894152,0.015251652204564639,6.236774580819266e-05,0.9110544219480029,0.000148809514939785,0.8660714285714286,0.0,0.32142857142857145
late,late/adamw-lr1e-5/checkpoint-2345,adamw-descent-3e-04,adamw,descent,0.0003,224,0.6873261509715766,0.00541302266421817,0.9390232414007187,-0.0011119342276028224,0.9236492019678865,-0.0012966892016785486,0.015374039432832174,0.0001847549740757261,0.9112032314629427,0.00029761902987957,0.8660714285714286,0.0,0.3794642857142857
late,late/adamw-lr1e-5/checkpoint-2345,adamw-descent-1e-03,adamw,descent,0.001,224,0.7011972158328057,0.019284087525447222,0.9363678518150534,-0.0037673238132681164,0.9205603849674974,-0.004385506202067647,0.01580746684755598,0.0006181823887995311,0.9094919220411352,-0.0014136903919279575,0.8616071428571429,-0.004464285714285714,0.4017857142857143
late,late/adamw-lr1e-5/checkpoint-2345,adamw-sign-reversal-1e-03,adamw,sign_reversal,0.001,224,0.667040279172023,-0.014872849135335502,0.9438026510179043,0.00366747538958277,0.9292493215096849,0.0043034303401197705,0.014553329508219446,-0.0006359549505370003,0.9153698981473488,0.004464285714285714,0.875,0.008928571428571428,0.14285714285714285
late,late/adamw-lr1e-5/checkpoint-2345,muon-descent-1e-04,muon,descent,0.0001,224,0.6833652906223344,0.0014521623149759133,0.9399421377373594,-0.00019303789096219198,0.9247239418327808,-0.00022194933678422655,0.015218195904578482,2.8911445822034564e-05,0.9112032314629427,0.00029761902987957,0.8660714285714286,0.0,0.2767857142857143
late,late/adamw-lr1e-5/checkpoint-2345,muon-descent-3e-04,muon,descent,0.0003,224,0.6861944403872507,0.004281312079892257,0.9395834524184465,-0.0005517232098749705,0.9243124398802008,-0.0006334512893642698,0.015271012538245745,8.172807948929923e-05,0.9110544219480029,0.000148809514939785,0.8660714285714286,0.0,0.32589285714285715
late,late/adamw-lr1e-5/checkpoint-2345,muon-descent-1e-03,muon,descent,0.001,224,0.692378802402013,0.010465674094654456,0.9383103176951408,-0.0018248579331806728,0.9228179955056736,-0.0021278956638915198,0.015492322189467294,0.00030303773071084706,0.9110544219480029,0.000148809514939785,0.8660714285714286,0.0,0.375
late,late/adamw-lr1e-5/checkpoint-2345,muon-sign-reversal-1e-03,muon,sign_reversal,0.001,224,0.6726837099336141,-0.009229418373744278,0.9419380096452576,0.001802834016936166,0.9270547814667225,0.0021088902971574237,0.014883228178535188,-0.0003060562802212579,0.913137755290206,0.002232142857142857,0.8705357142857143,0.004464285714285714,0.16071428571428573
late,late/adamw-lr1e-5/checkpoint-2345,normuon-descent-1e-04,normuon,descent,0.0001,224,0.6840013929586884,0.0020882646513299885,0.9399741544787373,-0.00016102114958422526,0.9247659796050617,-0.00017991156450339725,0.01520817487367562,1.8890414919172015e-05,0.9110544219480029,0.000148809514939785,0.8660714285714286,0.0,0.26339285714285715
late,late/adamw-lr1e-5/checkpoint-2345,normuon-descent-3e-04,normuon,descent,0.0003,224,0.6850770970095411,0.003163968702182559,0.9396520065409797,-0.00048316908734185357,0.9243865590542555,-0.000559332115309579,0.015265447486724173,7.616302796772548e-05,0.9112032314629427,0.00029761902987957,0.8660714285714286,0.0,0.32142857142857145
late,late/adamw-lr1e-5/checkpoint-2345,normuon-descent-1e-03,normuon,descent,0.001,224,0.6905132535712442,0.00860012526388568,0.9385627441640411,-0.001572431464280401,0.923124060300844,-0.0018218308687210083,0.015438683863197054,0.00024939940444060734,0.9108312076755932,-7.44047574698925e-05,0.8660714285714286,0.0,0.3794642857142857
late,late/adamw-lr1e-5/checkpoint-2345,normuon-sign-reversal-1e-03,normuon,sign_reversal,0.001,224,0.6776932587020265,-0.004219869605332065,0.9417054578661919,0.0015702822378703526,0.9267719518393278,0.0018260606697627477,0.014933506026864052,-0.000255778431892395,0.9086734695759203,-0.002232142857142857,0.8616071428571429,-0.004464285714285714,0.15178571428571427
late,late/adamw-lr1e-5/checkpoint-3907,adamw-descent-1e-04,adamw,descent,0.0001,224,0.6925743360301434,-0.0014132900954330857,0.9377429293734687,-0.00039766356348991394,0.9219830179853099,-0.0004801869924579348,0.015759911388158798,8.252342896802085e-05,0.9130633505327361,0.001488095215920891,0.8705357142857143,0.004464285714285714,0.35714285714285715
late,late/adamw-lr1e-5/checkpoint-3907,adamw-descent-3e-04,adamw,descent,0.0003,224,0.6990149536544319,0.005027327528855517,0.9369902993951525,-0.0011502935418060847,0.9211142478244645,-0.0013489571533032826,0.015876051570687975,0.00019866361149719784,0.9130633505327361,0.001488095215920891,0.8705357142857143,0.004464285714285714,0.3392857142857143
late,late/adamw-lr1e-5/checkpoint-3907,adamw-descent-1e-03,adamw,descent,0.001,224,0.7108095311601694,0.016821905034593052,0.934307309399758,-0.003833283537200519,0.9179793327514615,-0.00448387222630637,0.01632797664829663,0.0006505886891058513,0.9117984695892248,0.0002232142724096775,0.8660714285714286,0.0,0.40625
late,late/adamw-lr1e-5/checkpoint-3907,adamw-sign-reversal-1e-03,adamw,sign_reversal,0.001,224,0.6749722422050682,-0.019015383920508087,0.941884226298758,0.003743633361799376,0.9268732337015015,0.0044100287237337655,0.015010992597256387,-0.0006663953619343894,0.9112776362204126,-0.00029761909640261104,0.8660714285714286,0.0,0.13839285714285715
late,late/adamw-lr1e-5/checkpoint-3907,muon-descent-1e-04,muon,descent,0.0001,224,0.6932789046484539,-0.0007087214771226107,0.9379408375493118,-0.00019975538764681135,0.9222213338528361,-0.00024187112493174418,0.01571950369647571,4.211573728493282e-05,0.9134353743866086,0.0018601190697933947,0.8705357142857143,0.004464285714285714,0.32142857142857145
late,late/adamw-lr1e-5/checkpoint-3907,muon-descent-3e-04,muon,descent,0.0003,224,0.6954814216969881,0.0014937955714116363,0.9375810915870326,-0.0005595013499259949,0.921802781522274,-0.0006604234554937907,0.015778310064758574,0.00010092210556779589,0.9130633505327361,0.001488095215920891,0.8705357142857143,0.004464285714285714,0.34375
late,late/adamw-lr1e-5/checkpoint-3907,muon-descent-1e-03,muon,descent,0.001,224,0.7010450627807513,0.007057436655174966,0.9362941863281387,-0.0018464066088199615,0.9203009538884673,-0.002162251089300428,0.015993232439671243,0.0003158444804804666,0.910980017190533,-0.0005952381262821811,0.8660714285714286,0.0,0.35267857142857145
late,late/adamw-lr1e-5/checkpoint-3907,muon-sign-reversal-1e-03,muon,sign_reversal,0.001,224,0.6843775784265499,-0.00961004769902653,0.9399707218898194,0.0018301289528608322,0.9246220045856067,0.002158799607838903,0.015348717304212707,-0.00032867065497807095,0.9112776362204126,-0.00029761909640261104,0.8660714285714286,0.0,0.16964285714285715
late,late/adamw-lr1e-5/checkpoint-3907,normuon-descent-1e-04,normuon,descent,0.0001,224,0.6950383878771985,0.0010507617516221249,0.9379403758794069,-0.00020021705755165646,0.9222336430102587,-0.00022956196750913347,0.015706732869148254,2.9344909957477023e-05,0.9088222790908601,-0.0027529762259551455,0.8616071428571429,-0.004464285714285714,0.25892857142857145
late,late/adamw-lr1e-5/checkpoint-3907,normuon-descent-3e-04,normuon,descent,0.0003,224,0.6967823027735941,0.0027946766480176116,0.9376537233058896,-0.00048686963106904713,0.921889950122152,-0.0005732548556157521,0.015763773183737482,8.638522454670497e-05,0.9132121600476759,0.001636904730860676,0.8705357142857143,0.004464285714285714,0.30357142857142855
late,late/adamw-lr1e-5/checkpoint-3907,normuon-descent-1e-03,normuon,descent,0.001,224,0.7006899044881582,0.006702278362581827,0.9365174381860665,-0.0016231547508920943,0.9205774630286864,-0.001885741949081421,0.015939975157380104,0.0002625871981893267,0.9113520410444055,-0.0002232142724096775,0.8660714285714286,0.0,0.3482142857142857
late,late/adamw-lr1e-5/checkpoint-3907,normuon-sign-reversal-1e-03,normuon,sign_reversal,0.001,224,0.6889871720354972,-0.005000454090079177,0.9397416766732931,0.0016010837363345282,0.9243506390069213,0.001887434029153415,0.01539103766637189,-0.0002863502928188869,0.9110544219480029,-0.0005208333688122886,0.8660714285714286,0.0,0.15625
late,late/muon-lr1e-3/checkpoint-782,adamw-descent-1e-04,adamw,descent,0.0001,224,0.7133183069382871,0.0015011948206771844,0.9434677511453629,-0.00035978108644485474,0.9285186550446919,-0.0004389972559043339,0.014949096100670951,7.92161694594792e-05,0.9090136057431144,-0.000106292510671275,0.8660714285714286,0.0,0.3482142857142857
late,late/muon-lr1e-3/checkpoint-782,adamw-descent-3e-04,adamw,descent,0.0003,224,0.7172068559390841,0.005389743821474153,0.942735091383968,-0.001092440847839628,0.9276404117367097,-0.0013172405638865062,0.015094679647258349,0.00022479971604687826,0.9091198982537857,0.0,0.8660714285714286,0.0,0.36607142857142855
late,late/muon-lr1e-3/checkpoint-782,adamw-descent-1e-03,adamw,descent,0.001,224,0.7293446713890165,0.01752755927140656,0.9400639406272343,-0.003763591604573386,0.9244617247687918,-0.004495927531804357,0.015602215858442443,0.0007323359272309712,0.907482993522925,-0.001636904730860676,0.8616071428571429,-0.004464285714285714,0.41517857142857145
