family,anchor,challenger,reference,direction,relative_scale,samples,delta_delta_contrastive_loss,delta_delta_positive_score,delta_delta_hardest_negative_score,delta_delta_positive_margin,delta_delta_reciprocal_rank,delta_delta_top1_accuracy
late,late/adamw-lr1e-5/checkpoint-782,normuon,adamw,sign_reversal,0.001,224,0.008528399534443842,-0.001540176836507661,-0.0018475838005542755,0.0003074069640466145,0.002380952438605683,0.004464285714285714
late,late/adamw-lr1e-5/checkpoint-2345,muon,adamw,descent,0.0001,224,-0.0021505724957260647,0.00018304879111903056,0.00021650509110518863,-3.34562999861581e-05,0.000148809514939785,0.0
late,late/adamw-lr1e-5/checkpoint-2345,muon,adamw,descent,0.0003,224,-0.0011317105843259131,0.0005602110177278519,0.0006632379123142787,-0.00010302689458642687,-0.000148809514939785,0.0
late,late/adamw-lr1e-5/checkpoint-2345,muon,adamw,descent,0.001,224,-0.008818413430792768,0.0019424658800874437,0.002257610538176128,-0.0003151446580886841,0.0015624999068677425,0.004464285714285714
late,late/adamw-lr1e-5/checkpoint-2345,muon,adamw,sign_reversal,0.001,224,0.005643430761591224,-0.0018646413726466043,-0.002194540042962347,0.0003298986703157425,-0.002232142857142857,-0.004464285714285714
late,late/adamw-lr1e-5/checkpoint-2345,normuon,adamw,descent,0.0001,224,-0.0015144701593719897,0.00021506553249699728,0.00025854286338601796,-4.347733088902065e-05,0.0,0.0
late,late/adamw-lr1e-5/checkpoint-2345,normuon,adamw,descent,0.0003,224,-0.002249053962035611,0.0006287651402609688,0.0007373570863689695,-0.00010859194610800062,0.0,0.0
late,late/adamw-lr1e-5/checkpoint-2345,normuon,adamw,descent,0.001,224,-0.010683962261561541,0.0021948923489877154,0.0025636753333466394,-0.00036878298435892375,0.001339285634458065,0.004464285714285714
late,late/adamw-lr1e-5/checkpoint-2345,normuon,adamw,sign_reversal,0.001,224,0.010652979530003437,-0.0020971931517124176,-0.002477369670357023,0.00038017651864460537,-0.006696428571428571,-0.013392857142857142
late,late/adamw-lr1e-5/checkpoint-3907,muon,adamw,descent,0.0001,224,0.0007045686183104749,0.0001979081758431026,0.00023831586752619063,-4.040769168308803e-05,0.00037202385387250355,0.0
late,late/adamw-lr1e-5/checkpoint-3907,muon,adamw,descent,0.0003,224,-0.0035335319574438806,0.0005907921918800899,0.0006885336978094918,-9.774150592940194e-05,0.0,0.0
