fraction,learning_rate,model_family,ndcg_at_10,optimizer,run_id,stage,step,task
0.4,0.003,dense,0.19454,muon,verified-v3-muon-3e-3,2,1563,DBPedia
0.4,0.003,dense,0.91382,muon,verified-v3-muon-3e-3,2,1563,FEVER
0.4,0.003,dense,0.46302,muon,verified-v3-muon-3e-3,2,1563,FiQA2018
0.4,0.003,dense,0.5841,muon,verified-v3-muon-3e-3,2,1563,HotpotQA
0.4,0.003,dense,0.51478,muon,verified-v3-muon-3e-3,2,1563,MSMARCO
0.4,0.003,dense,0.22213,muon,verified-v3-muon-3e-3,2,1563,NFCorpus
0.4,0.003,dense,0.90247,muon,verified-v3-muon-3e-3,2,1563,NQ
0.4,0.003,dense,0.8824,muon,verified-v3-muon-3e-3,2,1563,QuoraRetrieval
0.4,0.003,dense,0.09741,muon,verified-v3-muon-3e-3,2,1563,SCIDOCS
0.4,0.003,dense,0.81832,muon,verified-v3-muon-3e-3,2,1563,SciFact
0.4,0.003,dense,0.71897,muon,verified-v3-muon-3e-3,2,1563,TRECCOVID
0.4,0.003,dense,0.34311,muon,verified-v3-muon-3e-3,2,1563,Touche2020
0.6,0.003,dense,0.49043,muon,verified-v3-muon-3e-3,3,2345,ArguAna
0.6,0.003,dense,0.41876,muon,verified-v3-muon-3e-3,3,2345,ClimateFEVER
0.6,0.003,dense,0.20508,muon,verified-v3-muon-3e-3,3,2345,DBPedia
0.6,0.003,dense,0.91023,muon,verified-v3-muon-3e-3,3,2345,FEVER
0.6,0.003,dense,0.50082,muon,verified-v3-muon-3e-3,3,2345,FiQA2018
0.6,0.003,dense,0.60629,muon,verified-v3-muon-3e-3,3,2345,HotpotQA
0.6,0.003,dense,0.53263,muon,verified-v3-muon-3e-3,3,2345,MSMARCO
0.6,0.003,dense,0.23185,muon,verified-v3-muon-3e-3,3,2345,NFCorpus
0.6,0.003,dense,0.89207,muon,verified-v3-muon-3e-3,3,2345,NQ
0.6,0.003,dense,0.8579,muon,verified-v3-muon-3e-3,3,2345,QuoraRetrieval
0.6,0.003,dense,0.10816,muon,verified-v3-muon-3e-3,3,2345,SCIDOCS
0.6,0.003,dense,0.8156,muon,verified-v3-muon-3e-3,3,2345,SciFact
0.6,0.003,dense,0.71835,muon,verified-v3-muon-3e-3,3,2345,TRECCOVID
0.6,0.003,dense,0.31753,muon,verified-v3-muon-3e-3,3,2345,Touche2020
0.8,0.003,dense,0.4791,muon,verified-v3-muon-3e-3,4,3126,ArguAna
0.8,0.003,dense,0.43336,muon,verified-v3-muon-3e-3,4,3126,ClimateFEVER
0.8,0.003,dense,0.21533,muon,verified-v3-muon-3e-3,4,3126,DBPedia
0.8,0.003,dense,0.91593,muon,verified-v3-muon-3e-3,4,3126,FEVER
0.8,0.003,dense,0.49281,muon,verified-v3-muon-3e-3,4,3126,FiQA2018
0.8,0.003,dense,0.61411,muon,verified-v3-muon-3e-3,4,3126,HotpotQA
0.8,0.003,dense,0.54616,muon,verified-v3-muon-3e-3,4,3126,MSMARCO
0.8,0.003,dense,0.22292,muon,verified-v3-muon-3e-3,4,3126,NFCorpus
0.8,0.003,dense,0.91895,muon,verified-v3-muon-3e-3,4,3126,NQ
0.8,0.003,dense,0.87158,muon,verified-v3-muon-3e-3,4,3126,QuoraRetrieval
0.8,0.003,dense,0.10529,muon,verified-v3-muon-3e-3,4,3126,SCIDOCS
0.8,0.003,dense,0.79575,muon,verified-v3-muon-3e-3,4,3126,SciFact
0.8,0.003,dense,0.75227,muon,verified-v3-muon-3e-3,4,3126,TRECCOVID
0.8,0.003,dense,0.31368,muon,verified-v3-muon-3e-3,4,3126,Touche2020
1.0,0.003,dense,0.48029,muon,verified-v3-muon-3e-3,5,3907,ArguAna
1.0,0.003,dense,0.42497,muon,verified-v3-muon-3e-3,5,3907,ClimateFEVER
1.0,0.003,dense,0.22777,muon,verified-v3-muon-3e-3,5,3907,DBPedia
1.0,0.003,dense,0.92206,muon,verified-v3-muon-3e-3,5,3907,FEVER
1.0,0.003,dense,0.52861,muon,verified-v3-muon-3e-3,5,3907,FiQA2018
1.0,0.003,dense,0.62228,muon,verified-v3-muon-3e-3,5,3907,HotpotQA
1.0,0.003,dense,0.55601,muon,verified-v3-muon-3e-3,5,3907,MSMARCO
1.0,0.003,dense,0.23442,muon,verified-v3-muon-3e-3,5,3907,NFCorpus
1.0,0.003,dense,0.92114,muon,verified-v3-muon-3e-3,5,3907,NQ
1.0,0.003,dense,0.88679,muon,verified-v3-muon-3e-3,5,3907,QuoraRetrieval
1.0,0.003,dense,0.10939,muon,verified-v3-muon-3e-3,5,3907,SCIDOCS
1.0,0.003,dense,0.82078,muon,verified-v3-muon-3e-3,5,3907,SciFact
1.0,0.003,dense,0.76655,muon,verified-v3-muon-3e-3,5,3907,TRECCOVID
1.0,0.003,dense,0.29945,muon,verified-v3-muon-3e-3,5,3907,Touche2020
0.2,0.0001,dense,0.59143,normuon,verified-v3-normuon-1e-4,1,782,ArguAna
0.2,0.0001,dense,0.3357,normuon,verified-v3-normuon-1e-4,1,782,ClimateFEVER
0.2,0.0001,dense,0.27471,normuon,verified-v3-normuon-1e-4,1,782,DBPedia
0.2,0.0001,dense,0.88832,normuon,verified-v3-normuon-1e-4,1,782,FEVER
0.2,0.0001,dense,0.52304,normuon,verified-v3-normuon-1e-4,1,782,FiQA2018
0.2,0.0001,dense,0.67328,normuon,verified-v3-normuon-1e-4,1,782,HotpotQA
0.2,0.0001,dense,0.53159,normuon,verified-v3-normuon-1e-4,1,782,MSMARCO
0.2,0.0001,dense,0.28616,normuon,verified-v3-normuon-1e-4,1,782,NFCorpus
0.2,0.0001,dense,0.94734,normuon,verified-v3-normuon-1e-4,1,782,NQ
0.2,0.0001,dense,0.91603,normuon,verified-v3-normuon-1e-4,1,782,QuoraRetrieval
0.2,0.0001,dense,0.14472,normuon,verified-v3-normuon-1e-4,1,782,SCIDOCS
0.2,0.0001,dense,0.87868,normuon,verified-v3-normuon-1e-4,1,782,SciFact
0.2,0.0001,dense,0.81363,normuon,verified-v3-normuon-1e-4,1,782,TRECCOVID
0.2,0.0001,dense,0.31702,normuon,verified-v3-normuon-1e-4,1,782,Touche2020
0.4,0.0001,dense,0.58441,normuon,verified-v3-normuon-1e-4,2,1563,ArguAna
0.4,0.0001,dense,0.37355,normuon,verified-v3-normuon-1e-4,2,1563,ClimateFEVER
0.4,0.0001,dense,0.27821,normuon,verified-v3-normuon-1e-4,2,1563,DBPedia
0.4,0.0001,dense,0.90386,normuon,verified-v3-normuon-1e-4,2,1563,FEVER
0.4,0.0001,dense,0.52323,normuon,verified-v3-normuon-1e-4,2,1563,FiQA2018
0.4,0.0001,dense,0.677,normuon,verified-v3-normuon-1e-4,2,1563,HotpotQA
0.4,0.0001,dense,0.55174,normuon,verified-v3-normuon-1e-4,2,1563,MSMARCO
0.4,0.0001,dense,0.28521,normuon,verified-v3-normuon-1e-4,2,1563,NFCorpus
0.4,0.0001,dense,0.92308,normuon,verified-v3-normuon-1e-4,2,1563,NQ
0.4,0.0001,dense,0.91544,normuon,verified-v3-normuon-1e-4,2,1563,QuoraRetrieval
0.4,0.0001,dense,0.15039,normuon,verified-v3-normuon-1e-4,2,1563,SCIDOCS
0.4,0.0001,dense,0.87512,normuon,verified-v3-normuon-1e-4,2,1563,SciFact
0.4,0.0001,dense,0.82945,normuon,verified-v3-normuon-1e-4,2,1563,TRECCOVID
0.4,0.0001,dense,0.34611,normuon,verified-v3-normuon-1e-4,2,1563,Touche2020
0.6,0.0001,dense,0.58417,normuon,verified-v3-normuon-1e-4,3,2345,ArguAna
0.6,0.0001,dense,0.38818,normuon,verified-v3-normuon-1e-4,3,2345,ClimateFEVER
0.6,0.0001,dense,0.27906,normuon,verified-v3-normuon-1e-4,3,2345,DBPedia
0.6,0.0001,dense,0.90813,normuon,verified-v3-normuon-1e-4,3,2345,FEVER
0.6,0.0001,dense,0.5278,normuon,verified-v3-normuon-1e-4,3,2345,FiQA2018
0.6,0.0001,dense,0.67497,normuon,verified-v3-normuon-1e-4,3,2345,HotpotQA
0.6,0.0001,dense,0.55785,normuon,verified-v3-normuon-1e-4,3,2345,MSMARCO
0.6,0.0001,dense,0.28906,normuon,verified-v3-normuon-1e-4,3,2345,NFCorpus
0.6,0.0001,dense,0.92545,normuon,verified-v3-normuon-1e-4,3,2345,NQ
0.6,0.0001,dense,0.91566,normuon,verified-v3-normuon-1e-4,3,2345,QuoraRetrieval
0.6,0.0001,dense,0.14839,normuon,verified-v3-normuon-1e-4,3,2345,SCIDOCS
0.6,0.0001,dense,0.87927,normuon,verified-v3-normuon-1e-4,3,2345,SciFact
0.6,0.0001,dense,0.83315,normuon,verified-v3-normuon-1e-4,3,2345,TRECCOVID
0.6,0.0001,dense,0.34301,normuon,verified-v3-normuon-1e-4,3,2345,Touche2020
0.8,0.0001,dense,0.58085,normuon,verified-v3-normuon-1e-4,4,3126,ArguAna
0.8,0.0001,dense,0.39436,normuon,verified-v3-normuon-1e-4,4,3126,ClimateFEVER
0.8,0.0001,dense,0.27889,normuon,verified-v3-normuon-1e-4,4,3126,DBPedia
0.8,0.0001,dense,0.91166,normuon,verified-v3-normuon-1e-4,4,3126,FEVER
0.8,0.0001,dense,0.52533,normuon,verified-v3-normuon-1e-4,4,3126,FiQA2018
0.8,0.0001,dense,0.67573,normuon,verified-v3-normuon-1e-4,4,3126,HotpotQA
0.8,0.0001,dense,0.55994,normuon,verified-v3-normuon-1e-4,4,3126,MSMARCO
0.8,0.0001,dense,0.28774,normuon,verified-v3-normuon-1e-4,4,3126,NFCorpus
0.8,0.0001,dense,0.92545,normuon,verified-v3-normuon-1e-4,4,3126,NQ
0.8,0.0001,dense,0.91489,normuon,verified-v3-normuon-1e-4,4,3126,QuoraRetrieval
0.8,0.0001,dense,0.1489,normuon,verified-v3-normuon-1e-4,4,3126,SCIDOCS
0.8,0.0001,dense,0.87898,normuon,verified-v3-normuon-1e-4,4,3126,SciFact
0.8,0.0001,dense,0.83319,normuon,verified-v3-normuon-1e-4,4,3126,TRECCOVID
0.8,0.0001,dense,0.34261,normuon,verified-v3-normuon-1e-4,4,3126,Touche2020
1.0,0.0001,dense,0.5814,normuon,verified-v3-normuon-1e-4,5,3907,ArguAna
1.0,0.0001,dense,0.39351,normuon,verified-v3-normuon-1e-4,5,3907,ClimateFEVER
1.0,0.0001,dense,0.27898,normuon,verified-v3-normuon-1e-4,5,3907,DBPedia
1.0,0.0001,dense,0.91258,normuon,verified-v3-normuon-1e-4,5,3907,FEVER
1.0,0.0001,dense,0.53133,normuon,verified-v3-normuon-1e-4,5,3907,FiQA2018
1.0,0.0001,dense,0.67653,normuon,verified-v3-normuon-1e-4,5,3907,HotpotQA
1.0,0.0001,dense,0.56067,normuon,verified-v3-normuon-1e-4,5,3907,MSMARCO
1.0,0.0001,dense,0.28846,normuon,verified-v3-normuon-1e-4,5,3907,NFCorpus
1.0,0.0001,dense,0.92545,normuon,verified-v3-normuon-1e-4,5,3907,NQ
1.0,0.0001,dense,0.91457,normuon,verified-v3-normuon-1e-4,5,3907,QuoraRetrieval
1.0,0.0001,dense,0.14738,normuon,verified-v3-normuon-1e-4,5,3907,SCIDOCS
1.0,0.0001,dense,0.87898,normuon,verified-v3-normuon-1e-4,5,3907,SciFact
1.0,0.0001,dense,0.8368,normuon,verified-v3-normuon-1e-4,5,3907,TRECCOVID
1.0,0.0001,dense,0.34699,normuon,verified-v3-normuon-1e-4,5,3907,Touche2020
0.2,0.0003,dense,0.58449,normuon,verified-v3-normuon-3e-4,1,782,ArguAna
0.2,0.0003,dense,0.37077,normuon,verified-v3-normuon-3e-4,1,782,ClimateFEVER
0.2,0.0003,dense,0.27304,normuon,verified-v3-normuon-3e-4,1,782,DBPedia
0.2,0.0003,dense,0.91254,normuon,verified-v3-normuon-3e-4,1,782,FEVER
0.2,0.0003,dense,0.51776,normuon,verified-v3-normuon-3e-4,1,782,FiQA2018
0.2,0.0003,dense,0.6699,normuon,verified-v3-normuon-3e-4,1,782,HotpotQA
0.2,0.0003,dense,0.55391,normuon,verified-v3-normuon-3e-4,1,782,MSMARCO
0.2,0.0003,dense,0.28601,normuon,verified-v3-normuon-3e-4,1,782,NFCorpus
0.2,0.0003,dense,0.91774,normuon,verified-v3-normuon-3e-4,1,782,NQ
0.2,0.0003,dense,0.91548,normuon,verified-v3-normuon-3e-4,1,782,QuoraRetrieval
0.2,0.0003,dense,0.15046,normuon,verified-v3-normuon-3e-4,1,782,SCIDOCS
0.2,0.0003,dense,0.89851,normuon,verified-v3-normuon-3e-4,1,782,SciFact
0.2,0.0003,dense,0.83018,normuon,verified-v3-normuon-3e-4,1,782,TRECCOVID
0.2,0.0003,dense,0.34475,normuon,verified-v3-normuon-3e-4,1,782,Touche2020
0.4,0.0003,dense,0.56561,normuon,verified-v3-normuon-3e-4,2,1563,ArguAna
0.4,0.0003,dense,0.40614,normuon,verified-v3-normuon-3e-4,2,1563,ClimateFEVER
0.4,0.0003,dense,0.27356,normuon,verified-v3-normuon-3e-4,2,1563,DBPedia
0.4,0.0003,dense,0.91646,normuon,verified-v3-normuon-3e-4,2,1563,FEVER
0.4,0.0003,dense,0.52709,normuon,verified-v3-normuon-3e-4,2,1563,FiQA2018
0.4,0.0003,dense,0.6746,normuon,verified-v3-normuon-3e-4,2,1563,HotpotQA
0.4,0.0003,dense,0.56657,normuon,verified-v3-normuon-3e-4,2,1563,MSMARCO
0.4,0.0003,dense,0.28762,normuon,verified-v3-normuon-3e-4,2,1563,NFCorpus
0.4,0.0003,dense,0.93964,normuon,verified-v3-normuon-3e-4,2,1563,NQ
0.4,0.0003,dense,0.91085,normuon,verified-v3-normuon-3e-4,2,1563,QuoraRetrieval
0.4,0.0003,dense,0.14581,normuon,verified-v3-normuon-3e-4,2,1563,SCIDOCS
0.4,0.0003,dense,0.88178,normuon,verified-v3-normuon-3e-4,2,1563,SciFact
0.4,0.0003,dense,0.83657,normuon,verified-v3-normuon-3e-4,2,1563,TRECCOVID
0.4,0.0003,dense,0.3451,normuon,verified-v3-normuon-3e-4,2,1563,Touche2020
0.6,0.0003,dense,0.56435,normuon,verified-v3-normuon-3e-4,3,2345,ArguAna
0.6,0.0003,dense,0.40844,normuon,verified-v3-normuon-3e-4,3,2345,ClimateFEVER
0.6,0.0003,dense,0.27598,normuon,verified-v3-normuon-3e-4,3,2345,DBPedia
0.6,0.0003,dense,0.9194,normuon,verified-v3-normuon-3e-4,3,2345,FEVER
0.6,0.0003,dense,0.54681,normuon,verified-v3-normuon-3e-4,3,2345,FiQA2018
0.6,0.0003,dense,0.6708,normuon,verified-v3-normuon-3e-4,3,2345,HotpotQA
0.6,0.0003,dense,0.56796,normuon,verified-v3-normuon-3e-4,3,2345,MSMARCO
0.6,0.0003,dense,0.28746,normuon,verified-v3-normuon-3e-4,3,2345,NFCorpus
0.6,0.0003,dense,0.92545,normuon,verified-v3-normuon-3e-4,3,2345,NQ
0.6,0.0003,dense,0.91302,normuon,verified-v3-normuon-3e-4,3,2345,QuoraRetrieval
0.6,0.0003,dense,0.14626,normuon,verified-v3-normuon-3e-4,3,2345,SCIDOCS
0.6,0.0003,dense,0.87919,normuon,verified-v3-normuon-3e-4,3,2345,SciFact
0.6,0.0003,dense,0.83544,normuon,verified-v3-normuon-3e-4,3,2345,TRECCOVID
0.6,0.0003,dense,0.34075,normuon,verified-v3-normuon-3e-4,3,2345,Touche2020
0.8,0.0003,dense,0.55346,normuon,verified-v3-normuon-3e-4,4,3126,ArguAna
0.8,0.0003,dense,0.41008,normuon,verified-v3-normuon-3e-4,4,3126,ClimateFEVER
0.8,0.0003,dense,0.27682,normuon,verified-v3-normuon-3e-4,4,3126,DBPedia
0.8,0.0003,dense,0.92047,normuon,verified-v3-normuon-3e-4,4,3126,FEVER
0.8,0.0003,dense,0.54112,normuon,verified-v3-normuon-3e-4,4,3126,FiQA2018
0.8,0.0003,dense,0.67691,normuon,verified-v3-normuon-3e-4,4,3126,HotpotQA
0.8,0.0003,dense,0.56882,normuon,verified-v3-normuon-3e-4,4,3126,MSMARCO
0.8,0.0003,dense,0.28739,normuon,verified-v3-normuon-3e-4,4,3126,NFCorpus
0.8,0.0003,dense,0.92545,normuon,verified-v3-normuon-3e-4,4,3126,NQ
0.8,0.0003,dense,0.91249,normuon,verified-v3-normuon-3e-4,4,3126,QuoraRetrieval
0.8,0.0003,dense,0.14798,normuon,verified-v3-normuon-3e-4,4,3126,SCIDOCS
0.8,0.0003,dense,0.87875,normuon,verified-v3-normuon-3e-4,4,3126,SciFact
0.8,0.0003,dense,0.83279,normuon,verified-v3-normuon-3e-4,4,3126,TRECCOVID
0.8,0.0003,dense,0.33759,normuon,verified-v3-normuon-3e-4,4,3126,Touche2020
1.0,0.0003,dense,0.5625,normuon,verified-v3-normuon-3e-4,5,3907,ArguAna
1.0,0.0003,dense,0.40614,normuon,verified-v3-normuon-3e-4,5,3907,ClimateFEVER
1.0,0.0003,dense,0.28041,normuon,verified-v3-normuon-3e-4,5,3907,DBPedia
1.0,0.0003,dense,0.92139,normuon,verified-v3-normuon-3e-4,5,3907,FEVER
1.0,0.0003,dense,0.54749,normuon,verified-v3-normuon-3e-4,5,3907,FiQA2018
1.0,0.0003,dense,0.6787,normuon,verified-v3-normuon-3e-4,5,3907,HotpotQA
1.0,0.0003,dense,0.5717,normuon,verified-v3-normuon-3e-4,5,3907,MSMARCO
1.0,0.0003,dense,0.28663,normuon,verified-v3-normuon-3e-4,5,3907,NFCorpus
1.0,0.0003,dense,0.93964,normuon,verified-v3-normuon-3e-4,5,3907,NQ
1.0,0.0003,dense,0.91272,normuon,verified-v3-normuon-3e-4,5,3907,QuoraRetrieval
1.0,0.0003,dense,0.14848,normuon,verified-v3-normuon-3e-4,5,3907,SCIDOCS
1.0,0.0003,dense,0.88434,normuon,verified-v3-normuon-3e-4,5,3907,SciFact
1.0,0.0003,dense,0.83288,normuon,verified-v3-normuon-3e-4,5,3907,TRECCOVID
1.0,0.0003,dense,0.3379,normuon,verified-v3-normuon-3e-4,5,3907,Touche2020
0.2,0.001,dense,0.55428,normuon,verified-v3-normuon-1e-3,1,782,ArguAna
0.2,0.001,dense,0.38654,normuon,verified-v3-normuon-1e-3,1,782,ClimateFEVER
0.2,0.001,dense,0.25826,normuon,verified-v3-normuon-1e-3,1,782,DBPedia
0.2,0.001,dense,0.91867,normuon,verified-v3-normuon-1e-3,1,782,FEVER
0.2,0.001,dense,0.53463,normuon,verified-v3-normuon-1e-3,1,782,FiQA2018
0.2,0.001,dense,0.66013,normuon,verified-v3-normuon-1e-3,1,782,HotpotQA
0.2,0.001,dense,0.55786,normuon,verified-v3-normuon-1e-3,1,782,MSMARCO
0.2,0.001,dense,0.27929,normuon,verified-v3-normuon-1e-3,1,782,NFCorpus
0.2,0.001,dense,0.95048,normuon,verified-v3-normuon-1e-3,1,782,NQ
0.2,0.001,dense,0.91008,normuon,verified-v3-normuon-1e-3,1,782,QuoraRetrieval
0.2,0.001,dense,0.14473,normuon,verified-v3-normuon-1e-3,1,782,SCIDOCS
0.2,0.001,dense,0.88551,normuon,verified-v3-normuon-1e-3,1,782,SciFact
0.2,0.001,dense,0.80197,normuon,verified-v3-normuon-1e-3,1,782,TRECCOVID
0.2,0.001,dense,0.35123,normuon,verified-v3-normuon-1e-3,1,782,Touche2020
0.4,0.001,dense,0.54167,normuon,verified-v3-normuon-1e-3,2,1563,ArguAna
0.4,0.001,dense,0.43778,normuon,verified-v3-normuon-1e-3,2,1563,ClimateFEVER
0.4,0.001,dense,0.26934,normuon,verified-v3-normuon-1e-3,2,1563,DBPedia
0.4,0.001,dense,0.923,normuon,verified-v3-normuon-1e-3,2,1563,FEVER
0.4,0.001,dense,0.55774,normuon,verified-v3-normuon-1e-3,2,1563,FiQA2018
0.4,0.001,dense,0.66629,normuon,verified-v3-normuon-1e-3,2,1563,HotpotQA
0.4,0.001,dense,0.56208,normuon,verified-v3-normuon-1e-3,2,1563,MSMARCO
0.4,0.001,dense,0.28497,normuon,verified-v3-normuon-1e-3,2,1563,NFCorpus
0.4,0.001,dense,0.96657,normuon,verified-v3-normuon-1e-3,2,1563,NQ
0.4,0.001,dense,0.90899,normuon,verified-v3-normuon-1e-3,2,1563,QuoraRetrieval
0.4,0.001,dense,0.13882,normuon,verified-v3-normuon-1e-3,2,1563,SCIDOCS
0.4,0.001,dense,0.85839,normuon,verified-v3-normuon-1e-3,2,1563,SciFact
0.4,0.001,dense,0.81241,normuon,verified-v3-normuon-1e-3,2,1563,TRECCOVID
0.4,0.001,dense,0.36129,normuon,verified-v3-normuon-1e-3,2,1563,Touche2020
0.6,0.001,dense,0.54406,normuon,verified-v3-normuon-1e-3,3,2345,ArguAna
0.6,0.001,dense,0.43475,normuon,verified-v3-normuon-1e-3,3,2345,ClimateFEVER
0.6,0.001,dense,0.26381,normuon,verified-v3-normuon-1e-3,3,2345,DBPedia
0.6,0.001,dense,0.92485,normuon,verified-v3-normuon-1e-3,3,2345,FEVER
0.6,0.001,dense,0.54645,normuon,verified-v3-normuon-1e-3,3,2345,FiQA2018
0.6,0.001,dense,0.66197,normuon,verified-v3-normuon-1e-3,3,2345,HotpotQA
0.6,0.001,dense,0.56843,normuon,verified-v3-normuon-1e-3,3,2345,MSMARCO
0.6,0.001,dense,0.26974,normuon,verified-v3-normuon-1e-3,3,2345,NFCorpus
0.6,0.001,dense,0.94597,normuon,verified-v3-normuon-1e-3,3,2345,NQ
0.6,0.001,dense,0.91135,normuon,verified-v3-normuon-1e-3,3,2345,QuoraRetrieval
0.6,0.001,dense,0.14311,normuon,verified-v3-normuon-1e-3,3,2345,SCIDOCS
0.6,0.001,dense,0.86204,normuon,verified-v3-normuon-1e-3,3,2345,SciFact
0.6,0.001,dense,0.80154,normuon,verified-v3-normuon-1e-3,3,2345,TRECCOVID
0.6,0.001,dense,0.31241,normuon,verified-v3-normuon-1e-3,3,2345,Touche2020
0.8,0.001,dense,0.5416,normuon,verified-v3-normuon-1e-3,4,3126,ArguAna
0.8,0.001,dense,0.44712,normuon,verified-v3-normuon-1e-3,4,3126,ClimateFEVER
0.8,0.001,dense,0.26355,normuon,verified-v3-normuon-1e-3,4,3126,DBPedia
0.8,0.001,dense,0.92652,normuon,verified-v3-normuon-1e-3,4,3126,FEVER
0.8,0.001,dense,0.53739,normuon,verified-v3-normuon-1e-3,4,3126,FiQA2018
0.8,0.001,dense,0.66577,normuon,verified-v3-normuon-1e-3,4,3126,HotpotQA
0.8,0.001,dense,0.57063,normuon,verified-v3-normuon-1e-3,4,3126,MSMARCO
0.8,0.001,dense,0.27165,normuon,verified-v3-normuon-1e-3,4,3126,NFCorpus
0.8,0.001,dense,0.94803,normuon,verified-v3-normuon-1e-3,4,3126,NQ
0.8,0.001,dense,0.91002,normuon,verified-v3-normuon-1e-3,4,3126,QuoraRetrieval
0.8,0.001,dense,0.14263,normuon,verified-v3-normuon-1e-3,4,3126,SCIDOCS
0.8,0.001,dense,0.8685,normuon,verified-v3-normuon-1e-3,4,3126,SciFact
0.8,0.001,dense,0.81058,normuon,verified-v3-normuon-1e-3,4,3126,TRECCOVID
0.8,0.001,dense,0.3517,normuon,verified-v3-normuon-1e-3,4,3126,Touche2020
1.0,0.001,dense,0.54806,normuon,verified-v3-normuon-1e-3,5,3907,ArguAna
1.0,0.001,dense,0.44143,normuon,verified-v3-normuon-1e-3,5,3907,ClimateFEVER
1.0,0.001,dense,0.2689,normuon,verified-v3-normuon-1e-3,5,3907,DBPedia
1.0,0.001,dense,0.92768,normuon,verified-v3-normuon-1e-3,5,3907,FEVER
1.0,0.001,dense,0.54463,normuon,verified-v3-normuon-1e-3,5,3907,FiQA2018
1.0,0.001,dense,0.66786,normuon,verified-v3-normuon-1e-3,5,3907,HotpotQA
1.0,0.001,dense,0.57225,normuon,verified-v3-normuon-1e-3,5,3907,MSMARCO
1.0,0.001,dense,0.27126,normuon,verified-v3-normuon-1e-3,5,3907,NFCorpus
1.0,0.001,dense,0.96222,normuon,verified-v3-normuon-1e-3,5,3907,NQ
1.0,0.001,dense,0.91193,normuon,verified-v3-normuon-1e-3,5,3907,QuoraRetrieval
1.0,0.001,dense,0.14306,normuon,verified-v3-normuon-1e-3,5,3907,SCIDOCS
1.0,0.001,dense,0.87365,normuon,verified-v3-normuon-1e-3,5,3907,SciFact
1.0,0.001,dense,0.81608,normuon,verified-v3-normuon-1e-3,5,3907,TRECCOVID
1.0,0.001,dense,0.33125,normuon,verified-v3-normuon-1e-3,5,3907,Touche2020
0.2,0.003,dense,0.50905,normuon,verified-v3-normuon-3e-3,1,782,ArguAna
0.2,0.003,dense,0.34763,normuon,verified-v3-normuon-3e-3,1,782,ClimateFEVER
0.2,0.003,dense,0.20668,normuon,verified-v3-normuon-3e-3,1,782,DBPedia
0.2,0.003,dense,0.90548,normuon,verified-v3-normuon-3e-3,1,782,FEVER
0.2,0.003,dense,0.44043,normuon,verified-v3-normuon-3e-3,1,782,FiQA2018
0.2,0.003,dense,0.59708,normuon,verified-v3-normuon-3e-3,1,782,HotpotQA
0.2,0.003,dense,0.51702,normuon,verified-v3-normuon-3e-3,1,782,MSMARCO
0.2,0.003,dense,0.23977,normuon,verified-v3-normuon-3e-3,1,782,NFCorpus
0.2,0.003,dense,0.87938,normuon,verified-v3-normuon-3e-3,1,782,NQ
0.2,0.003,dense,0.87258,normuon,verified-v3-normuon-3e-3,1,782,QuoraRetrieval
0.2,0.003,dense,0.11622,normuon,verified-v3-normuon-3e-3,1,782,SCIDOCS
0.2,0.003,dense,0.84288,normuon,verified-v3-normuon-3e-3,1,782,SciFact
0.2,0.003,dense,0.72888,normuon,verified-v3-normuon-3e-3,1,782,TRECCOVID
0.2,0.003,dense,0.2846,normuon,verified-v3-normuon-3e-3,1,782,Touche2020
0.4,0.003,dense,0.48244,normuon,verified-v3-normuon-3e-3,2,1563,ArguAna
0.4,0.003,dense,0.38611,normuon,verified-v3-normuon-3e-3,2,1563,ClimateFEVER
0.4,0.003,dense,0.20903,normuon,verified-v3-normuon-3e-3,2,1563,DBPedia
0.4,0.003,dense,0.91584,normuon,verified-v3-normuon-3e-3,2,1563,FEVER
0.4,0.003,dense,0.45259,normuon,verified-v3-normuon-3e-3,2,1563,FiQA2018
0.4,0.003,dense,0.6077,normuon,verified-v3-normuon-3e-3,2,1563,HotpotQA
0.4,0.003,dense,0.52321,normuon,verified-v3-normuon-3e-3,2,1563,MSMARCO
0.4,0.003,dense,0.23293,normuon,verified-v3-normuon-3e-3,2,1563,NFCorpus
0.4,0.003,dense,0.87516,normuon,verified-v3-normuon-3e-3,2,1563,NQ
0.4,0.003,dense,0.88064,normuon,verified-v3-normuon-3e-3,2,1563,QuoraRetrieval
0.4,0.003,dense,0.11789,normuon,verified-v3-normuon-3e-3,2,1563,SCIDOCS
0.4,0.003,dense,0.83825,normuon,verified-v3-normuon-3e-3,2,1563,SciFact
0.4,0.003,dense,0.72122,normuon,verified-v3-normuon-3e-3,2,1563,TRECCOVID
0.4,0.003,dense,0.3126,normuon,verified-v3-normuon-3e-3,2,1563,Touche2020
0.6,0.003,dense,0.48238,normuon,verified-v3-normuon-3e-3,3,2345,ArguAna
0.6,0.003,dense,0.40124,normuon,verified-v3-normuon-3e-3,3,2345,ClimateFEVER
0.6,0.003,dense,0.20751,normuon,verified-v3-normuon-3e-3,3,2345,DBPedia
0.6,0.003,dense,0.91711,normuon,verified-v3-normuon-3e-3,3,2345,FEVER
0.6,0.003,dense,0.47537,normuon,verified-v3-normuon-3e-3,3,2345,FiQA2018
0.6,0.003,dense,0.60969,normuon,verified-v3-normuon-3e-3,3,2345,HotpotQA
0.6,0.003,dense,0.53676,normuon,verified-v3-normuon-3e-3,3,2345,MSMARCO
