feature,feature_residual_energy_exact,outcome_residual_energy_exact,pearson_residual_association,rows,spearman_residual_association,status
log_saved_segment_to_weight_ratio,1851704657588244241294913202766906082795346311932556727871337/924726074968963997820232827452870808326118930744082264227840,911860030480900510792936207215/99598369939659457272911064793088,-0.00972528850808766,60,0.026203076025052032,resolved
saved_segment_stable_rank_fraction,414494880710505122473033583187036820017949605974543297076763/1849452149937927995640465654905741616652237861488164528455680,911860030480900510792936207215/99598369939659457272911064793088,-0.2086180443180643,60,-0.18008356070720472,resolved
saved_segment_sketch_effective_rank_fraction,16831186076264746856652971987501538000061408562884326746239783/59182468798013695860494900956983731732871611567621264910581760,911860030480900510792936207215/99598369939659457272911064793088,0.04465142391361278,60,0.04122394763176976,resolved
saved_segment_row_norm_cv,297891463497435408639749747455954220774418376912292623219367/986374479966894931008248349283062195547860192793687748509696,911860030480900510792936207215/99598369939659457272911064793088,-0.04381692199994517,60,-0.05440893493099976,resolved
saved_segment_top_1pct_row_energy,5757686485908140383799065443042330758109409785231431721072101/19727489599337898620164966985661243910957203855873754970193920,911860030480900510792936207215/99598369939659457272911064793088,0.16764651659436697,60,0.1869264022169317,resolved
cumulative_displacement_to_weight_ratio,18883244230764567809888721020339616215999163386916079820419517/59182468798013695860494900956983731732871611567621264910581760,911860030480900510792936207215/99598369939659457272911064793088,0.1485601702521487,60,0.14102929452973864,resolved
cumulative_stable_rank_fraction,1232349974176771465328469119885077846598640502883772387556941/3945497919867579724032993397132248782191440771174750994038784,911860030480900510792936207215/99598369939659457272911064793088,0.27783940825811915,60,0.20428385385136105,resolved
mean_saved_segment_subspace_overlap_to_adamw,234605853195183501505604712475327103840522584270626986181327/3945497919867579724032993397132248782191440771174750994038784,911860030480900510792936207215/99598369939659457272911064793088,0.23384311629376262,60,0.14436726599789815,resolved
mean_cumulative_subspace_overlap_to_adamw,3778127589737787102430610252129897022725590070722029820551841/59182468798013695860494900956983731732871611567621264910581760,911860030480900510792936207215/99598369939659457272911064793088,0.18447809241558236,60,0.06425595076207027,resolved
