family,anchor,layer,tensor,rotation_seed,optimizer,qk_role,head,mapped_direction_cosine,mapped_relative_frobenius_error,mapped_norm_ratio,singular_spectrum_relative_l2_error
dense,dense/adamw-lr1e-5/checkpoint-782,21,0.layers.21.attn.Wqkv.weight,2026082703,normuon,query,5,0.9827874302864075,0.18559160828590393,1.0005550384521484,0.0168691948056221
dense,dense/adamw-lr1e-5/checkpoint-782,21,0.layers.21.attn.Wqkv.weight,2026082703,normuon,query,11,0.9869581460952759,0.16148169338703156,0.9997137784957886,0.020129915326833725
dense,dense/adamw-lr1e-5/checkpoint-782,21,0.layers.21.attn.Wqkv.weight,2026082703,normuon,key,0,0.9950377345085144,0.09953371435403824,0.9976946115493774,0.01044226810336113
dense,dense/adamw-lr1e-5/checkpoint-782,21,0.layers.21.attn.Wqkv.weight,2026082703,normuon,key,5,0.994000256061554,0.1094447523355484,0.9978470802307129,0.016353663057088852
dense,dense/adamw-lr1e-5/checkpoint-782,21,0.layers.21.attn.Wqkv.weight,2026082703,normuon,key,11,0.9972655773162842,0.07394006848335266,0.9996793270111084,0.006211168132722378
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,adamw,query,0,0.9494828581809998,0.31819355487823486,1.002064824104309,0.02790641598403454
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,adamw,query,5,0.9208375215530396,0.39763620495796204,0.9986596703529358,0.022119108587503433
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,adamw,query,11,0.9606058597564697,0.28029942512512207,0.9970957636833191,0.01837564818561077
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,adamw,key,0,0.9437333941459656,0.33467042446136475,0.9950850009918213,0.03678430989384651
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,adamw,key,5,0.9100612998008728,0.4248907268047333,1.0035688877105713,0.024546759203076363
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,adamw,key,11,0.9585077166557312,0.2877315580844879,0.9975798726081848,0.030080152675509453
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,muon,query,0,0.9991623163223267,0.04093556106090546,1.0001355409622192,0.0015244234818965197
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,muon,query,5,0.9987363219261169,0.05027780309319496,1.000243902206421,0.001735509606078267
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,muon,query,11,0.9993194937705994,0.03689118102192879,0.9996283054351807,0.0014582377625629306
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,muon,key,0,0.9990569353103638,0.04342680796980858,0.999800443649292,0.0016956474864855409
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,muon,key,5,0.99880051612854,0.048968374729156494,0.9995802640914917,0.001868254505097866
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,muon,key,11,0.9993924498558044,0.0348726250231266,1.0005255937576294,0.001559589640237391
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,normuon,query,0,0.9967054724693298,0.08113863319158554,0.9990471601486206,0.010183767415583134
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,normuon,query,5,0.9971569776535034,0.07543550431728363,1.0006988048553467,0.009208109229803085
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,normuon,query,11,0.9976904392242432,0.06794280558824539,0.9992910623550415,0.009357747621834278
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,normuon,key,0,0.9977213144302368,0.06752564013004303,1.0004632472991943,0.008375653065741062
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,normuon,key,5,0.9976617097854614,0.06838391721248627,0.9999431371688843,0.007986361160874367
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,normuon,key,11,0.9973559379577637,0.07269906997680664,0.9993762969970703,0.009063955396413803
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,adamw,query,0,0.9524794816970825,0.30821192264556885,0.9995086193084717,0.028244521468877792
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,adamw,query,5,0.9478985071182251,0.3234827518463135,1.0040472745895386,0.017706019803881645
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,adamw,query,11,0.9605047106742859,0.2808007001876831,0.9981664419174194,0.010537628084421158
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,adamw,key,0,0.9480235576629639,0.32212120294570923,0.9981316924095154,0.03430292755365372
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,adamw,key,5,0.946567714214325,0.326727956533432,0.9989270567893982,0.030842000618577003
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,adamw,key,11,0.9555286169052124,0.29838910698890686,1.0010359287261963,0.0222490131855011
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,muon,query,0,0.9991855621337891,0.040366072207689285,1.0001869201660156,0.0016596983186900616
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,muon,query,5,0.9987332820892334,0.050342120230197906,1.0002562999725342,0.0017498292727395892
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,muon,query,11,0.9993415474891663,0.03629321977496147,1.0002317428588867,0.001325727440416813
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,muon,key,0,0.99908447265625,0.0428013950586319,1.0003212690353394,0.0015085629420354962
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,muon,key,5,0.998779296875,0.049409959465265274,1.0000234842300415,0.0018194597214460373
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,muon,key,11,0.999415397644043,0.034206878393888474,1.0004535913467407,0.001343516050837934
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,normuon,query,0,0.9970835447311401,0.0763537734746933,0.9994602203369141,0.0087507925927639
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,normuon,query,5,0.9976968765258789,0.06788012385368347,1.0003114938735962,0.007719096727669239
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,normuon,query,11,0.9979655146598816,0.06379281729459763,1.0001314878463745,0.00869685597717762
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,normuon,key,0,0.9978346824645996,0.06585851311683655,1.0011870861053467,0.007564177270978689
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,normuon,key,5,0.9980233907699585,0.06288295984268188,1.0002120733261108,0.0060965814627707005
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,normuon,key,11,0.9979445338249207,0.06412171572446823,1.000168800354004,0.007589193992316723
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,adamw,query,0,0.9544276595115662,0.3018016219139099,0.9993330240249634,0.017846237868070602
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,adamw,query,5,0.9493539929389954,0.31891772150993347,1.0039564371109009,0.022102776914834976
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,adamw,query,11,0.9599645733833313,0.2826147675514221,0.9974204897880554,0.015000633895397186
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,adamw,key,0,0.9531235694885254,0.3062944710254669,1.0006694793701172,0.024633970111608505
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,adamw,key,5,0.9453559517860413,0.33038926124572754,0.9987848401069641,0.016830017790198326
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,adamw,key,11,0.9537131190299988,0.30462414026260376,1.0023422241210938,0.020053904503583908
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,muon,query,0,0.9991803765296936,0.040496826171875,1.0002869367599487,0.0016382277244701982
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,muon,query,5,0.9987612366676331,0.04978268966078758,1.000327467918396,0.0016711977077648044
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,muon,query,11,0.9993204474449158,0.036867834627628326,1.0000544786453247,0.0012673025485128164
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,muon,key,0,0.9990904331207275,0.04264937713742256,0.9997916221618652,0.0020629020873457193
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,muon,key,5,0.9988105893135071,0.048769328743219376,0.9998250007629395,0.0018059188732877374
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,muon,key,11,0.9994188547134399,0.03410624340176582,1.0004924535751343,0.001486627385020256
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,normuon,query,0,0.9979131817817688,0.06459781527519226,0.9997969269752502,0.007631071377545595
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,normuon,query,5,0.9979849457740784,0.0635477751493454,1.001489281654358,0.006406345404684544
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,normuon,query,11,0.9973637461662292,0.07260600477457047,0.9998123049736023,0.008356221951544285
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,normuon,key,0,0.998192548751831,0.06011141464114189,0.9995381236076355,0.008289922960102558
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,normuon,key,5,0.9981954097747803,0.060085855424404144,1.0002857446670532,0.005961467511951923
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,normuon,key,11,0.997670590877533,0.06823336333036423,0.9992139935493469,0.011325792409479618
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,adamw,query,0,0.948838472366333,0.319975346326828,1.0005935430526733,0.014395197853446007
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,adamw,query,5,0.9337507486343384,0.36380600929260254,0.9989081621170044,0.019654657691717148
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,adamw,query,11,0.9540918469429016,0.30298054218292236,0.9997928738594055,0.015661142766475677
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,adamw,key,0,0.9389955401420593,0.34984254837036133,1.0030449628829956,0.031667254865169525
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,adamw,key,5,0.9312580227851868,0.3709709048271179,1.0009790658950806,0.025153428316116333
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,adamw,key,11,0.9522812962532043,0.30906617641448975,1.000875473022461,0.021124733611941338
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,muon,query,0,0.9994494915008545,0.033178288489580154,0.9999639391899109,0.0012638855259865522
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,muon,query,5,0.999130368232727,0.041707444936037064,1.0000925064086914,0.0014008572325110435
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,muon,query,11,0.9991905093193054,0.0402352474629879,1.000031590461731,0.0013984465040266514
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,muon,key,0,0.9993427991867065,0.036258723586797714,1.000177025794983,0.0015050445217639208
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,muon,key,5,0.9992403388023376,0.038976024836301804,0.9999250173568726,0.001427353359758854
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,muon,key,11,0.9991993308067322,0.04001818969845772,1.0000416040420532,0.0015496867708861828
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,normuon,query,0,0.9975016713142395,0.0706893652677536,1.0000669956207275,0.011166171170771122
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,normuon,query,5,0.9974551796913147,0.07134025543928146,0.9999637603759766,0.012454790994524956
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,normuon,query,11,0.9977786540985107,0.06665769964456558,1.0000786781311035,0.0071172406896948814
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,normuon,key,0,0.997532308101654,0.07025928795337677,1.0002038478851318,0.011679443530738354
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,normuon,key,5,0.9970372915267944,0.07696044445037842,0.9995124936103821,0.009532947093248367
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,normuon,key,11,0.9975247383117676,0.07036317139863968,1.000084638595581,0.008759276010096073
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,adamw,query,0,0.9522720575332642,0.3087182939052582,0.9984111189842224,0.017403682693839073
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,adamw,query,5,0.9545314311981201,0.3021128177642822,1.0035462379455566,0.014105720445513725
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,adamw,query,11,0.9542940855026245,0.3020109236240387,0.9977458119392395,0.015358504839241505
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,adamw,key,0,0.9464070796966553,0.32724207639694214,0.9990733861923218,0.023295840248465538
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,adamw,key,5,0.9496435523033142,0.3177277147769928,1.0023099184036255,0.03216016665101051
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,adamw,key,11,0.9513611793518066,0.3118115961551666,0.9994693994522095,0.023249974474310875
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,muon,query,0,0.999439537525177,0.033479128032922745,0.9997767806053162,0.0012713957112282515
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,muon,query,5,0.9990987181663513,0.04245126247406006,0.9996581673622131,0.0016828790539875627
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,muon,query,11,0.9992288947105408,0.03927309438586235,1.000170350074768,0.0011938191018998623
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,muon,key,0,0.9993755221366882,0.03533938527107239,0.9999443292617798,0.0012951056705787778
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,muon,key,5,0.9992210865020752,0.03946787863969803,0.9998934268951416,0.0013914286391809583
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,muon,key,11,0.9992285966873169,0.03927966207265854,1.0000145435333252,0.0015890648355707526
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,normuon,query,0,0.997477114200592,0.07103291898965836,0.9999887347221375,0.009462115354835987
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,normuon,query,5,0.9976404309272766,0.06867345422506332,0.9991222620010376,0.009510617703199387
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,normuon,query,11,0.9979385137557983,0.06419599801301956,0.9994738101959229,0.007421418558806181
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,normuon,key,0,0.9977896809577942,0.06647678464651108,0.9996181726455688,0.00968040432780981
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,normuon,key,5,0.9971559047698975,0.07539684325456619,0.9992952346801758,0.009066582657396793
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,normuon,key,11,0.9967630505561829,0.08043410629034042,0.999230146408081,0.01033750083297491
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,adamw,query,0,0.9543352127075195,0.30223217606544495,1.0001587867736816,0.014931002631783485
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,adamw,query,5,0.9570581316947937,0.293265700340271,1.0013878345489502,0.01812071166932583
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,adamw,query,11,0.9529634714126587,0.3067227005958557,1.000062108039856,0.013132208026945591
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,adamw,key,0,0.9473103284835815,0.3245899975299835,0.9998024702072144,0.027709536254405975
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,adamw,key,5,0.9522136449813843,0.30902552604675293,0.9991993308067322,0.01801927760243416
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,adamw,key,11,0.9512434005737305,0.3121156096458435,0.9989915490150452,0.020378755405545235
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,muon,query,0,0.9994552135467529,0.03301157429814339,1.0000898838043213,0.0012918723514303565
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,muon,query,5,0.9991287589073181,0.041736770421266556,0.9998059868812561,0.0014733955031260848
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,muon,query,11,0.9991961717605591,0.04009485989809036,1.000062108039856,0.0013068481348454952
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,muon,key,0,0.9993631839752197,0.03568856790661812,1.0001449584960938,0.0014937573578208685
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,muon,key,5,0.9992085695266724,0.039784952998161316,0.9999484419822693,0.0013640199322253466
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,muon,key,11,0.9992051720619202,0.03986937925219536,1.0000056028366089,0.0015403272118419409
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,normuon,query,0,0.9982386231422424,0.05937863141298294,1.0007251501083374,0.007823135703802109
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,normuon,query,5,0.9973947405815125,0.07217775285243988,0.9998237490653992,0.011260558851063251
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,normuon,query,11,0.9978765249252319,0.06515079736709595,0.9993905425071716,0.007231226656585932
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,normuon,key,0,0.9977877736091614,0.06652660667896271,1.0002720355987549,0.010549847967922688
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,normuon,key,5,0.9975263476371765,0.07030751556158066,0.9989177584648132,0.00940497312694788
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082703,normuon,key,11,0.9977601170539856,0.06693040579557419,0.9999547600746155,0.009270469658076763
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,adamw,query,0,0.9353466629981995,0.3602412939071655,1.0035159587860107,0.03857693448662758
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,adamw,query,5,0.9216881394386292,0.3971281349658966,1.0066579580307007,0.02869303897023201
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,adamw,query,11,0.9542410373687744,0.30288800597190857,1.0023760795593262,0.018044007942080498
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,adamw,key,0,0.9270548820495605,0.3825043737888336,1.002819538116455,0.05049578845500946
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,adamw,key,5,0.907293438911438,0.43001338839530945,0.99725341796875,0.024592282250523567
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,adamw,key,11,0.9533509612083435,0.3056093752384186,1.0010522603988647,0.035069458186626434
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,muon,query,0,0.9958486557006836,0.09113191813230515,1.0002777576446533,0.002833550563082099
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,muon,query,5,0.983984112739563,0.17881378531455994,0.9980971813201904,0.0071551185101270676
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,muon,query,11,0.991119921207428,0.1332799196243286,1.0001837015151978,0.0044573829509317875
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,muon,key,0,0.9994605183601379,0.032854869961738586,1.0004289150238037,0.0012494705151766539
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,muon,key,5,0.9982185959815979,0.05970050394535065,1.0004253387451172,0.002315556164830923
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,muon,key,11,0.9973002076148987,0.07347939908504486,0.9999504089355469,0.002886686008423567
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,normuon,query,0,0.9828484058380127,0.18507030606269836,0.9983963370323181,0.02368847280740738
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,normuon,query,5,0.9676694869995117,0.2556799352169037,1.009581208229065,0.028508124873042107
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,normuon,query,11,0.9862548112869263,0.1656939536333084,0.9986198544502258,0.012258289381861687
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,normuon,key,0,0.9922217130661011,0.12461020797491074,0.9978407621383667,0.016520395874977112
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,normuon,key,5,0.9907673001289368,0.13563242554664612,0.9947267770767212,0.014580667950212955
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082701,normuon,key,11,0.9962053298950195,0.08714011311531067,1.0005141496658325,0.008257814683020115
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,adamw,query,0,0.946353018283844,0.32738038897514343,0.998904287815094,0.01921304129064083
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,adamw,query,5,0.9356934428215027,0.35898393392562866,1.0019646883010864,0.031748101115226746
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,adamw,query,11,0.9532681703567505,0.3062930405139923,1.0036224126815796,0.019257046282291412
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,adamw,key,0,0.9393365383148193,0.3489018678665161,1.003257155418396,0.05418917536735535
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,adamw,key,5,0.9362397193908691,0.3563977777957916,0.9959401488304138,0.025013549253344536
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,adamw,key,11,0.939686119556427,0.346672385931015,0.9961826205253601,0.029414722695946693
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,muon,query,0,0.9957913756370544,0.09177777171134949,1.0006382465362549,0.0032998693641275167
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,muon,query,5,0.9831695556640625,0.18328312039375305,0.9978421926498413,0.00723732216283679
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,muon,query,11,0.9910269379615784,0.1339787244796753,1.0002355575561523,0.00364408316090703
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,muon,key,0,0.9993898272514343,0.03493790701031685,1.0003169775009155,0.0013668171595782042
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,muon,key,5,0.9980863928794861,0.06188271939754486,1.000506043434143,0.002375758020207286
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,muon,key,11,0.9971683621406555,0.07527273148298264,1.0004550218582153,0.0029041466768831015
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,normuon,query,0,0.9826194643974304,0.1862552911043167,0.9978423118591309,0.02206062152981758
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,normuon,query,5,0.9662072658538818,0.2607596516609192,1.0056012868881226,0.024238228797912598
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,normuon,query,11,0.9863559603691101,0.16511903703212738,0.9991096258163452,0.011677023954689503
dense,dense/muon-lr1e-3/checkpoint-2345,21,0.layers.21.attn.Wqkv.weight,2026082702,normuon,key,0,0.9901368021965027,0.14045824110507965,1.0001170635223389,0.02766326256096363
