family,anchor,layer,tensor,rotation_seed,optimizer,mapped_direction_cosine,mapped_relative_frobenius_error,mapped_norm_ratio,original_predicted_descent_per_unit_lr,rotated_predicted_descent_per_unit_lr,predicted_descent_relative_error,mean_head_spectrum_relative_l2_error,maximum_head_spectrum_relative_l2_error,functional_invariance_max_abs_logit_error
dense,dense/adamw-lr1e-5/checkpoint-782,21,0.layers.21.attn.Wqkv.weight,2026082702,normuon,0.9935394525527954,0.11367518454790115,1.0000649690628052,0.7996383905410767,0.8083323240280151,0.010872331280962776,0.017507754111041624,0.02674514800310135,7.105427357601002e-15
dense,dense/adamw-lr1e-5/checkpoint-782,21,0.layers.21.attn.Wqkv.weight,2026082703,adamw,0.9684453010559082,0.2512335181236267,1.0001424551010132,17.64487648010254,17.848073959350586,0.011515947956744554,0.02683492222179969,0.03165917471051216,7.105427357601002e-15
dense,dense/adamw-lr1e-5/checkpoint-782,21,0.layers.21.attn.Wqkv.weight,2026082703,muon,0.9982585310935974,0.05901503562927246,1.0000141859054565,0.8948085904121399,0.8945158123970032,0.00032719624987268854,0.00292550161248073,0.0047220271080732346,7.105427357601002e-15
dense,dense/adamw-lr1e-5/checkpoint-782,21,0.layers.21.attn.Wqkv.weight,2026082703,normuon,0.993951141834259,0.10999026894569397,1.0000141859054565,0.7996383905410767,0.8065136671066284,0.008597982096506885,0.01513233051324884,0.02078777365386486,7.105427357601002e-15
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,adamw,0.9639135599136353,0.2685833275318146,0.9995001554489136,37.47404098510742,37.70096206665039,0.006055420647939985,0.02663539908826351,0.03678430989384651,5.329070518200751e-15
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,muon,0.9993190765380859,0.03690381720662117,0.9999586939811707,2.221447229385376,2.2208967208862305,0.00024781524938488907,0.001640277080393086,0.001868254505097866,5.329070518200751e-15
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082701,normuon,0.9977658987045288,0.06684280186891556,0.9999586939811707,2.0886597633361816,2.0990517139434814,0.004975415713807266,0.009029265648374954,0.010183767415583134,5.329070518200751e-15
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,adamw,0.9670483469963074,0.25670409202575684,0.9999049305915833,37.47404098510742,37.72008514404297,0.006565722630055494,0.023980351785818737,0.03430292755365372,7.105427357601002e-15
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,muon,0.9993180632591248,0.036936718970537186,1.0002236366271973,2.221447229385376,2.222611427307129,0.0005240718331513267,0.0015677989576943219,0.0018194597214460373,7.105427357601002e-15
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082702,normuon,0.9980877041816711,0.06185038387775421,1.0002236366271973,2.0886597633361816,2.09855055809021,0.004735474359035824,0.007736116337279479,0.0087507925927639,7.105427357601002e-15
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,adamw,0.9669901132583618,0.2569420635700226,0.9999948143959045,37.47404098510742,37.634803771972656,0.0042899773453608375,0.01941125684728225,0.024633970111608505,7.105427357601002e-15
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,muon,0.9993287324905396,0.03664555773139,1.0001646280288696,2.221447229385376,2.2221407890319824,0.00031221072345631975,0.001655362721066922,0.0020629020873457193,7.105427357601002e-15
dense,dense/muon-lr1e-3/checkpoint-2345,0,0.layers.0.attn.Wqkv.weight,2026082703,normuon,0.9980621933937073,0.06226013973355293,1.0001646280288696,2.0886597633361816,2.096494674682617,0.003751166888914915,0.007995136935884753,0.011325792409479618,7.105427357601002e-15
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,adamw,0.9641961455345154,0.26762086153030396,1.0001826286315918,22.479398727416992,22.517019271850586,0.0016735565256783254,0.021276069184144337,0.031667254865169525,5.329070518200751e-15
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,muon,0.9995463490486145,0.030118651688098907,0.9999710321426392,1.1521506309509277,1.1516704559326172,0.0004167640978629976,0.001424212319155534,0.0015496867708861828,5.329070518200751e-15
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082701,normuon,0.9983861446380615,0.056814469397068024,0.9999710321426392,1.043264389038086,1.0436782836914062,0.00039673035681964857,0.010118311581512293,0.012454790994524956,5.329070518200751e-15
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,adamw,0.9670537710189819,0.2566627562046051,0.9997470378875732,22.479398727416992,22.51993179321289,0.001803120549948798,0.020928981558730204,0.03216016665101051,7.105427357601002e-15
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,muon,0.9995507597923279,0.029971176758408546,0.9999355673789978,1.1521506309509277,1.1516691446304321,0.0004179022321918191,0.0014039488354076941,0.0016828790539875627,7.105427357601002e-15
dense,dense/muon-lr1e-3/checkpoint-2345,10,0.layers.10.attn.Wqkv.weight,2026082702,normuon,0.9983946681022644,0.05666150897741318,0.9999356269836426,1.043264389038086,1.044304609298706,0.0009970821122143587,0.009246439905837178,0.01033750083297491,7.105427357601002e-15
